fpl_id,understat_id,h_fpl,a_fpl,h_understat,a_understat
340,3479,West Ham,Everton,West Ham,Everton
333,3472,Burnley,Man Utd,Burnley,Manchester United
337,3476,Liverpool,Crystal Palace,Liverpool,Crystal Palace
334,3473,Chelsea,Southampton,Chelsea,Southampton
271,3410,Arsenal,Leicester,Arsenal,Leicester
278,3413,Middlesbrough,Sunderland,Middlesbrough,Sunderland
274,3415,Crystal Palace,Spurs,Crystal Palace,Tottenham
256,3398,Man City,Man Utd,Manchester City,Manchester United
345,3484,Southampton,Hull,Southampton,Hull
346,3485,Stoke,West Ham,Stoke,West Ham
347,3486,Sunderland,Bournemouth,Sunderland,Bournemouth
350,3489,West Brom,Leicester,West Bromwich Albion,Leicester
341,3480,Crystal Palace,Burnley,Crystal Palace,Burnley
343,3482,Man Utd,Swansea,Manchester United,Swansea
342,3481,Everton,Chelsea,Everton,Chelsea
344,3483,Middlesbrough,Man City,Middlesbrough,Manchester City
348,3487,Spurs,Arsenal,Tottenham,Arsenal
349,3488,Watford,Liverpool,Watford,Liverpool
360,3499,West Ham,Spurs,West Ham,Tottenham
358,3497,Man City,Crystal Palace,Manchester City,Crystal Palace
352,3491,Bournemouth,Stoke,Bournemouth,Stoke
353,3492,Burnley,West Brom,Burnley,West Bromwich Albion
355,3494,Hull,Sunderland,Hull,Sunderland
356,3495,Leicester,Watford,Leicester,Watford
359,3498,Swansea,Everton,Swansea,Everton
357,3496,Liverpool,Southampton,Liverpool,Southampton
351,3490,Arsenal,Man Utd,Arsenal,Manchester United
354,3493,Chelsea,Middlesbrough,Chelsea,Middlesbrough
257,3390,Southampton,Arsenal,Southampton,Arsenal
363,3502,Everton,Watford,Everton,Watford
369,3508,West Brom,Chelsea,West Bromwich Albion,Chelsea
364,3503,Man City,Leicester,Manchester City,Leicester
361,3500,Bournemouth,Burnley,Bournemouth,Burnley
365,3504,Middlesbrough,Southampton,Middlesbrough,Southampton
367,3506,Sunderland,Swansea,Sunderland,Swansea
366,3505,Stoke,Arsenal,Stoke,Arsenal
362,3501,Crystal Palace,Hull,Crystal Palace,Hull
370,3509,West Ham,Liverpool,West Ham,Liverpool
368,3507,Spurs,Man Utd,Tottenham,Manchester United
273,3414,Chelsea,Watford,Chelsea,Watford
331,3470,Arsenal,Sunderland,Arsenal,Sunderland
338,3477,Man City,West Brom,Manchester City,West Bromwich Albion
279,3412,Southampton,Man Utd,Southampton,Manchester United
336,3475,Leicester,Spurs,Leicester,Tottenham
371,3510,Arsenal,Everton,Arsenal,Everton
372,3511,Burnley,West Ham,Burnley,West Ham
373,3512,Chelsea,Sunderland,Chelsea,Sunderland
374,3513,Hull,Spurs,Hull,Tottenham
375,3514,Leicester,Bournemouth,Leicester,Bournemouth
376,3515,Liverpool,Middlesbrough,Liverpool,Middlesbrough
377,3516,Man Utd,Crystal Palace,Manchester United,Crystal Palace
378,3517,Southampton,Stoke,Southampton,Stoke
379,3518,Swansea,West Brom,Swansea,West Bromwich Albion
380,3519,Watford,Man City,Watford,Manchester City
