id,isResult,h,a,goals,xG,datetime,forecast
21981,True,86,78,"{'h': '4', 'a': '0'}","{'h': '3.73336', 'a': '1.08795'}",2023-10-21 14:00:00,"{'w': '0.9023', 'd': '0.0693', 'l': '0.0284'}"
21982,True,249,256,"{'h': '2', 'a': '2'}","{'h': '3.27549', 'a': '1.49555'}",2023-10-21 14:00:00,"{'w': '0.7817', 'd': '0.1325', 'l': '0.0858'}"
21978,True,80,83,"{'h': '2', 'a': '2'}","{'h': '1.71838', 'a': '1.05791'}",2023-10-21 16:30:00,"{'w': '0.5596', 'd': '0.2612', 'l': '0.1792'}"
21983,True,238,89,"{'h': '1', 'a': '2'}","{'h': '1.41074', 'a': '1.46187'}",2023-10-21 19:00:00,"{'w': '0.3358', 'd': '0.3137', 'l': '0.3505'}"
21976,True,71,81,"{'h': '4', 'a': '1'}","{'h': '2.34143', 'a': '0.659622'}",2023-10-22 15:30:00,"{'w': '0.814', 'd': '0.1326', 'l': '0.0534'}"
21984,True,82,228,"{'h': '2', 'a': '0'}","{'h': '1.63523', 'a': '0.745838'}",2023-10-23 19:00:00,"{'w': '0.6093', 'd': '0.2524', 'l': '0.1383'}"
21990,True,78,82,"{'h': '1', 'a': '2'}","{'h': '0.561834', 'a': '0.989103'}",2023-10-27 19:00:00,"{'w': '0.1774', 'd': '0.342', 'l': '0.4806'}"
21989,True,80,244,"{'h': '0', 'a': '2'}","{'h': '1.71801', 'a': '2.48137'}",2023-10-28 11:30:00,"{'w': '0.2146', 'd': '0.2109', 'l': '0.5745'}"
21985,True,73,92,"{'h': '2', 'a': '1'}","{'h': '1.10052', 'a': '0.90255'}",2023-10-28 14:00:00,"{'w': '0.3721', 'd': '0.3582', 'l': '0.2697'}"
21986,True,83,238,"{'h': '5', 'a': '0'}","{'h': '3.03496', 'a': '0.0281554'}",2023-10-28 14:00:00,"{'w': '0.9842', 'd': '0.0156', 'l': '0.0002'}"
21994,True,229,86,"{'h': '2', 'a': '2'}","{'h': '0.863393', 'a': '2.31987'}",2023-10-28 16:30:00,"{'w': '0.0639', 'd': '0.1559', 'l': '0.7802'}"
21993,True,81,72,"{'h': '0', 'a': '1'}","{'h': '0.618578', 'a': '0.733813'}",2023-10-29 13:00:00,"{'w': '0.2689', 'd': '0.3788', 'l': '0.3523'}"
21987,True,71,256,"{'h': '3', 'a': '1'}","{'h': '3.07654', 'a': '0.453117'}",2023-10-29 14:00:00,"{'w': '0.9407', 'd': '0.0493', 'l': '0.01'}"
21988,True,220,228,"{'h': '1', 'a': '1'}","{'h': '1.31996', 'a': '0.552523'}",2023-10-29 14:00:00,"{'w': '0.5703', 'd': '0.2799', 'l': '0.1498'}"
21991,True,87,249,"{'h': '3', 'a': '0'}","{'h': '2.70428', 'a': '0.642014'}",2023-10-29 14:00:00,"{'w': '0.8733', 'd': '0.0954', 'l': '0.0313'}"
21992,True,89,88,"{'h': '0', 'a': '3'}","{'h': '0.714628', 'a': '4.54595'}",2023-10-29 15:30:00,"{'w': '0.0029', 'd': '0.0138', 'l': '0.9833'}"
21998,True,228,89,"{'h': '0', 'a': '1'}","{'h': '1.18241', 'a': '0.697095'}",2023-11-04 12:30:00,"{'w': '0.4803', 'd': '0.3166', 'l': '0.2031'}"
21995,True,244,81,"{'h': '3', 'a': '2'}","{'h': '1.82944', 'a': '1.75505'}",2023-11-04 15:00:00,"{'w': '0.363', 'd': '0.2981', 'l': '0.3389'}"
21996,True,92,78,"{'h': '0', 'a': '2'}","{'h': '1.4998', 'a': '1.43653'}",2023-11-04 15:00:00,"{'w': '0.3571', 'd': '0.3072', 'l': '0.3357'}"
21997,True,72,220,"{'h': '1', 'a': '1'}","{'h': '0.617607', 'a': '0.442489'}",2023-11-04 15:00:00,"{'w': '0.3494', 'd': '0.4439', 'l': '0.2067'}"
22000,True,88,73,"{'h': '6', 'a': '1'}","{'h': '2.39949', 'a': '0.643127'}",2023-11-04 15:00:00,"{'w': '0.7963', 'd': '0.1463', 'l': '0.0574'}"
22003,True,238,229,"{'h': '2', 'a': '1'}","{'h': '1.10165', 'a': '1.14803'}",2023-11-04 15:00:00,"{'w': '0.3009', 'd': '0.3733', 'l': '0.3258'}"
22001,True,86,83,"{'h': '1', 'a': '0'}","{'h': '1.12355', 'a': '0.535473'}",2023-11-04 17:30:00,"{'w': '0.577', 'd': '0.3043', 'l': '0.1187'}"
22002,True,249,71,"{'h': '2', 'a': '0'}","{'h': '0.592447', 'a': '1.33116'}",2023-11-05 14:00:00,"{'w': '0.1456', 'd': '0.2983', 'l': '0.5561'}"
21999,True,256,87,"{'h': '1', 'a': '1'}","{'h': '1.3411', 'a': '3.03925'}",2023-11-05 16:30:00,"{'w': '0.0721', 'd': '0.1522', 'l': '0.7757'}"
22004,True,82,80,"{'h': '1', 'a': '4'}","{'h': '0.959108', 'a': '4.05865'}",2023-11-06 20:00:00,"{'w': '0.0094', 'd': '0.0329', 'l': '0.9577'}"
22014,True,229,82,"{'h': '2', 'a': '1'}","{'h': '1.90884', 'a': '0.432315'}",2023-11-11 12:30:00,"{'w': '0.7738', 'd': '0.1722', 'l': '0.054'}"
22006,True,83,92,"{'h': '3', 'a': '1'}","{'h': '2.63194', 'a': '0.327706'}",2023-11-11 15:00:00,"{'w': '0.9544', 'd': '0.0415', 'l': '0.0041'}"
22010,True,78,72,"{'h': '2', 'a': '3'}","{'h': '1.89194', 'a': '1.7904'}",2023-11-11 15:00:00,"{'w': '0.3803', 'd': '0.2887', 'l': '0.331'}"
22012,True,89,256,"{'h': '1', 'a': '0'}","{'h': '2.74105', 'a': '0.408265'}",2023-11-11 15:00:00,"{'w': '0.9169', 'd': '0.0661', 'l': '0.017'}"
22005,True,73,86,"{'h': '2', 'a': '0'}","{'h': '2.78424', 'a': '0.306141'}",2023-11-11 17:30:00,"{'w': '0.9374', 'd': '0.0517', 'l': '0.0109'}"
22007,True,71,228,"{'h': '3', 'a': '1'}","{'h': '2.86039', 'a': '0.648745'}",2023-11-12 14:00:00,"{'w': '0.9227', 'd': '0.0642', 'l': '0.0131'}"
22008,True,220,238,"{'h': '1', 'a': '1'}","{'h': '1.08601', 'a': '0.84434'}",2023-11-12 14:00:00,"{'w': '0.4067', 'd': '0.3328', 'l': '0.2605'}"
22011,True,87,244,"{'h': '3', 'a': '0'}","{'h': '1.56004', 'a': '1.44954'}",2023-11-12 14:00:00,"{'w': '0.3975', 'd': '0.264', 'l': '0.3385'}"
22013,True,81,249,"{'h': '3', 'a': '2'}","{'h': '2.06402', 'a': '1.42128'}",2023-11-12 14:00:00,"{'w': '0.5298', 'd': '0.2455', 'l': '0.2247'}"
22009,True,80,88,"{'h': '4', 'a': '4'}","{'h': '3.47238', 'a': '3.19324'}",2023-11-12 16:30:00,"{'w': '0.455', 'd': '0.2211', 'l': '0.3239'}"
22020,True,88,87,"{'h': '1', 'a': '1'}","{'h': '1.79622', 'a': '0.766278'}",2023-11-25 12:30:00,"{'w': '0.6472', 'd': '0.2244', 'l': '0.1284'}"
22016,True,92,81,"{'h': '1', 'a': '2'}","{'h': '1.44228', 'a': '1.36963'}",2023-11-25 15:00:00,"{'w': '0.3708', 'd': '0.308', 'l': '0.3212'}"
22019,True,256,78,"{'h': '2', 'a': '1'}","{'h': '0.996153', 'a': '1.83546'}",2023-11-25 15:00:00,"{'w': '0.1537', 'd': '0.2577', 'l': '0.5886'}"
22021,True,86,80,"{'h': '4', 'a': '1'}","{'h': '2.15227', 'a': '0.968061'}",2023-11-25 15:00:00,"{'w': '0.6848', 'd': '0.1926', 'l': '0.1226'}"
22022,True,249,220,"{'h': '2', 'a': '3'}","{'h': '2.22655', 'a': '1.21792'}",2023-11-25 15:00:00,"{'w': '0.6382', 'd': '0.2258', 'l': '0.136'}"
22023,True,238,73,"{'h': '1', 'a': '3'}","{'h': '0.816227', 'a': '3.13975'}",2023-11-25 15:00:00,"{'w': '0.0405', 'd': '0.095', 'l': '0.8645'}"
22015,True,244,83,"{'h': '0', 'a': '1'}","{'h': '1.66315', 'a': '1.82699'}",2023-11-25 17:30:00,"{'w': '0.3338', 'd': '0.274', 'l': '0.3922'}"
22024,True,82,71,"{'h': '1', 'a': '2'}","{'h': '2.22542', 'a': '2.39755'}",2023-11-26 14:00:00,"{'w': '0.3333', 'd': '0.2488', 'l': '0.4179'}"
22017,True,72,89,"{'h': '0', 'a': '3'}","{'h': '2.49764', 'a': '2.07334'}",2023-11-26 16:30:00,"{'w': '0.4626', 'd': '0.2624', 'l': '0.275'}"
22018,True,228,229,"{'h': '3', 'a': '2'}","{'h': '2.49057', 'a': '1.57875'}",2023-11-27 20:00:00,"{'w': '0.6313', 'd': '0.2309', 'l': '0.1378'}"
22026,True,83,229,"{'h': '2', 'a': '1'}","{'h': '3.30368', 'a': '1.07886'}",2023-12-02 15:00:00,"{'w': '0.8622', 'd': '0.0986', 'l': '0.0392'}"
22027,True,244,256,"{'h': '3', 'a': '1'}","{'h': '3.25952', 'a': '0.227176'}",2023-12-02 15:00:00,"{'w': '0.9661', 'd': '0.0298', 'l': '0.0041'}"
22028,True,92,238,"{'h': '5', 'a': '0'}","{'h': '2.60469', 'a': '0.618131'}",2023-12-02 15:00:00,"{'w': '0.8499', 'd': '0.1154', 'l': '0.0347'}"
22033,True,249,72,"{'h': '0', 'a': '1'}","{'h': '0.673085', 'a': '0.623789'}",2023-12-02 17:30:00,"{'w': '0.3119', 'd': '0.4027', 'l': '0.2854'}"
22032,True,86,89,"{'h': '1', 'a': '0'}","{'h': '2.90191', 'a': '0.422674'}",2023-12-02 20:00:00,"{'w': '0.9224', 'd': '0.0633', 'l': '0.0143'}"
22025,True,73,71,"{'h': '2', 'a': '2'}","{'h': '2.54937', 'a': '0.89511'}",2023-12-03 14:00:00,"{'w': '0.7928', 'd': '0.144', 'l': '0.0632'}"
22029,True,80,220,"{'h': '3', 'a': '2'}","{'h': '1.66304', 'a': '0.855058'}",2023-12-03 14:00:00,"{'w': '0.6179', 'd': '0.2445', 'l': '0.1376'}"
22030,True,87,228,"{'h': '4', 'a': '3'}","{'h': '2.72831', 'a': '1.51005'}",2023-12-03 14:00:00,"{'w': '0.6648', 'd': '0.1927', 'l': '0.1425'}"
22034,True,81,78,"{'h': '1', 'a': '1'}","{'h': '1.1466', 'a': '0.987682'}",2023-12-03 14:00:00,"{'w': '0.3755', 'd': '0.3287', 'l': '0.2958'}"
22031,True,88,82,"{'h': '3', 'a': '3'}","{'h': '2.90729', 'a': '0.433077'}",2023-12-03 16:30:00,"{'w': '0.9091', 'd': '0.0719', 'l': '0.019'}"
22042,True,229,92,"{'h': '1', 'a': '0'}","{'h': '1.11886', 'a': '0.781542'}",2023-12-05 19:30:00,"{'w': '0.4371', 'd': '0.34', 'l': '0.2229'}"
22039,True,256,83,"{'h': '3', 'a': '4'}","{'h': '0.526254', 'a': '2.58815'}",2023-12-05 20:15:00,"{'w': '0.0299', 'd': '0.1032', 'l': '0.8669'}"
22036,True,220,244,"{'h': '2', 'a': '1'}","{'h': '1.54099', 'a': '1.22007'}",2023-12-06 19:30:00,"{'w': '0.4263', 'd': '0.3121', 'l': '0.2616'}"
22038,True,228,249,"{'h': '5', 'a': '0'}","{'h': '3.09427', 'a': '0.218659'}",2023-12-06 19:30:00,"{'w': '0.9769', 'd': '0.0204', 'l': '0.0027'}"
22040,True,238,87,"{'h': '0', 'a': '2'}","{'h': '0.834172', 'a': '1.80116'}",2023-12-06 19:30:00,"{'w': '0.1397', 'd': '0.234', 'l': '0.6263'}"
22043,True,78,73,"{'h': '0', 'a': '2'}","{'h': '1.26441', 'a': '1.79997'}",2023-12-06 19:30:00,"{'w': '0.2221', 'd': '0.2553', 'l': '0.5226'}"
22035,True,71,88,"{'h': '1', 'a': '0'}","{'h': '2.1922', 'a': '1.00198'}",2023-12-06 20:15:00,"{'w': '0.6881', 'd': '0.2247', 'l': '0.0872'}"
