element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
72,3,19,1,True,2023-08-12T14:00:00Z,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,2,1.4,1.5,2.0,0.5,0,0.00,0.01,0.01,0.23,50,0,43879,0,0
72,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,27,0,0,0,0,0,0,0,0,0,0,0,2,9.0,11.5,19.0,4.0,0,0.22,0.01,0.23,0.20,50,-5390,40292,685,6075
72,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,59,0,0,0,1,0,0,0,0,0,0,0,0,3.4,12.3,7.0,2.3,1,0.03,0.02,0.05,1.34,49,-7414,33348,764,8178
72,32,4,2,False,2023-09-02T14:00:00Z,2,2,4,70,0,0,0,1,0,0,0,0,0,0,0,-3,2.2,10.9,9.0,2.2,1,0.05,0.03,0.08,1.47,49,-4940,28730,593,5533
72,42,7,1,True,2023-09-17T13:00:00Z,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,5,5.8,15.2,13.0,3.4,0,0.05,0.55,0.60,1.04,48,-3175,26094,1206,4381
72,53,5,2,False,2023-09-24T13:00:00Z,3,1,6,63,0,0,0,2,0,0,0,0,0,0,0,8,3.6,1.2,6.0,1.1,1,0.00,0.02,0.02,1.17,48,-1966,24301,797,2763
72,62,1,1,True,2023-09-30T14:00:00Z,0,4,7,58,0,0,0,3,0,0,0,0,0,0,0,2,0.2,0.8,0.0,0.1,1,0.00,0.03,0.03,2.71,47,-1779,22557,726,2505
72,75,9,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,603,23603,3629,3026
72,82,20,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-1306,22174,920,2226
72,93,6,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-1828,20356,463,2291
72,106,13,1,False,2023-11-04T15:00:00Z,6,1,11,5,0,0,0,1,0,0,0,0,0,0,0,4,0.2,0.3,2.0,0.3,0,0.00,0.00,0.00,0.50,46,-677,19797,848,1525
72,113,15,3,True,2023-11-11T17:30:00Z,2,0,12,67,0,0,1,0,0,0,0,0,0,0,0,6,4.4,1.8,7.0,1.3,1,0.03,0.01,0.04,0.30,46,-760,19038,506,1266
72,129,17,10,False,2023-11-25T15:00:00Z,1,3,13,65,1,0,1,0,0,0,0,0,0,0,2,31,43.6,21.3,60.0,12.5,1,0.26,0.01,0.27,0.40,46,619,19863,1646,1027
72,132,2,1,True,2023-12-03T14:00:00Z,2,2,14,69,0,0,0,1,0,0,0,1,0,0,0,-2,4.8,21.5,21.0,4.7,1,0.04,0.02,0.06,0.57,46,11295,31830,12425,1130
72,143,8,3,False,2023-12-06T19:30:00Z,0,2,15,61,0,0,1,0,0,0,0,0,0,0,0,-1,0.0,2.4,6.0,0.8,1,0.06,0.02,0.08,0.59,46,4760,36432,6375,1615
72,157,14,3,False,2023-12-09T15:00:00Z,0,3,16,71,0,0,1,0,0,0,0,0,0,0,0,5,6.4,2.6,0.0,0.9,1,0.00,0.01,0.01,1.09,46,2680,39148,5556,2876
72,177,16,0,False,2023-12-23T15:00:00Z,2,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,46,-1459,43636,2923,4382
72,182,10,8,True,2023-12-26T15:00:00Z,3,0,19,72,1,0,1,0,0,0,0,0,0,0,0,25,42.4,32.6,28.0,10.3,1,0.29,0.05,0.34,0.28,46,-1875,42209,2161,4036
72,198,18,1,False,2023-12-31T14:00:00Z,3,1,20,60,0,0,0,1,0,0,0,1,0,0,0,-1,2.8,16.8,15.0,3.5,1,0.17,0.09,0.26,0.89,46,576,42935,3888,3312
72,202,11,2,True,2024-01-21T16:30:00Z,0,4,21,68,0,0,0,1,0,0,0,0,0,0,0,5,5.4,12.0,20.0,3.7,1,0.28,0.02,0.30,0.96,46,-4620,38041,3068,7688
72,217,19,1,False,2024-02-01T19:30:00Z,1,1,22,22,0,0,0,0,0,0,0,0,0,0,0,3,4.4,14.4,8.0,2.7,0,0.00,0.04,0.04,0.07,46,-2415,36116,1806,4221
