fpl_id,understat_id,h_fpl,a_fpl,h_understat,a_understat
6,9197,Man Utd,Leicester,Manchester United,Leicester
7,9198,Newcastle,Spurs,Newcastle United,Tottenham
9,9199,Watford,Brighton,Watford,Brighton
4,9200,Huddersfield,Chelsea,Huddersfield,Chelsea
3,9201,Fulham,Crystal Palace,Fulham,Crystal Palace
2,9202,Bournemouth,Cardiff,Bournemouth,Cardiff
10,9203,Wolves,Everton,Wolverhampton Wanderers,Everton
8,9204,Southampton,Burnley,Southampton,Burnley
5,9205,Liverpool,West Ham,Liverpool,West Ham
1,9206,Arsenal,Man City,Arsenal,Manchester City
13,9207,Cardiff,Newcastle,Cardiff,Newcastle United
20,9208,West Ham,Bournemouth,West Ham,Bournemouth
19,9209,Spurs,Fulham,Tottenham,Fulham
17,9210,Leicester,Wolves,Leicester,Wolverhampton Wanderers
16,9211,Everton,Southampton,Everton,Southampton
14,9212,Chelsea,Arsenal,Chelsea,Arsenal
18,9213,Man City,Huddersfield,Manchester City,Huddersfield
12,9214,Burnley,Watford,Burnley,Watford
11,9215,Brighton,Man Utd,Brighton,Manchester United
15,9216,Crystal Palace,Liverpool,Crystal Palace,Liverpool
30,9217,Wolves,Man City,Wolverhampton Wanderers,Manchester City
28,9218,Southampton,Leicester,Southampton,Leicester
24,9219,Huddersfield,Cardiff,Huddersfield,Cardiff
22,9221,Bournemouth,Everton,Bournemouth,Everton
21,9222,Arsenal,West Ham,Arsenal,West Ham
25,9223,Liverpool,Brighton,Liverpool,Brighton
29,9224,Watford,Crystal Palace,Watford,Crystal Palace
23,9220,Fulham,Burnley,Fulham,Burnley
27,9225,Newcastle,Chelsea,Newcastle United,Chelsea
26,9226,Man Utd,Spurs,Manchester United,Tottenham
37,9227,Leicester,Liverpool,Leicester,Liverpool
40,9228,West Ham,Wolves,West Ham,Wolverhampton Wanderers
36,9229,Everton,Huddersfield,Everton,Huddersfield
35,9230,Crystal Palace,Southampton,Crystal Palace,Southampton
34,9231,Chelsea,Bournemouth,Chelsea,Bournemouth
31,9233,Brighton,Fulham,Brighton,Fulham
38,9234,Man City,Newcastle,Manchester City,Newcastle United
33,9235,Cardiff,Arsenal,Cardiff,Arsenal
32,9232,Burnley,Man Utd,Burnley,Manchester United
39,9236,Watford,Spurs,Watford,Tottenham
48,9237,Spurs,Liverpool,Tottenham,Liverpool
46,9238,Newcastle,Arsenal,Newcastle United,Arsenal
45,9239,Man City,Fulham,Manchester City,Fulham
44,9240,Huddersfield,Crystal Palace,Huddersfield,Crystal Palace
42,9241,Chelsea,Cardiff,Chelsea,Cardiff
41,9242,Bournemouth,Leicester,Bournemouth,Leicester
49,9243,Watford,Man Utd,Watford,Manchester United
50,9244,Wolves,Burnley,Wolverhampton Wanderers,Burnley
43,9245,Everton,West Ham,Everton,West Ham
47,9246,Southampton,Brighton,Southampton,Brighton
56,9247,Fulham,Watford,Fulham,Watford
59,9248,Man Utd,Wolves,Manchester United,Wolverhampton Wanderers
58,9249,Liverpool,Southampton,Liverpool,Southampton
57,9250,Leicester,Huddersfield,Leicester,Huddersfield
55,9251,Crystal Palace,Newcastle,Crystal Palace,Newcastle United
54,9252,Cardiff,Man City,Cardiff,Manchester City
53,9253,Burnley,Bournemouth,Burnley,Bournemouth
52,9254,Brighton,Spurs,Brighton,Tottenham
60,9255,West Ham,Chelsea,West Ham,Chelsea
51,9256,Arsenal,Everton,Arsenal,Everton
69,9257,West Ham,Man Utd,West Ham,Manchester United
70,9258,Wolves,Southampton,Wolverhampton Wanderers,Southampton
68,9259,Newcastle,Leicester,Newcastle United,Leicester
