id,isResult,h,a,goals,xG,datetime,forecast
9197,True,89,75,"{'h': '2', 'a': '1'}","{'h': '1.5137', 'a': '1.73813'}",2018-08-10 22:00:00,"{'w': '0.2812', 'd': '0.3275', 'l': '0.3913'}"
9198,True,86,82,"{'h': '1', 'a': '2'}","{'h': '0.974497', 'a': '2.58097'}",2018-08-11 14:30:00,"{'w': '0.08', 'd': '0.1479', 'l': '0.7721'}"
9199,True,90,220,"{'h': '2', 'a': '0'}","{'h': '1.42372', 'a': '0.45504'}",2018-08-11 17:00:00,"{'w': '0.6438', 'd': '0.2574', 'l': '0.0988'}"
9200,True,219,80,"{'h': '0', 'a': '3'}","{'h': '0.396115', 'a': '2.31427'}",2018-08-11 17:00:00,"{'w': '0.0214', 'd': '0.1011', 'l': '0.8775'}"
9201,True,228,78,"{'h': '0', 'a': '2'}","{'h': '0.638076', 'a': '1.07816'}",2018-08-11 17:00:00,"{'w': '0.2004', 'd': '0.3242', 'l': '0.4754'}"
9202,True,73,227,"{'h': '2', 'a': '0'}","{'h': '2.60022', 'a': '1.50693'}",2018-08-11 17:00:00,"{'w': '0.6773', 'd': '0.2104', 'l': '0.1123'}"
9203,True,229,72,"{'h': '2', 'a': '2'}","{'h': '0.891038', 'a': '0.715382'}",2018-08-11 19:30:00,"{'w': '0.3582', 'd': '0.3775', 'l': '0.2643'}"
9204,True,74,92,"{'h': '0', 'a': '0'}","{'h': '1.01994', 'a': '1.40827'}",2018-08-12 15:30:00,"{'w': '0.2552', 'd': '0.2792', 'l': '0.4656'}"
9205,True,87,81,"{'h': '4', 'a': '0'}","{'h': '4.34421', 'a': '0.404253'}",2018-08-12 15:30:00,"{'w': '0.9893', 'd': '0.0092', 'l': '0.0015'}"
9206,True,83,88,"{'h': '0', 'a': '2'}","{'h': '0.445187', 'a': '2.0178'}",2018-08-12 18:00:00,"{'w': '0.0451', 'd': '0.1428', 'l': '0.8121'}"
9207,True,227,86,"{'h': '0', 'a': '0'}","{'h': '1.15521', 'a': '1.55405'}",2018-08-18 14:30:00,"{'w': '0.2369', 'd': '0.2926', 'l': '0.4705'}"
9208,True,81,73,"{'h': '1', 'a': '2'}","{'h': '1.10275', 'a': '1.69077'}",2018-08-18 17:00:00,"{'w': '0.1961', 'd': '0.2942', 'l': '0.5097'}"
9209,True,82,228,"{'h': '3', 'a': '1'}","{'h': '3.26713', 'a': '1.44253'}",2018-08-18 17:00:00,"{'w': '0.7814', 'd': '0.1358', 'l': '0.0828'}"
9210,True,75,229,"{'h': '2', 'a': '0'}","{'h': '0.222843', 'a': '1.09349'}",2018-08-18 17:00:00,"{'w': '0.0571', 'd': '0.292', 'l': '0.6509'}"
9211,True,72,74,"{'h': '2', 'a': '1'}","{'h': '2.02004', 'a': '1.77471'}",2018-08-18 17:00:00,"{'w': '0.4316', 'd': '0.2692', 'l': '0.2992'}"
9212,True,80,83,"{'h': '3', 'a': '2'}","{'h': '1.71799', 'a': '2.45798'}",2018-08-18 19:30:00,"{'w': '0.231', 'd': '0.2035', 'l': '0.5655'}"
9213,True,88,219,"{'h': '6', 'a': '1'}","{'h': '4.60356', 'a': '0.663731'}",2018-08-19 15:30:00,"{'w': '0.9792', 'd': '0.0183', 'l': '0.0025'}"
9214,True,92,90,"{'h': '1', 'a': '3'}","{'h': '0.392642', 'a': '1.9171'}",2018-08-19 15:30:00,"{'w': '0.03', 'd': '0.123', 'l': '0.847'}"
9215,True,220,89,"{'h': '3', 'a': '2'}","{'h': '1.63672', 'a': '1.56579'}",2018-08-19 18:00:00,"{'w': '0.3538', 'd': '0.3473', 'l': '0.2989'}"
9216,True,78,87,"{'h': '0', 'a': '2'}","{'h': '0.368608', 'a': '2.82183'}",2018-08-20 22:00:00,"{'w': '0.0111', 'd': '0.0563', 'l': '0.9326'}"
9217,True,229,88,"{'h': '1', 'a': '1'}","{'h': '1.26376', 'a': '1.84293'}",2018-08-25 14:30:00,"{'w': '0.22', 'd': '0.2638', 'l': '0.5162'}"
9218,True,74,75,"{'h': '1', 'a': '2'}","{'h': '0.542494', 'a': '0.517935'}",2018-08-25 17:00:00,"{'w': '0.276', 'd': '0.4481', 'l': '0.2759'}"
9219,True,219,227,"{'h': '0', 'a': '0'}","{'h': '0.203453', 'a': '1.06351'}",2018-08-25 17:00:00,"{'w': '0.0611', 'd': '0.3185', 'l': '0.6204'}"
9221,True,73,72,"{'h': '2', 'a': '2'}","{'h': '2.5887', 'a': '0.543665'}",2018-08-25 17:00:00,"{'w': '0.876', 'd': '0.0937', 'l': '0.0303'}"
9222,True,83,81,"{'h': '3', 'a': '1'}","{'h': '1.7852', 'a': '1.17924'}",2018-08-25 17:00:00,"{'w': '0.5255', 'd': '0.2474', 'l': '0.2271'}"
9223,True,87,220,"{'h': '1', 'a': '0'}","{'h': '1.81412', 'a': '0.535616'}",2018-08-25 19:30:00,"{'w': '0.7125', 'd': '0.2072', 'l': '0.0803'}"
9224,True,90,78,"{'h': '2', 'a': '1'}","{'h': '1.14596', 'a': '1.21905'}",2018-08-26 15:30:00,"{'w': '0.3208', 'd': '0.3146', 'l': '0.3646'}"
9220,True,228,92,"{'h': '4', 'a': '2'}","{'h': '1.92459', 'a': '1.56882'}",2018-08-26 17:00:00,"{'w': '0.4467', 'd': '0.2621', 'l': '0.2912'}"
9225,True,86,80,"{'h': '1', 'a': '2'}","{'h': '0.209337', 'a': '1.49669'}",2018-08-26 18:00:00,"{'w': '0.0288', 'd': '0.176', 'l': '0.7952'}"
9226,True,89,82,"{'h': '0', 'a': '3'}","{'h': '1.40321', 'a': '1.80811'}",2018-08-27 22:00:00,"{'w': '0.269', 'd': '0.2436', 'l': '0.4874'}"
9227,True,75,87,"{'h': '1', 'a': '2'}","{'h': '0.981217', 'a': '1.22722'}",2018-09-01 11:30:00,"{'w': '0.2629', 'd': '0.3246', 'l': '0.4125'}"
9228,True,81,229,"{'h': '0', 'a': '1'}","{'h': '0.888887', 'a': '1.22301'}",2018-09-01 14:00:00,"{'w': '0.2413', 'd': '0.3045', 'l': '0.4542'}"
9229,True,72,219,"{'h': '1', 'a': '1'}","{'h': '0.616013', 'a': '0.660035'}",2018-09-01 14:00:00,"{'w': '0.272', 'd': '0.4062', 'l': '0.3218'}"
9230,True,78,74,"{'h': '0', 'a': '2'}","{'h': '2.35193', 'a': '3.13612'}",2018-09-01 14:00:00,"{'w': '0.228', 'd': '0.2078', 'l': '0.5642'}"
9231,True,80,73,"{'h': '2', 'a': '0'}","{'h': '1.16408', 'a': '0.950959'}",2018-09-01 14:00:00,"{'w': '0.387', 'd': '0.3123', 'l': '0.3007'}"
9233,True,220,228,"{'h': '2', 'a': '2'}","{'h': '2.68216', 'a': '1.51555'}",2018-09-01 14:00:00,"{'w': '0.6739', 'd': '0.1942', 'l': '0.1319'}"
9234,True,88,86,"{'h': '2', 'a': '1'}","{'h': '2.46904', 'a': '0.554763'}",2018-09-01 16:30:00,"{'w': '0.8343', 'd': '0.1322', 'l': '0.0335'}"
9235,True,227,83,"{'h': '2', 'a': '3'}","{'h': '0.77426', 'a': '1.41005'}",2018-09-02 12:30:00,"{'w': '0.1947', 'd': '0.2698', 'l': '0.5355'}"
9232,True,92,89,"{'h': '0', 'a': '2'}","{'h': '1.09923', 'a': '2.90359'}",2018-09-02 15:00:00,"{'w': '0.0644', 'd': '0.1378', 'l': '0.7978'}"
9236,True,90,82,"{'h': '2', 'a': '1'}","{'h': '0.454309', 'a': '0.582521'}",2018-09-02 15:00:00,"{'w': '0.2195', 'd': '0.4474', 'l': '0.3331'}"
9237,True,82,87,"{'h': '1', 'a': '2'}","{'h': '0.788168', 'a': '3.01015'}",2018-09-15 11:30:00,"{'w': '0.0318', 'd': '0.0857', 'l': '0.8825'}"
9238,True,86,83,"{'h': '1', 'a': '2'}","{'h': '0.412121', 'a': '0.90461'}",2018-09-15 14:00:00,"{'w': '0.159', 'd': '0.3722', 'l': '0.4688'}"
9239,True,88,228,"{'h': '3', 'a': '0'}","{'h': '4.91621', 'a': '0.342698'}",2018-09-15 14:00:00,"{'w': '0.9962', 'd': '0.0033', 'l': '0.0005'}"
9240,True,219,78,"{'h': '0', 'a': '1'}","{'h': '0.87744', 'a': '0.746631'}",2018-09-15 14:00:00,"{'w': '0.366', 'd': '0.3492', 'l': '0.2848'}"
9241,True,80,227,"{'h': '4', 'a': '1'}","{'h': '2.67145', 'a': '0.8276'}",2018-09-15 14:00:00,"{'w': '0.8241', 'd': '0.1326', 'l': '0.0433'}"
9242,True,73,75,"{'h': '4', 'a': '2'}","{'h': '2.22726', 'a': '1.82502'}",2018-09-15 14:00:00,"{'w': '0.4797', 'd': '0.2532', 'l': '0.2671'}"
9243,True,90,89,"{'h': '1', 'a': '2'}","{'h': '1.17523', 'a': '1.64902'}",2018-09-15 16:30:00,"{'w': '0.218', 'd': '0.2734', 'l': '0.5086'}"
9244,True,229,92,"{'h': '1', 'a': '0'}","{'h': '3.3916', 'a': '0.208994'}",2018-09-16 12:30:00,"{'w': '0.965', 'd': '0.0311', 'l': '0.0039'}"
9245,True,72,81,"{'h': '1', 'a': '3'}","{'h': '1.26774', 'a': '1.52437'}",2018-09-16 15:00:00,"{'w': '0.2789', 'd': '0.2847', 'l': '0.4364'}"
9246,True,74,220,"{'h': '2', 'a': '2'}","{'h': '2.19521', 'a': '1.97094'}",2018-09-17 19:00:00,"{'w': '0.4184', 'd': '0.2929', 'l': '0.2887'}"
9247,True,228,90,"{'h': '1', 'a': '1'}","{'h': '1.77245', 'a': '1.76133'}",2018-09-22 11:30:00,"{'w': '0.3766', 'd': '0.2572', 'l': '0.3662'}"
9248,True,89,229,"{'h': '1', 'a': '1'}","{'h': '0.62283', 'a': '1.1185'}",2018-09-22 14:00:00,"{'w': '0.1789', 'd': '0.3122', 'l': '0.5089'}"
9249,True,87,74,"{'h': '3', 'a': '0'}","{'h': '1.77893', 'a': '0.310467'}",2018-09-22 14:00:00,"{'w': '0.8579', 'd': '0.1225', 'l': '0.0196'}"
9250,True,75,219,"{'h': '3', 'a': '1'}","{'h': '1.80404', 'a': '0.688176'}",2018-09-22 14:00:00,"{'w': '0.676', 'd': '0.2164', 'l': '0.1076'}"
9251,True,78,86,"{'h': '0', 'a': '0'}","{'h': '0.930793', 'a': '0.229309'}",2018-09-22 14:00:00,"{'w': '0.5398', 'd': '0.374', 'l': '0.0862'}"
9252,True,227,88,"{'h': '0', 'a': '5'}","{'h': '0.0980726', 'a': '3.08415'}",2018-09-22 14:00:00,"{'w': '0.0029', 'd': '0.0352', 'l': '0.9619'}"
9253,True,92,73,"{'h': '4', 'a': '0'}","{'h': '2.29417', 'a': '0.976413'}",2018-09-22 14:00:00,"{'w': '0.737', 'd': '0.1749', 'l': '0.0881'}"
9254,True,220,82,"{'h': '1', 'a': '2'}","{'h': '0.817174', 'a': '2.11655'}",2018-09-22 16:30:00,"{'w': '0.0836', 'd': '0.1882', 'l': '0.7282'}"
9255,True,81,80,"{'h': '0', 'a': '0'}","{'h': '1.0177', 'a': '1.88344'}",2018-09-23 12:30:00,"{'w': '0.161', 'd': '0.2497', 'l': '0.5893'}"
9256,True,83,72,"{'h': '2', 'a': '0'}","{'h': '0.930544', 'a': '1.06523'}",2018-09-23 15:00:00,"{'w': '0.287', 'd': '0.3282', 'l': '0.3848'}"
9257,True,81,89,"{'h': '3', 'a': '1'}","{'h': '1.3029', 'a': '0.865739'}",2018-09-29 11:30:00,"{'w': '0.4851', 'd': '0.3156', 'l': '0.1993'}"
9258,True,229,74,"{'h': '2', 'a': '0'}","{'h': '1.42507', 'a': '0.679627'}",2018-09-29 14:00:00,"{'w': '0.5683', 'd': '0.2728', 'l': '0.1589'}"
9259,True,86,75,"{'h': '0', 'a': '2'}","{'h': '0.397301', 'a': '1.34341'}",2018-09-29 14:00:00,"{'w': '0.0701', 'd': '0.2432', 'l': '0.6867'}"
9260,True,88,220,"{'h': '2', 'a': '0'}","{'h': '2.90697', 'a': '0.23023'}",2018-09-29 14:00:00,"{'w': '0.9482', 'd': '0.0453', 'l': '0.0065'}"
9261,True,219,82,"{'h': '0', 'a': '2'}","{'h': '0.339245', 'a': '2.33733'}",2018-09-29 14:00:00,"{'w': '0.0173', 'd': '0.0862', 'l': '0.8965'}"
9262,True,72,228,"{'h': '3', 'a': '0'}","{'h': '2.31538', 'a': '0.536317'}",2018-09-29 14:00:00,"{'w': '0.8411', 'd': '0.1257', 'l': '0.0332'}"
9263,True,83,90,"{'h': '2', 'a': '0'}","{'h': '1.57061', 'a': '2.62141'}",2018-09-29 14:00:00,"{'w': '0.1664', 'd': '0.199', 'l': '0.6346'}"
9264,True,80,87,"{'h': '1', 'a': '1'}","{'h': '1.77638', 'a': '1.74071'}",2018-09-29 16:30:00,"{'w': '0.3755', 'd': '0.2542', 'l': '0.3703'}"
9265,True,227,92,"{'h': '1', 'a': '2'}","{'h': '1.56707', 'a': '0.111527'}",2018-09-30 15:00:00,"{'w': '0.8015', 'd': '0.18', 'l': '0.0185'}"
9266,True,73,78,"{'h': '2', 'a': '1'}","{'h': '1.97143', 'a': '0.385841'}",2018-10-01 19:00:00,"{'w': '0.8371', 'd': '0.1266', 'l': '0.0363'}"
9267,True,220,81,"{'h': '1', 'a': '0'}","{'h': '1.02566', 'a': '1.43652'}",2018-10-05 19:00:00,"{'w': '0.245', 'd': '0.2935', 'l': '0.4615'}"
9268,True,90,73,"{'h': '0', 'a': '4'}","{'h': '1.06613', 'a': '3.28471'}",2018-10-06 14:00:00,"{'w': '0.0276', 'd': '0.0738', 'l': '0.8986'}"
9269,True,82,227,"{'h': '1', 'a': '0'}","{'h': '2.6517', 'a': '1.13843'}",2018-10-06 14:00:00,"{'w': '0.7439', 'd': '0.168', 'l': '0.0881'}"
9270,True,75,72,"{'h': '1', 'a': '2'}","{'h': '1.10472', 'a': '1.14952'}",2018-10-06 14:00:00,"{'w': '0.3366', 'd': '0.3105', 'l': '0.3529'}"
9271,True,78,229,"{'h': '0', 'a': '1'}","{'h': '1.03714', 'a': '0.755654'}",2018-10-06 14:00:00,"{'w': '0.4233', 'd': '0.3577', 'l': '0.219'}"
9272,True,92,219,"{'h': '1', 'a': '1'}","{'h': '0.353128', 'a': '1.02549'}",2018-10-06 14:00:00,"{'w': '0.1117', 'd': '0.3418', 'l': '0.5465'}"
9273,True,89,86,"{'h': '3', 'a': '2'}","{'h': '2.40631', 'a': '1.55962'}",2018-10-06 16:30:00,"{'w': '0.5878', 'd': '0.2054', 'l': '0.2068'}"
9274,True,228,83,"{'h': '1', 'a': '5'}","{'h': '1.31588', 'a': '1.13706'}",2018-10-07 11:00:00,"{'w': '0.4029', 'd': '0.2875', 'l': '0.3096'}"
9275,True,74,80,"{'h': '0', 'a': '3'}","{'h': '1.487', 'a': '3.54699'}",2018-10-07 13:15:00,"{'w': '0.0646', 'd': '0.1134', 'l': '0.822'}"
9276,True,87,88,"{'h': '0', 'a': '0'}","{'h': '0.433994', 'a': '1.07481'}",2018-10-07 15:30:00,"{'w': '0.1026', 'd': '0.3057', 'l': '0.5917'}"
9277,True,80,89,"{'h': '2', 'a': '2'}","{'h': '2.21163', 'a': '1.11454'}",2018-10-20 11:30:00,"{'w': '0.668', 'd': '0.2173', 'l': '0.1147'}"
9278,True,229,90,"{'h': '0', 'a': '2'}","{'h': '0.47391', 'a': '1.0684'}",2018-10-20 14:00:00,"{'w': '0.1458', 'd': '0.3238', 'l': '0.5304'}"
9279,True,81,82,"{'h': '0', 'a': '1'}","{'h': '0.544268', 'a': '1.11777'}",2018-10-20 14:00:00,"{'w': '0.165', 'd': '0.3148', 'l': '0.5202'}"
9280,True,86,220,"{'h': '0', 'a': '1'}","{'h': '1.71169', 'a': '0.675798'}",2018-10-20 14:00:00,"{'w': '0.6389', 'd': '0.2337', 'l': '0.1274'}"
9281,True,88,92,"{'h': '5', 'a': '0'}","{'h': '4.48577', 'a': '0.370236'}",2018-10-20 14:00:00,"{'w': '0.9845', 'd': '0.0129', 'l': '0.0026'}"
9282,True,227,228,"{'h': '4', 'a': '2'}","{'h': '1.7562', 'a': '0.947712'}",2018-10-20 14:00:00,"{'w': '0.5644', 'd': '0.2533', 'l': '0.1823'}"
9283,True,73,74,"{'h': '0', 'a': '0'}","{'h': '0.840403', 'a': '0.589633'}",2018-10-20 14:00:00,"{'w': '0.4011', 'd': '0.3847', 'l': '0.2142'}"
9284,True,219,87,"{'h': '0', 'a': '1'}","{'h': '0.638341', 'a': '0.663819'}",2018-10-20 16:30:00,"{'w': '0.286', 'd': '0.401', 'l': '0.313'}"
9285,True,72,78,"{'h': '2', 'a': '0'}","{'h': '1.92794', 'a': '1.50174'}",2018-10-21 15:00:00,"{'w': '0.4635', 'd': '0.2749', 'l': '0.2616'}"
9286,True,83,75,"{'h': '3', 'a': '1'}","{'h': '2.91637', 'a': '0.932491'}",2018-10-22 19:00:00,"{'w': '0.8504', 'd': '0.1068', 'l': '0.0428'}"
9288,True,87,227,"{'h': '4', 'a': '1'}","{'h': '2.30176', 'a': '0.643117'}",2018-10-27 14:00:00,"{'w': '0.8332', 'd': '0.1399', 'l': '0.0269'}"
9289,True,228,73,"{'h': '0', 'a': '3'}","{'h': '0.383833', 'a': '2.10555'}",2018-10-27 14:00:00,"{'w': '0.0288', 'd': '0.1127', 'l': '0.8585'}"
9290,True,220,229,"{'h': '1', 'a': '0'}","{'h': '1.01337', 'a': '1.38027'}",2018-10-27 14:00:00,"{'w': '0.259', 'd': '0.3006', 'l': '0.4404'}"
9291,True,90,219,"{'h': '3', 'a': '0'}","{'h': '2.29622', 'a': '0.479655'}",2018-10-27 14:00:00,"{'w': '0.8433', 'd': '0.1184', 'l': '0.0383'}"
9292,True,74,86,"{'h': '0', 'a': '0'}","{'h': '1.19216', 'a': '0.297646'}",2018-10-27 14:00:00,"{'w': '0.6131', 'd': '0.3083', 'l': '0.0786'}"
9293,True,75,81,"{'h': '1', 'a': '1'}","{'h': '1.95344', 'a': '1.56009'}",2018-10-27 16:30:00,"{'w': '0.4553', 'd': '0.288', 'l': '0.2567'}"
9294,True,78,83,"{'h': '2', 'a': '2'}","{'h': '2.38115', 'a': '0.845197'}",2018-10-28 12:30:00,"{'w': '0.7997', 'd': '0.1472', 'l': '0.0531'}"
9295,True,92,80,"{'h': '0', 'a': '4'}","{'h': '0.269828', 'a': '3.01621'}",2018-10-28 12:30:00,"{'w': '0.0087', 'd': '0.0547', 'l': '0.9366'}"
9287,True,89,72,"{'h': '2', 'a': '1'}","{'h': '2.51393', 'a': '1.67348'}",2018-10-28 15:00:00,"{'w': '0.5995', 'd': '0.2332', 'l': '0.1673'}"
9296,True,82,88,"{'h': '0', 'a': '1'}","{'h': '0.442436', 'a': '1.93588'}",2018-10-29 19:00:00,"{'w': '0.0444', 'd': '0.1683', 'l': '0.7873'}"
9297,True,73,89,"{'h': '1', 'a': '2'}","{'h': '1.928', 'a': '3.29249'}",2018-11-03 12:30:00,"{'w': '0.1416', 'd': '0.1615', 'l': '0.6969'}"
9298,True,81,92,"{'h': '4', 'a': '2'}","{'h': '2.55739', 'a': '0.882514'}",2018-11-03 15:00:00,"{'w': '0.775', 'd': '0.1514', 'l': '0.0736'}"
9299,True,86,90,"{'h': '1', 'a': '0'}","{'h': '0.691575', 'a': '2.5452'}",2018-11-03 15:00:00,"{'w': '0.0503', 'd': '0.1282', 'l': '0.8215'}"
9301,True,72,220,"{'h': '3', 'a': '1'}","{'h': '2.59305', 'a': '0.676348'}",2018-11-03 15:00:00,"{'w': '0.8542', 'd': '0.1165', 'l': '0.0293'}"
9302,True,227,75,"{'h': '0', 'a': '1'}","{'h': '0.922262', 'a': '2.18288'}",2018-11-03 15:00:00,"{'w': '0.0824', 'd': '0.1815', 'l': '0.7361'}"
9303,True,83,87,"{'h': '1', 'a': '1'}","{'h': '1.62321', 'a': '1.19558'}",2018-11-03 17:30:00,"{'w': '0.4906', 'd': '0.2623', 'l': '0.2471'}"
