element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
677,216,14,1,False,2022-01-15T15:00:00Z,1,1,22,90,0,0,0,1,0,0,0,1,0,0,0,11,27.0,0.0,17.0,4.4,45,452,1007,641,189
677,230,15,1,True,2022-01-21T20:00:00Z,0,3,23,90,0,0,0,3,0,0,0,0,0,0,0,10,21.6,0.5,17.0,3.9,45,1273,1930,1520,247
677,164,5,6,False,2022-02-05T18:00:00Z,0,0,23,90,0,0,1,0,0,0,0,0,0,0,0,27,18.6,0.3,4.0,2.3,45,1273,1930,1520,247
677,235,19,2,False,2022-02-08T19:45:00Z,1,0,24,90,0,0,0,1,0,0,0,0,0,0,0,10,24.2,0.1,0.0,2.4,45,-401,1549,299,700
677,250,4,1,True,2022-02-12T15:00:00Z,0,2,25,90,0,0,0,2,0,0,0,0,0,0,0,15,11.8,0.3,0.0,1.2,45,211,1853,507,296
677,252,2,6,False,2022-02-19T15:00:00Z,0,1,26,90,0,0,1,0,0,0,0,0,0,0,0,25,16.2,0.0,0.0,1.6,45,-126,1962,339,465
677,178,7,-1,True,2022-02-23T19:30:00Z,1,4,26,90,0,0,0,4,0,0,0,1,0,0,0,12,13.4,1.3,18.0,3.3,45,-126,1962,339,465
677,268,13,6,False,2022-02-26T15:00:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,0,24,21.8,0.0,7.0,2.9,45,-178,1669,185,363
677,279,1,1,True,2022-03-06T14:00:00Z,2,3,28,90,0,0,0,3,0,0,0,0,0,0,0,12,6.8,0.4,0.0,0.7,45,244,2188,524,280
677,190,20,-1,False,2022-03-10T19:30:00Z,4,0,28,90,0,0,0,4,0,0,0,1,0,0,0,8,10.0,0.3,18.0,2.8,45,244,2188,524,280
677,289,16,2,False,2022-03-13T14:00:00Z,1,2,29,90,0,0,0,1,0,0,0,0,0,0,0,12,17.4,0.1,0.0,1.8,45,-206,1780,157,363
677,306,11,1,False,2022-04-02T11:30:00Z,2,0,31,90,0,0,0,2,0,0,0,0,0,0,0,11,12.0,10.0,0.0,2.2,45,-43,1680,129,172
677,320,10,1,True,2022-04-09T14:00:00Z,0,3,32,90,0,0,0,3,0,0,0,0,0,0,0,12,6.4,0.1,0.0,0.7,45,-23,1681,102,125
677,328,3,1,True,2022-04-16T14:00:00Z,1,2,33,90,0,0,0,2,0,0,0,0,0,0,0,18,25.6,10.3,22.0,5.8,45,531,2313,720,189
677,339,12,0,False,2022-04-23T14:00:00Z,5,1,34,67,0,0,0,5,0,0,0,0,0,0,0,10,9.2,0.3,0.0,1.0,45,-352,1958,219,571
677,348,5,1,True,2022-04-30T14:00:00Z,1,2,35,90,0,0,0,2,0,0,0,0,0,0,0,12,19.2,0.1,0.0,1.9,45,640,2692,966,326
677,356,7,2,False,2022-05-07T14:00:00Z,1,0,36,77,0,0,0,1,0,0,0,0,0,0,0,9,10.6,0.1,18.0,2.9,45,-162,2550,453,615
677,299,8,5,True,2022-05-11T18:45:00Z,0,0,36,90,0,0,1,0,0,0,0,1,0,0,0,26,20.4,0.5,0.0,2.1,45,-162,2550,453,615
677,368,9,0,True,2022-05-15T13:00:00Z,1,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,226,2894,705,479
677,375,6,1,False,2022-05-22T15:00:00Z,2,1,38,90,0,0,0,2,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,45,-806,2001,10,816
