element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
420,9,14,2,False,2021-08-15T13:00:00Z,2,4,1,89,0,0,0,2,0,0,0,0,0,0,0,8,20.0,20.2,32.0,7.2,65,0,114253,0,0
420,20,9,2,True,2021-08-23T19:00:00Z,4,1,2,90,0,0,0,1,0,0,0,0,0,0,0,12,20.8,78.9,6.0,10.6,65,-13148,106137,6136,19284
420,28,7,2,True,2021-08-28T14:00:00Z,2,2,3,78,0,0,0,2,0,0,0,0,0,0,0,7,9.6,33.3,5.0,4.8,64,-18272,89640,6762,25034
420,39,16,3,False,2021-09-11T14:00:00Z,0,0,4,82,0,0,1,0,0,0,0,0,0,0,0,12,18.8,16.5,35.0,7.0,64,-18044,72861,5493,23537
420,49,13,5,True,2021-09-19T13:00:00Z,1,2,5,90,0,1,0,2,0,0,0,0,0,0,0,16,31.6,31.6,64.0,12.7,63,-10367,63475,2353,12720
420,56,10,5,False,2021-09-25T14:00:00Z,1,2,6,90,0,1,0,1,0,0,0,0,0,0,0,7,0.0,4.3,24.0,2.7,63,2876,68140,9937,7061
420,69,3,7,True,2021-10-03T13:00:00Z,1,2,7,90,1,0,0,2,0,0,0,0,0,0,0,21,41.8,2.8,59.0,10.4,63,3990,73529,9991,6001
420,74,8,6,False,2021-10-17T13:00:00Z,0,1,8,90,0,1,1,0,0,0,0,0,0,0,0,25,31.4,31.2,64.0,12.7,63,5006,79395,11385,6379
420,90,17,3,True,2021-10-24T13:00:00Z,1,0,9,90,0,0,1,0,0,0,0,0,0,0,0,9,9.8,15.8,38.0,6.4,63,24799,108012,31372,6573
420,91,2,11,False,2021-10-31T16:30:00Z,1,4,10,90,1,1,0,1,0,0,0,1,0,0,2,30,51.2,25.8,115.0,19.2,63,5242,114016,17186,11944
420,110,11,9,True,2021-11-07T16:30:00Z,3,2,11,83,0,2,0,2,0,0,0,0,0,0,1,30,33.0,28.1,20.0,8.1,63,14631,130604,22901,8270
420,120,20,2,False,2021-11-20T15:00:00Z,1,0,12,70,0,0,0,1,0,0,0,0,0,0,0,5,4.4,1.2,15.0,2.1,64,128696,271669,138240,9544
420,129,12,1,False,2021-11-28T14:00:00Z,2,1,13,16,0,0,0,1,0,0,0,0,0,0,0,1,0.4,0.8,0.0,0.1,64,548,268896,35886,35338
420,136,4,2,True,2021-12-01T19:30:00Z,1,1,14,90,0,0,0,1,0,0,0,0,0,0,0,-2,8.2,2.2,27.0,3.7,64,59,270907,24861,24802
420,149,6,11,True,2021-12-04T12:30:00Z,3,2,15,90,1,1,0,2,0,0,0,0,0,0,1,26,27.2,2.4,38.0,6.8,64,-38127,232419,9427,47554
420,154,5,3,False,2021-12-12T14:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,11,14.4,51.7,41.0,10.7,65,388052,653894,399810,11758
420,161,1,2,False,2021-12-15T20:00:00Z,2,0,17,90,0,0,0,2,0,0,0,0,0,0,0,5,3.0,1.6,31.0,3.6,65,19295,642431,66819,47524
420,189,16,4,True,2021-12-26T15:00:00Z,2,3,19,90,0,1,0,3,0,0,0,1,0,0,0,12,17.4,21.7,8.0,4.7,65,140159,838534,174716,34557
420,200,18,14,False,2021-12-28T15:00:00Z,1,4,20,90,0,3,0,1,0,0,0,0,0,0,3,47,47.2,37.3,59.0,14.4,65,48078,724020,78093,30015
420,204,7,5,False,2022-01-01T17:30:00Z,2,3,21,90,0,1,0,2,0,0,0,0,0,0,0,17,11.0,8.2,26.0,4.5,66,985101,1907011,1005079,19978
420,179,15,16,True,2022-01-12T19:45:00Z,2,0,21,90,2,0,1,0,0,0,0,0,0,0,3,40,71.2,6.3,91.0,16.9,66,985101,1907011,1005079,19978
420,219,10,7,True,2022-01-16T14:00:00Z,2,3,22,90,1,0,0,3,0,0,0,0,0,0,0,15,32.8,2.5,51.0,8.6,67,532835,2245638,620273,87438
420,228,13,2,False,2022-01-22T15:00:00Z,1,0,23,90,0,0,0,1,0,0,0,0,0,0,0,5,8.0,16.9,8.0,3.3,68,271149,2507157,324823,53674
420,235,18,11,True,2022-02-08T19:45:00Z,1,0,24,90,1,0,1,0,0,0,0,0,0,0,3,36,47.4,34.3,28.0,11.0,69,234729,2755833,283948,49219
420,245,9,13,False,2022-02-13T16:30:00Z,2,2,25,90,1,1,0,2,0,0,0,0,0,0,3,37,53.6,17.1,45.0,11.6,70,110202,2858072,166821,56619
420,259,14,1,True,2022-02-19T12:30:00Z,1,1,26,90,0,0,0,1,0,0,0,1,0,0,0,1,5.8,4.8,44.0,5.5,71,163208,2939351,248346,85138
420,270,20,3,True,2022-02-27T14:00:00Z,1,0,27,90,0,0,1,0,0,0,0,0,0,0,0,1,7.6,15.8,25.0,4.8,71,36513,2930529,117207,80694
420,274,11,1,False,2022-03-05T17:30:00Z,1,0,28,53,0,0,0,1,0,0,0,0,0,0,0,3,2.8,24.3,26.0,5.3,70,-469127,2488621,37853,506980
420,290,2,0,True,2022-03-13T14:00:00Z,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69,-1145605,1383168,9239,1154844
420,298,17,0,False,2022-03-20T16:30:00Z,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-377976,928966,1804,379780
420,309,8,13,True,2022-04-03T13:00:00Z,2,1,31,69,1,1,0,1,0,0,0,0,0,0,3,35,40.8,12.2,26.0,7.9,68,-205635,908784,4941,210576
420,313,3,2,False,2022-04-10T13:00:00Z,2,0,32,90,0,0,0,2,0,0,0,0,0,0,0,6,2.8,11.9,2.0,1.7,69,278325,1199557,296053,17728
420,329,5,2,True,2022-04-17T13:15:00Z,1,1,33,90,0,0,0,1,0,0,0,0,0,0,0,9,4.8,12.7,42.0,6.0,69,26982,1213348,93738,66756
420,335,6,1,False,2022-04-24T13:00:00Z,1,0,34,17,0,0,0,1,0,0,0,0,0,0,0,1,2.2,0.3,2.0,0.5,69,-107233,1111899,34636,141869
420,349,1,6,True,2022-05-01T15:30:00Z,1,2,35,90,1,0,0,2,0,0,0,1,0,0,0,17,30.4,1.5,19.0,5.1,69,-29690,1087295,40408,70098
420,360,15,13,False,2022-05-08T13:00:00Z,0,4,36,90,0,3,1,0,0,0,0,1,0,0,2,36,41.6,39.6,23.0,10.4,69,-43334,1032544,43303,86637
420,369,12,14,True,2022-05-15T13:00:00Z,2,2,37,90,2,0,0,2,0,0,0,1,0,0,3,39,66.4,8.8,62.0,13.7,68,754,1036063,47345,46591
420,373,4,2,False,2022-05-22T15:00:00Z,3,1,38,90,0,0,0,3,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,69,330840,1442922,343409,12569
