element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
461,5,9,2,False,2021-08-14T14:00:00Z,1,0,1,85,0,0,0,1,0,0,0,0,0,0,0,10,15.0,22.3,27.0,6.4,60,0,30883,0,0
461,17,17,2,True,2021-08-22T13:00:00Z,0,1,2,83,0,0,0,1,0,0,0,0,0,0,0,10,19.4,28.7,61.0,10.9,60,-4663,30129,1389,6052
461,30,13,3,True,2021-08-29T15:30:00Z,0,1,3,69,0,0,1,0,0,0,0,0,0,0,0,13,8.4,4.6,26.0,3.9,59,-4385,27131,2119,6504
461,40,18,3,False,2021-09-11T14:00:00Z,0,2,4,62,0,0,1,0,0,0,0,0,0,0,0,6,8.6,14.7,30.0,5.3,59,40113,75960,72452,32339
461,50,3,2,True,2021-09-18T11:30:00Z,0,2,5,90,0,0,0,2,0,0,0,0,0,0,0,5,8.2,12.9,9.0,3.0,59,15770,94165,32689,16919
461,59,16,0,False,2021-09-26T13:00:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-15066,78725,5760,20826
461,70,14,2,True,2021-10-02T14:00:00Z,2,1,7,85,0,0,0,1,0,0,0,0,0,0,0,5,2.0,4.2,25.0,3.1,59,-16561,62893,2023,18584
461,72,2,0,False,2021-10-16T14:00:00Z,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-17143,46204,968,18111
461,87,10,0,False,2021-10-23T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-8334,38280,192,8526
461,100,8,2,True,2021-11-01T20:00:00Z,2,1,10,78,0,0,0,1,0,0,0,0,0,0,0,12,12.0,17.0,35.0,6.4,58,-4378,34345,441,4819
461,105,7,2,False,2021-11-06T15:00:00Z,2,0,11,67,0,0,0,1,0,0,0,0,0,0,0,6,0.0,2.6,8.0,1.0,58,-1474,33256,842,2316
461,120,19,0,True,2021-11-20T15:00:00Z,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-1718,31783,525,2243
461,130,15,3,False,2021-11-27T15:00:00Z,0,0,13,67,0,0,1,0,0,0,0,0,0,0,0,3,1.8,4.0,2.0,0.8,57,-882,31103,841,1723
461,137,5,1,True,2021-12-01T19:30:00Z,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,2,2.2,11.0,20.0,3.3,57,-235,30991,781,1016
461,150,11,1,True,2021-12-04T15:00:00Z,0,1,15,2,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,57,-1602,29438,292,1894
461,159,12,1,False,2021-12-11T12:30:00Z,1,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,57,-1125,28405,266,1391
461,163,4,3,False,2021-12-15T19:30:00Z,0,1,17,90,0,0,1,0,0,0,0,0,0,0,0,2,7.8,4.3,19.0,3.1,56,-752,27793,227,979
461,180,6,1,True,2021-12-19T14:00:00Z,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,56,-47,28093,486,533
461,208,13,3,False,2022-01-03T17:30:00Z,0,1,21,65,0,0,1,0,0,0,0,0,0,0,0,9,8.8,50.8,4.0,6.4,56,-347,26601,93,440
461,220,16,3,True,2022-01-15T15:00:00Z,3,1,22,77,0,0,1,0,0,0,0,0,0,0,0,8,15.0,6.9,0.0,2.2,56,102,26991,787,685
461,222,3,1,False,2022-01-22T15:00:00Z,1,2,23,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,56,43,27090,506,463
461,236,1,2,True,2022-02-10T19:45:00Z,0,1,24,61,0,0,0,1,0,0,0,0,0,0,0,11,12.4,15.3,10.0,3.8,56,-571,26585,172,743
461,249,17,1,False,2022-02-13T14:00:00Z,0,2,25,6,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.8,0.0,0.2,56,17,26692,366,349
461,260,9,0,True,2022-02-20T16:30:00Z,2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,412,27460,921,509
461,191,1,0,False,2022-02-24T19:45:00Z,2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,412,27460,921,509
461,270,19,1,False,2022-02-27T14:00:00Z,1,0,27,59,0,0,0,1,0,0,0,0,0,0,0,4,0.2,7.5,6.0,1.4,56,-245,26938,291,536
461,280,7,0,True,2022-03-05T15:00:00Z,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,16,27152,549,533
461,190,18,0,True,2022-03-10T19:30:00Z,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,16,27152,549,533
461,286,8,1,False,2022-03-13T14:00:00Z,0,1,29,7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,6.0,0.6,56,-488,26617,186,674
461,300,10,12,True,2022-03-18T20:00:00Z,2,3,30,65,1,1,0,3,0,0,0,0,0,0,2,34,66.2,28.2,46.0,14.0,56,416,27725,677,261
461,310,2,3,True,2022-04-02T14:00:00Z,2,1,31,74,0,0,1,0,0,0,0,0,0,0,0,6,4.6,1.9,21.0,2.8,56,1820,29251,2352,532
461,317,14,2,False,2022-04-08T19:00:00Z,1,0,32,77,0,0,0,1,0,0,0,0,0,0,0,7,9.6,6.1,0.0,1.6,56,1460,30846,2182,722
461,334,5,1,False,2022-04-24T13:00:00Z,1,0,34,11,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.7,8.0,0.9,56,69,29241,882,813
461,350,4,0,True,2022-04-30T14:00:00Z,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-305,29012,375,680
461,355,6,6,False,2022-05-07T14:00:00Z,2,2,36,13,1,0,0,0,0,0,0,0,0,0,0,21,34.6,1.3,27.0,6.3,56,-518,28515,241,759
461,330,12,1,True,2022-05-11T19:15:00Z,1,5,36,18,0,0,0,1,0,0,0,0,0,0,0,3,2.0,0.3,0.0,0.2,56,-518,28515,241,759
461,370,15,0,True,2022-05-15T13:00:00Z,1,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,1357,30502,1952,595
461,378,11,1,False,2022-05-22T15:00:00Z,3,1,38,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,56,-992,28964,173,1165
