element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
412,9,14,1,False,2021-08-15T13:00:00Z,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.0,0.0,0.1,55,0,18464,0,0
412,20,9,1,True,2021-08-23T19:00:00Z,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1.0,1.1,0.0,0.2,55,-3301,17623,903,4204
412,28,7,1,True,2021-08-28T14:00:00Z,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,6.0,0.6,54,-3162,15165,890,4052
412,39,16,1,False,2021-09-11T14:00:00Z,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.6,1.0,0.1,54,-2608,13106,855,3463
412,49,13,1,True,2021-09-19T13:00:00Z,1,2,5,22,0,0,0,1,0,0,0,0,0,0,0,5,4.6,11.0,2.0,1.8,53,-1058,12460,777,1835
412,56,10,1,False,2021-09-25T14:00:00Z,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,53,-594,12183,827,1421
412,69,3,0,True,2021-10-03T13:00:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-638,11691,385,1023
412,74,8,1,False,2021-10-17T13:00:00Z,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,53,-546,11280,321,867
412,90,17,0,True,2021-10-24T13:00:00Z,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-364,11011,245,609
412,91,2,0,False,2021-10-31T16:30:00Z,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-428,10732,312,740
412,110,11,0,True,2021-11-07T16:30:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-419,10383,177,596
412,120,20,1,False,2021-11-20T15:00:00Z,1,0,12,19,0,0,0,0,0,0,0,0,0,0,0,3,4.4,9.1,20.0,3.4,51,-468,9982,179,647
