element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
5,1,3,0,False,2021-08-13T19:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,17385,0,0
5,18,6,1,True,2021-08-22T15:30:00Z,0,2,2,90,0,0,0,2,0,0,0,0,0,0,0,15,17.0,20.8,0.0,3.8,45,-2978,17397,565,3543
5,24,12,-1,False,2021-08-28T11:30:00Z,5,0,3,90,0,0,0,5,0,0,0,1,0,0,0,1,4.4,1.0,0.0,0.5,44,-1038,17617,1515,2553
5,31,15,1,True,2021-09-11T14:00:00Z,1,0,4,8,0,0,0,0,0,0,0,0,0,0,0,5,9.4,14.3,1.0,2.5,44,-285,18386,5475,5760
5,43,5,0,False,2021-09-18T14:00:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1551,17259,981,2532
5,51,17,0,True,2021-09-26T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-1541,16050,503,2044
5,61,4,0,False,2021-10-02T16:30:00Z,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-905,15401,431,1336
5,71,7,0,True,2021-10-18T19:00:00Z,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-693,15015,304,997
5,81,2,0,True,2021-10-22T19:00:00Z,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-435,14735,237,672
5,93,9,0,False,2021-10-30T11:30:00Z,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-405,14590,485,890
5,101,18,0,True,2021-11-07T14:00:00Z,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-349,14422,302,651
5,114,11,0,False,2021-11-20T17:30:00Z,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-296,14322,285,581
5,121,14,0,True,2021-11-27T12:30:00Z,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-286,14137,249,535
5,134,13,0,False,2021-12-02T20:15:00Z,3,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-168,14027,125,293
5,142,8,0,False,2021-12-06T20:00:00Z,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-219,13868,142,361
5,151,16,0,True,2021-12-11T15:00:00Z,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-80,13878,262,342
5,161,19,0,True,2021-12-15T20:00:00Z,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-199,13724,150,349
5,173,10,1,False,2021-12-18T17:30:00Z,1,4,18,26,0,0,0,1,0,0,0,0,0,0,0,4,0.6,4.4,0.0,0.5,42,-73,13741,175,248
5,187,15,0,False,2021-12-26T15:00:00Z,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,277,14574,667,390
5,201,12,0,True,2022-01-01T12:30:00Z,1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-405,13238,32,437
5,221,5,0,True,2022-01-23T14:00:00Z,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-257,12973,27,284
5,236,20,6,False,2022-02-10T19:45:00Z,0,1,24,90,0,0,1,0,0,0,0,0,0,0,0,23,15.0,10.1,2.0,2.7,42,-249,12734,37,286
5,251,3,2,True,2022-02-19T15:00:00Z,2,1,26,90,0,0,0,1,0,0,0,0,0,0,0,18,28.6,42.2,20.0,9.1,42,905,14682,1271,366
5,191,20,2,True,2022-02-24T19:45:00Z,2,1,26,75,0,0,0,1,0,0,0,0,0,0,0,14,3.8,2.7,0.0,0.7,42,905,14682,1271,366
5,279,18,0,False,2022-03-06T14:00:00Z,2,3,28,90,0,0,0,2,0,0,0,1,0,0,0,16,26.8,16.7,10.0,5.4,42,1903,16807,2689,786
5,281,9,6,True,2022-03-13T16:30:00Z,2,0,29,90,0,0,1,0,0,0,0,0,0,0,0,24,11.8,2.3,20.0,3.4,42,4084,21796,5205,1121
5,261,11,1,True,2022-03-16T20:15:00Z,0,2,29,90,0,0,0,2,0,0,0,0,0,0,0,16,12.2,3.0,1.0,1.6,42,4084,21796,5205,1121
5,291,2,5,False,2022-03-19T12:30:00Z,0,1,30,90,0,0,1,0,0,0,0,1,0,0,0,24,17.6,26.7,2.0,4.6,42,4187,27801,4814,627
5,304,7,1,False,2022-04-04T19:00:00Z,3,0,31,65,0,0,0,2,0,0,0,0,0,0,0,13,13.2,3.4,0.0,1.7,42,3044,28376,4557,1513
5,311,4,1,True,2022-04-09T14:00:00Z,1,2,32,90,0,0,0,2,0,0,0,0,0,0,0,20,21.8,51.7,8.0,8.2,42,8451,37142,9603,1152
5,326,16,1,False,2022-04-16T14:00:00Z,1,0,33,59,0,0,0,1,0,0,0,0,0,0,0,13,21.6,25.1,1.0,4.8,42,10850,56808,13618,2768
5,243,6,1,False,2022-04-20T18:45:00Z,2,4,33,15,0,0,0,0,0,0,0,0,0,0,0,6,7.6,24.6,2.0,3.4,42,10850,56808,13618,2768
5,331,13,2,True,2022-04-23T11:30:00Z,3,1,34,90,0,0,0,1,0,0,0,0,0,0,0,11,6.2,3.7,0.0,1.0,42,-4591,42945,1970,6561
5,349,19,1,False,2022-05-01T15:30:00Z,1,2,35,12,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.1,0.0,0.1,42,-933,42469,2664,3597
5,351,10,2,True,2022-05-08T13:00:00Z,2,1,36,90,0,0,0,1,0,0,0,0,0,0,0,18,20.8,27.9,8.0,5.7,42,-3595,38194,1957,5552
5,218,17,1,False,2022-05-12T18:45:00Z,3,0,36,90,0,0,0,3,0,0,0,0,0,0,0,7,0.6,23.5,0.0,2.4,42,-3595,38194,1957,5552
5,365,14,0,False,2022-05-16T19:00:00Z,2,0,37,51,0,0,0,2,0,0,0,0,0,0,0,2,5.8,2.3,1.0,0.9,42,-860,36657,1442,2302
5,371,8,14,True,2022-05-22T15:00:00Z,5,1,38,90,1,1,0,1,0,0,0,0,0,0,3,40,0.0,0.0,0.0,0.0,42,353,38794,2425,2072
