element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
282,6,10,0,True,2021-08-14T11:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,10131,0,0
282,19,16,0,False,2021-08-22T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-2665,10076,524,3189
282,30,20,0,False,2021-08-29T15:30:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1490,9584,574,2064
282,38,14,1,True,2021-09-11T14:00:00Z,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,58,-1188,9514,1036,2224
282,49,19,0,False,2021-09-19T13:00:00Z,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-579,9583,557,1136
282,58,2,0,True,2021-09-25T11:30:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-542,9471,404,946
282,67,8,0,True,2021-10-02T11:30:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-407,9394,232,639
282,75,9,0,False,2021-10-16T14:00:00Z,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-264,9528,342,606
282,88,11,0,True,2021-10-24T15:30:00Z,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-205,9567,236,441
282,98,17,0,False,2021-10-30T16:30:00Z,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-150,9806,409,559
282,108,12,1,True,2021-11-06T12:30:00Z,0,2,11,10,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,57,-93,10001,293,386
282,119,18,7,False,2021-11-20T15:00:00Z,4,1,12,45,1,0,0,2,0,0,0,0,0,0,1,26,50.8,34.3,35.0,12.0,57,1267,11789,1682,415
282,125,6,1,False,2021-11-28T16:30:00Z,1,1,13,1,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.0,0.0,0.2,57,11079,24305,12438,1359
282,134,1,1,True,2021-12-02T20:15:00Z,3,2,14,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,57,2450,26961,5187,2737
282,144,7,1,True,2021-12-05T14:00:00Z,1,0,15,4,0,0,0,0,0,0,0,0,0,0,0,4,4.4,0.8,0.0,0.5,57,-193,27156,4078,4271
282,160,15,1,False,2021-12-11T17:30:00Z,0,1,16,2,0,0,0,0,0,0,0,0,0,0,0,5,3.2,0.0,0.0,0.3,57,-2375,25149,2566,4941
282,186,14,0,False,2021-12-27T20:00:00Z,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-963,19483,543,1506
282,198,5,0,True,2021-12-30T20:15:00Z,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-173,19743,543,716
