element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
174,4,16,4,True,2021-08-14T14:00:00Z,3,1,1,20,0,1,0,0,0,0,0,0,0,0,0,7,20.6,11.0,23.0,5.5,60,0,12093,0,0
174,14,10,2,False,2021-08-21T14:00:00Z,2,2,2,74,0,0,0,2,0,0,0,0,0,0,0,12,10.6,28.9,4.0,4.4,60,390,18620,2678,2288
174,22,4,1,False,2021-08-28T14:00:00Z,0,2,3,20,0,0,0,0,0,0,0,0,0,0,0,4,6.0,22.9,22.0,5.1,60,-2726,17089,1705,4431
174,35,5,1,True,2021-09-13T19:00:00Z,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.2,2.0,0.3,59,-1450,17308,2188,3638
174,41,2,2,False,2021-09-18T16:30:00Z,3,0,5,80,0,0,0,3,0,0,0,0,0,0,0,6,3.8,3.0,8.0,1.5,59,-988,17197,1289,2277
174,55,15,3,True,2021-09-25T14:00:00Z,2,0,6,88,0,0,1,0,0,0,0,0,0,0,0,17,13.0,26.4,3.0,4.2,59,-175,17747,1825,2000
174,67,13,0,False,2021-10-02T11:30:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1749,16284,452,2201
174,74,19,2,True,2021-10-17T13:00:00Z,0,1,8,78,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.6,48.0,4.6,59,-2206,14146,65,2271
174,86,18,1,True,2021-10-23T14:00:00Z,2,5,9,13,0,0,0,4,0,0,0,0,0,0,0,3,1.2,0.7,0.0,0.2,58,222,14674,1036,814
174,100,20,9,False,2021-11-01T20:00:00Z,2,1,10,77,1,0,0,2,0,0,0,0,0,0,2,30,42.0,23.3,23.0,8.8,58,-691,14271,400,1091
174,106,17,0,True,2021-11-07T14:00:00Z,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,134,14793,648,514
174,115,12,2,False,2021-11-21T14:00:00Z,3,0,12,73,0,0,0,3,0,0,0,0,0,0,0,11,10.8,9.2,6.0,2.6,58,-326,14768,413,739
174,122,3,2,False,2021-11-28T14:00:00Z,1,0,13,90,0,0,0,1,0,0,0,0,0,0,0,10,13.0,7.5,38.0,5.9,58,328,15414,834,506
174,132,11,0,True,2021-12-01T20:15:00Z,1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-115,15419,344,459
174,142,1,1,True,2021-12-06T20:00:00Z,2,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.3,17.0,2.1,58,-435,15099,244,679
174,156,7,0,False,2021-12-12T16:30:00Z,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-179,15134,353,532
174,168,6,2,False,2021-12-16T19:45:00Z,1,1,17,90,0,0,0,1,0,0,0,0,0,0,0,5,7.6,1.5,2.0,1.1,58,-349,14875,130,479
174,205,4,0,True,2022-01-02T14:00:00Z,2,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,1039,17715,1641,602
174,217,15,0,False,2022-01-15T15:00:00Z,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-1523,14616,70,1593
174,225,2,0,True,2022-01-22T12:30:00Z,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-617,14318,36,653
174,239,14,0,False,2022-02-08T19:45:00Z,3,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-126,14350,146,272
