fpl_code,understat_id,fpl_name,understat_name
168035,12549,Fred Onyedinma,Fred Onyedinma
589507,12532,Leon Chiwome,Leon Chiwome
549068,11739,Omari Kellyman,Omari Kellyman
543158,12498,Valentín Barco,Valentín Barco
465390,9409,Kaine Kesler-Hayden,Kaine Hayden
549344,12465,Sam Curtis,Sam Curtis
574402,12205,Mark O’Mahony,Mark O’Mahony
611011,11980,Joseph Johnson,Joseph Johnson
550596,11300,Dominic Sadi,Dominic Sadi
514277,12497,Jimi Tauriainen,Jimi Tauriainen
518438,11409,Kaelan Casey,Kaelan Casey
490885,12474,George Earthy,George Earthy
77818,11724,James Shea,James Shea
593001,12047,Enso González,Enso González
499721,12603,Mikey Moore,Mikey Moore
461453,10775,Lewis Warrington,Lewis Warrington
521966,12581,Finley Munroe,Finley Munroe
577016,12535,Josh Acheampong,Josh Acheampong
575034,12568,Ethan Wheatley,Ethan Wheatley
458249,8044,Joshua Zirkzee,Joshua Zirkzee
108813,9251,Christian Walton,Christian Walton
496661,10586,Tyler Dibling,Tyler Dibling
449429,12745,Jacob Greaves,Jacob Greaves
570526,12912,Lucas Bergvall,Lucas Bergvall
592031,12759,Yankuba Minteh,Yankuba Minteh
462116,6816,Jean-Clair Todibo,Jean-Clair Todibo
220583,12746,Luke Woolfenden,Luke Woolfenden
149929,12749,Wes Burns,Wes Burns
462387,12751,Ali Al-Hamadi,Ali Al-Hamadi
196411,12750,Conor Chaplin,Conor Chaplin
74944,12748,Sam Morsy,Sam Morsy
154048,7484,Stephy Mavididi,Stephy Mavididi
467779,12758,Mats Wieffer,Mats Wieffer
501837,9958,Yerson Mosquera,Yerson Mosquera
245719,8495,Taylor Harwood-Bellis,Taylor Harwood-Bellis
231899,12754,Jack Taylor,Jack Taylor
554605,11943,Dean Huijsen,Dean Huijsen
106606,12747,Massimo Luongo,Massimo Luongo
230001,10696,Noussair Mazraoui,Noussair Mazraoui
91889,6098,Niclas Füllkrug,Niclas Füllkrug
247412,11070,Jørgen Strand Larsen,Jørgen Strand Larsen
467189,12910,Mads Hermansen,Mads Hermansen
547701,10184,Archie Gray,Archie Gray
209400,6145,Daichi Kamada,Daichi Kamada
172453,12752,Sam Szmodics,Sammie Szmodics
167191,12753,Marcus Myers-Harness,Marcus Harness
499309,11633,Marc Guiu Paz,Marc Guiu
209365,7902,Matthijs de Ligt De Ligt,Matthijs de Ligt
578545,12775,Kosta Nedeljković Nedeljkovic,Kosta Nedeljkovic
531442,12911,Abdul Fatawu A.Fatawu,Abdul Fatawu
197024,8267,Guido Rodríguez G.Rodríguez,Guido Rodríguez
483081,12756,Rodrigo Martins Gomes R.Gomes,Rodrigo Gomes
436893,11745,Julián Araujo Zúñiga J.Araujo,Julián Araujo
551230,11383,Renato Palma Veiga Renato Veiga,Renato Veiga
219279,12761,Sugawara Yukinari,Yukinari Sugawara
510281,11735,Sávio 'Savinho' Moreira de Oliveira,Sávio
609873,12757,Harrison Armstrong,Harrison Armstrong
496178,12946,Roman Dixon,Roman Dixon
214964,12947,George Edmundson,George Edmundson
466075,8129,Riccardo Calafiori,Riccardo Calafiori
227444,6174,Nikola Milenković,Nikola Milenkovic
463903,9752,Jesper Lindstrøm,Jesper Lindstrom
515621,11167,Chadi Riad Dnanou,Chadi Riad
551226,12948,Mateus Gonçalo Espanha Fernandes M.Fernandes,Mateus Fernandes
510500,12766,João Pedro Ferreira Silva Jota Silva,Jota Silva
444102,12963,Francisco Evanilson de Lima Barbosa,Evanilson
490881,12461,Toby Collyer,Toby Collyer
454667,10301,Jens Cajuste,Jens Cajuste
515597,10025,Lamare Bogarde,Lamare Bogarde
502222,13021,Ramón Sosa,Ramón Sosa
513527,13020,Bilal El Khannouss,Bilal El Khannouss
473341,7333,Caleb Okoli,Caleb Okoli
444765,10721,Sepp van den Berg Van den Berg,Sepp van den Berg
443261,13019,Jack Clarke J.Clarke,Jack Clarke
509291,13022,André Trindade da Costa Neto,André
230348,13060,Ross Stewart,Ross Stewart
232112,11766,Manuel Ugarte,Manuel Ugarte
437499,8853,Maxence Lacroix,Maxence Lacroix
512462,12014,Jake O'Brien,Jake O&#039;Brien
224860,2478,Carlos Soler C.Soler,Carlos Soler
231416,13066,Ferdi Kadioglu F.Kadıoğlu,Ferdi Kadioglu
463212,13092,Carlos Roberto Forbs Borges,Carlos Forbs
485047,13068,Felipe Rodrigues da Silva Morato,Morato
499169,12272,Myles Lewis-Skelly,Myles Lewis-Skelly
229384,12774,Andy Irving,Andy Irving
223541,1433,Federico Chiesa,Federico Chiesa
591357,11146,Ryan Trevitt,Ryan Trevitt
628204,12633,Yunus Emre Konak,Yunus Konak
513433,11310,Brajan Gruda,Brajan Gruda
432987,13103,Vítezslav Jaros,Vítezslav Jaros
204863,13134,Ryan Manning,Ryan Manning
577114,13026,Luis Guilherme Lira dos Santos L.Guilherme,Luis Guilherme
122411,12755,Cameron Burgess,Cameron Burgess
579075,13039,Asher Agbinone,Asher Agbinone
232228,13133,Harry Clarke H.Clarke,Harry Clarke
246301,8489,Jorge Cuenca Barreno J.Cuenca,Jorge Cuenca
569014,12765,Eric da Silva Moreira Da Silva Moreira,Eric da Silva Moreira
554194,13185,Jahmai Simpson-Pusey,Jahmai Simpson-Pusey
590012,13130,Caleb Kporha,Caleb Kporha
489706,13038,Justin Devenny,Justin Devenny
219249,13206,Matt O'Riley,Matt O&#039;Riley
517179,13117,Alfie Pond,Alfie Pond
502500,13222,Igor Thiago Nascimento Rodrigues,Thiago
167888,12762,Joe Lumley,Joe Lumley
552427,13127,Will Lankshear,Will Lankshear
550864,10564,Leny Yoro,Leny Yoro
220695,10053,Paris Maghoma,Paris Maghoma
500926,13239,Ronnie Edwards,Ronnie Edwards
508479,9272,Filip Jørgensen,Filip Jorgensen
577725,12410,Josh King,Joshua King
244845,12763,Nathan Wood-Gordon,Nathan Wood
519321,12193,Alfie Dorrington,Alfie Dorrington
499717,13067,Jayden Meghoma,Jayden Meghoma
536109,12358,Ollie Scarles,Oliver Scarles
573062,11164,Martial Godo,Martial Godo
436680,13301,Jakub Stolarczyk,Jakub Stolarczyk
507433,12595,Hákon Valdimarsson,Hákon Valdimarsson
570241,12136,Kim Ji-soo,Kim Ji-Soo
532534,13302,Will Alves,Will Alves
606775,13242,Ben Winterburn,Ben Winterburn
214572,8093,Brandon Austin,Brandon Austin
641221,13156,Pedro Cardoso de Lima Pedro Lima,Pedro Lima
516939,10856,Emmanuel Agbadou,Emmanuel Agbadou
485055,13348,Antonín Kinsky,Antonín Kinsky
518442,12296,Lewis Orford,Lewis Orford
514254,13364,Diego Gómez,Diego Gómez
606774,13307,Remy Rees-Dottin,Remy Rees-Dottin
550615,12573,Tyrique George,Tyrique George
472769,11592,Nico O'Reilly O’Reilly,Nico O&#039;Reilly
204646,9749,Donyell Malen,Donyell Malen
607464,11281,Michael Kayode,Michael Kayode
530121,13351,Zain Silcott-Duberry,Zain Silcott-Duberry
606921,13387,Romain Esse,Romain Esse
488439,12782,Woyo Coulibaly,Woyo Coulibaly
438234,8393,Omar Marmoush,Omar Marmoush
494779,12880,Albert Grønbæk,Albert Grønbæk
578153,11763,Abdukodir Khusanov,Abduqodir Khusanov
606798,13392,Andrés García A. Garcia,Andrés García
500016,13403,Welington Damascena Santos,Welington
433312,7908,Marshall Munetsi,Marshall Munetsi
112520,1038,Alex Palmer,Alex Palmer
596777,11944,Patrick Dorgu,Patrick Dorgu
511499,9780,Mathys Tel,Mathys Tel
596047,13466,Chido Obi-Martin,Chido Obi-Martin
174292,2117,Marco Asensio M.Asensio,Marco Asensio
465694,9802,Nico González N.Gonzalez,Nico González
531170,13463,Nasser Djiga,Nasser Djiga
609640,12808,Mathis Amougou,Mathis Amougou
567119,13476,Shumaira Mheuka,Shumaira Mheuka
606745,13080,Ayden Heaven,Ayden Heaven
