element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
505,10,11,2,False,2024-08-19T19:00:00Z,1,1,1,False,90,0,0,0,1,0,0,0,0,0,0,0,2,15.6,7.8,10.0,3.3,1,0.00,0.06,0.06,1.02,50,0,331696,0,0
505,19,8,6,True,2024-08-24T14:00:00Z,4,0,2,False,72,0,0,1,0,0,0,0,0,0,0,0,30,5.0,4.2,4.0,1.3,1,0.00,0.01,0.01,1.00,50,-1501,362955,23518,25019
505,28,15,1,False,2024-09-01T12:30:00Z,2,1,3,False,90,0,0,0,2,0,0,0,0,0,0,0,8,10.2,15.2,2.0,2.7,1,0.00,0.02,0.02,1.57,50,-9781,364529,28598,38379
505,39,1,1,True,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,0,1,0,0,0,1,0,0,0,10,13.2,5.9,4.0,2.3,1,0.00,0.03,0.03,0.73,50,-31995,341748,23425,55420
505,49,4,2,True,2024-09-21T14:00:00Z,3,1,5,False,90,0,0,0,1,0,0,0,0,0,0,0,10,28.4,16.1,17.0,6.2,1,0.05,0.04,0.09,0.80,50,-1666,346733,18218,19884
505,57,14,1,False,2024-09-29T15:30:00Z,0,3,6,False,45,0,0,0,0,0,0,0,0,0,0,0,5,2.8,1.9,11.0,1.6,1,0.09,0.01,0.10,0.34,50,-26276,321748,11130,37406
505,64,5,0,False,2024-10-06T15:30:00Z,3,2,7,False,90,0,0,0,3,0,0,0,1,0,0,0,0,16.0,12.5,23.0,5.2,1,0.11,0.01,0.12,1.82,50,-46371,276268,5542,51913
505,79,19,5,True,2024-10-19T11:30:00Z,4,1,8,False,87,0,1,0,1,0,0,0,0,0,0,0,26,36.6,41.0,13.0,9.1,1,0.06,0.51,0.57,0.78,49,-3134,277922,16484,19618
505,86,7,2,False,2024-10-27T14:00:00Z,1,0,9,False,90,0,0,0,1,0,0,0,0,0,0,0,18,17.4,19.0,4.0,4.0,1,0.00,0.06,0.06,0.83,49,21572,303445,29186,7614
505,99,2,2,True,2024-11-03T14:00:00Z,4,1,10,False,81,0,0,0,1,0,0,0,0,0,0,0,12,10.6,23.5,4.0,3.8,1,0.00,0.16,0.16,1.84,49,5818,310652,20694,14876
505,108,10,1,True,2024-11-10T14:00:00Z,1,2,11,False,90,0,0,0,2,0,0,0,0,0,0,0,12,14.2,24.5,6.0,4.5,1,0.00,0.04,0.04,1.74,49,30812,346888,42655,11843
505,118,13,6,False,2024-11-23T17:30:00Z,0,4,12,False,89,0,0,1,0,0,0,0,0,0,0,0,25,14.0,12.4,0.0,2.6,1,0.00,0.01,0.01,2.14,49,-23136,321552,9351,32487
505,128,9,2,True,2024-12-01T13:30:00Z,1,1,13,False,90,0,0,0,1,0,0,0,0,0,0,0,8,12.8,4.8,4.0,2.2,1,0.00,0.03,0.03,1.38,49,21872,348904,30546,8674
505,133,3,2,False,2024-12-05T20:15:00Z,1,0,14,False,90,0,0,0,1,0,0,0,0,0,0,0,20,20.6,3.6,4.0,2.8,1,0.00,0.04,0.04,3.31,49,2398,351855,15352,12954
505,149,6,0,True,2024-12-08T16:30:00Z,3,4,15,False,90,0,0,0,4,0,0,0,0,0,0,0,1,8.6,1.6,2.0,1.2,1,0.00,0.01,0.01,2.83,49,-14690,337283,6831,21521
505,159,17,1,False,2024-12-15T19:00:00Z,0,5,16,False,27,0,0,0,0,0,0,0,0,0,0,0,3,1.6,2.1,2.0,0.6,1,0.00,0.01,0.01,0.13,49,4346,346127,21311,16965
505,169,12,0,True,2024-12-22T16:30:00Z,3,6,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-44556,299974,3090,47646
