element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
199,8,4,2,False,2024-08-18T13:00:00Z,2,1,1,False,90,0,0,0,2,0,0,0,0,0,0,0,14,12.4,6.8,65.0,8.4,1,0.41,0.05,0.46,1.59,70,0,2972520,0,0
199,14,19,2,True,2024-08-24T14:00:00Z,0,2,2,False,90,0,0,0,2,0,0,0,0,0,0,0,14,16.8,56.2,36.0,10.9,1,0.45,0.17,0.62,1.39,70,-86986,3069358,117964,204950
199,23,6,10,False,2024-09-01T12:30:00Z,1,1,3,False,90,1,0,0,1,0,0,0,0,0,0,3,31,38.6,17.8,19.0,7.5,1,0.19,0.06,0.25,2.27,69,-667120,2419812,81172,748292
199,34,11,2,True,2024-09-14T14:00:00Z,2,2,4,False,90,0,0,0,2,0,0,0,0,0,0,0,17,11.6,49.7,22.0,8.3,1,0.46,0.34,0.80,1.23,69,183729,2697458,447894,264165
199,43,14,3,True,2024-09-21T16:30:00Z,0,0,5,False,90,0,0,1,0,0,0,0,0,0,0,0,8,11.2,32.1,23.0,6.6,1,0.50,0.13,0.63,1.70,69,-159290,2536985,74889,234179
199,55,8,2,False,2024-09-28T14:00:00Z,2,1,6,False,90,0,0,0,2,0,0,0,0,0,0,0,15,12.2,25.0,17.0,5.4,1,0.21,0.09,0.30,0.89,69,-396302,2155173,94044,490346
199,66,12,2,True,2024-10-05T11:30:00Z,0,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,10,14.6,27.2,26.0,6.8,1,0.24,0.20,0.44,1.40,68,-496880,1662596,21251,518131
199,77,16,2,False,2024-10-21T19:00:00Z,1,0,8,False,90,0,0,0,1,0,0,0,0,0,0,0,16,15.0,15.8,33.0,6.4,1,0.30,0.08,0.38,1.62,68,-152257,1529494,36046,188303
199,86,18,6,True,2024-10-27T14:00:00Z,1,0,9,False,90,0,1,1,0,0,0,0,0,0,0,0,19,25.8,22.3,25.0,7.3,1,0.16,0.26,0.42,0.72,67,-122944,1407871,15491,138435
199,100,20,0,False,2024-11-02T17:30:00Z,2,2,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,67,-203154,1208482,42314,245468
199,104,9,0,True,2024-11-09T15:00:00Z,0,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,66,-246892,962152,483,247375
199,112,2,0,False,2024-11-23T15:00:00Z,2,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,66,-96327,869276,953,97280
199,124,15,2,True,2024-11-30T15:00:00Z,1,1,13,False,64,0,0,0,1,0,0,0,0,0,0,0,13,13.8,44.3,6.0,6.4,1,0.00,0.09,0.09,0.04,66,-35919,835500,3286,39205
199,136,10,6,False,2024-12-03T19:30:00Z,0,1,14,False,75,0,1,1,0,0,0,0,0,0,0,0,21,26.8,54.4,28.0,10.9,1,0.19,0.28,0.47,0.43,66,1105,840606,19522,18417
199,143,13,2,True,2024-12-07T15:00:00Z,2,2,15,False,71,0,0,0,2,0,0,0,0,0,0,0,6,3.4,12.5,8.0,2.4,1,0.18,0.00,0.18,1.23,66,-8777,832024,11810,20587
199,153,5,1,False,2024-12-15T14:00:00Z,1,3,16,False,59,0,0,0,0,0,0,0,0,0,0,0,10,11.2,12.0,6.0,2.9,1,0.07,0.02,0.09,0.76,66,-13955,820640,9603,23558
199,163,1,0,True,2024-12-21T17:30:00Z,1,5,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,66,-22153,799742,5088,27241
199,172,3,2,False,2024-12-26T15:00:00Z,0,0,18,False,87,0,0,1,0,0,0,0,1,0,0,0,13,13.2,27.2,21.0,6.1,1,0.16,0.20,0.36,1.47,66,-35576,764177,1710,37286
199,183,17,10,True,2024-12-29T15:00:00Z,2,1,19,False,85,1,0,0,1,0,0,0,0,0,0,3,38,45.2,14.3,33.0,9.3,1,0.39,0.08,0.47,0.94,66,50700,819237,65468,14768
