element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
345,9,6,3,False,2024-08-18T15:30:00Z,0,2,1,False,90,0,0,1,0,0,0,0,0,0,0,0,14,5.0,15.3,4.0,2.4,1,0.07,0.32,0.39,1.01,95,0,627901,0,0
345,17,10,12,True,2024-08-24T14:00:00Z,4,1,2,False,89,1,1,0,1,0,0,0,0,0,0,2,48,61.4,71.8,17.0,15.0,1,0.81,0.65,1.46,0.29,95,47384,832545,99862,52478
345,30,19,1,False,2024-08-31T16:30:00Z,1,3,3,False,87,0,0,0,1,0,0,0,1,0,0,0,20,18.6,92.3,46.0,15.7,1,0.27,0.64,0.91,0.64,96,247417,1179540,353421,106004
345,37,4,2,True,2024-09-14T14:00:00Z,2,1,4,False,90,0,0,0,1,0,0,0,0,0,0,0,7,13.8,67.4,15.0,9.6,1,0.06,0.56,0.62,0.96,96,-68716,1153942,154258,222974
345,47,1,0,True,2024-09-22T15:30:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,96,-230765,928993,26772,257537
345,58,15,0,False,2024-09-28T11:30:00Z,1,1,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,95,-294866,638842,3020,297886
345,69,9,0,True,2024-10-05T14:00:00Z,3,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,94,-172379,472381,366,172745
345,80,20,0,False,2024-10-20T13:00:00Z,1,2,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,94,-43625,432856,1412,45037
345,89,17,0,True,2024-10-26T14:00:00Z,1,0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,94,-16716,417103,1386,18102
345,91,3,0,False,2024-11-02T15:00:00Z,2,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,94,-23657,393645,299,23956
345,102,5,1,False,2024-11-09T17:30:00Z,2,1,11,False,16,0,0,0,2,0,0,0,0,0,0,0,3,0.0,1.2,5.0,0.5,0,0.03,0.01,0.04,0.83,94,10105,409033,16977,6872
345,118,18,0,True,2024-11-23T17:30:00Z,0,4,12,False,16,0,0,0,1,0,0,0,1,0,0,0,10,8.8,29.8,7.0,4.6,0,0.04,0.15,0.19,1.13,94,15503,431098,26546,11043
345,125,12,1,False,2024-12-01T16:00:00Z,2,0,13,False,11,0,0,0,0,0,0,0,0,0,0,0,3,5.2,0.9,17.0,2.3,0,0.40,0.00,0.40,0.11,94,-11844,420065,5596,17440
345,138,16,14,True,2024-12-04T19:30:00Z,3,0,14,False,73,1,1,1,0,0,0,0,0,0,0,3,52,63.6,62.6,47.0,17.3,1,0.35,0.25,0.60,0.94,94,-3227,419339,10774,14001
345,143,7,2,False,2024-12-07T15:00:00Z,2,2,15,False,85,0,0,0,2,0,0,0,0,0,0,0,10,5.8,48.6,10.0,6.4,1,0.02,0.63,0.65,1.23,94,202670,651078,209835,7165
345,156,14,6,True,2024-12-15T16:30:00Z,1,2,16,False,67,0,1,1,0,0,0,0,0,0,0,0,22,1.8,3.8,8.0,1.4,1,0.06,0.03,0.09,0.21,95,-77953,550490,21555,99508
