element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
494,10,11,5,False,2024-08-19T19:00:00Z,1,1,1,False,78,0,1,0,1,0,0,0,0,0,0,0,25,31.6,52.8,15.0,9.9,1,0.02,0.98,1.00,0.90,75,0,373759,0,0
494,19,8,6,True,2024-08-24T14:00:00Z,4,0,2,False,78,0,1,1,0,0,0,0,0,0,0,0,25,38.6,41.8,31.0,11.1,1,0.41,0.38,0.79,1.00,75,36050,495594,69307,33257
494,28,15,1,False,2024-09-01T12:30:00Z,2,1,3,False,81,0,0,0,2,0,0,0,1,0,0,0,13,16.2,32.3,26.0,7.5,1,0.07,0.07,0.14,1.57,75,-3831,509642,77815,81646
494,39,1,2,True,2024-09-15T13:00:00Z,0,1,4,False,79,0,0,0,1,0,0,0,0,0,0,0,20,19.0,46.6,6.0,7.2,1,0.00,0.35,0.35,0.73,75,-89898,431089,23683,113581
494,49,4,12,True,2024-09-21T14:00:00Z,3,1,5,False,87,1,1,0,1,0,0,0,1,0,0,3,48,59.6,46.3,56.0,16.2,1,0.92,1.08,2.00,0.80,75,-11791,430205,28364,40155
494,57,14,3,False,2024-09-29T15:30:00Z,0,3,6,False,76,0,0,1,0,0,0,0,0,0,0,0,14,9.0,24.2,35.0,6.8,1,0.45,0.08,0.53,0.77,75,46611,487127,93287,46676
494,64,5,10,False,2024-10-06T15:30:00Z,3,2,7,False,84,1,0,0,3,0,0,0,0,0,0,3,33,34.0,3.0,30.0,6.7,1,0.23,0.03,0.26,1.82,75,14213,509737,62696,48483
494,79,19,4,True,2024-10-19T11:30:00Z,4,1,8,False,45,0,1,0,1,0,0,0,0,0,0,0,24,32.2,64.8,10.0,10.7,1,0.00,0.60,0.60,0.25,75,148758,681199,178113,29355
494,86,7,2,False,2024-10-27T14:00:00Z,1,0,9,False,61,0,0,0,1,0,0,0,0,0,0,0,11,16.0,18.9,44.0,7.9,1,0.14,0.06,0.20,0.75,76,92625,776262,141411,48786
494,99,2,6,True,2024-11-03T14:00:00Z,4,1,10,False,8,1,0,0,0,0,0,0,0,0,0,0,21,32.4,1.9,7.0,4.1,0,0.12,0.02,0.14,0.02,76,-55391,718936,44454,99845
494,108,10,1,True,2024-11-10T14:00:00Z,1,2,11,False,6,0,0,0,0,0,0,0,0,0,0,0,3,6.6,0.1,0.0,0.7,0,0.00,0.00,0.00,0.02,76,48386,780598,101908,53522
494,118,13,16,False,2024-11-23T17:30:00Z,0,4,12,False,88,2,0,1,0,0,0,0,0,0,0,3,65,82.8,7.8,50.0,14.1,1,0.79,0.03,0.82,2.14,75,-158241,617720,16852,175093
494,128,9,2,True,2024-12-01T13:30:00Z,1,1,13,False,84,0,0,0,1,0,0,0,0,0,0,0,11,9.8,21.6,6.0,3.7,1,0.07,0.06,0.13,1.38,76,284538,931715,300424,15886
494,133,3,2,False,2024-12-05T20:15:00Z,1,0,14,False,79,0,0,0,1,0,0,0,0,0,0,0,17,7.0,34.2,6.0,4.7,1,0.19,0.22,0.41,2.09,76,8239,931309,81847,73608
494,149,6,4,True,2024-12-08T16:30:00Z,3,4,15,False,11,0,1,0,1,0,0,0,0,0,0,0,16,16.6,10.7,10.0,3.7,0,0.11,0.33,0.44,0.79,76,-81275,849694,30102,111377
494,159,17,15,False,2024-12-15T19:00:00Z,0,5,16,False,76,2,0,1,0,0,0,0,1,0,0,3,55,73.0,27.6,55.0,15.6,1,0.65,0.04,0.69,0.80,76,-42383,816808,47563,89946
494,169,12,6,True,2024-12-22T16:30:00Z,3,6,17,False,57,1,0,0,4,0,0,0,0,0,0,0,27,39.4,13.8,7.0,6.0,1,0.13,0.03,0.16,3.26,76,41145,865690,91805,50660
494,178,16,0,False,2024-12-26T15:00:00Z,1,0,18,False,26,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,1.8,7.0,0.7,0,0.09,0.03,0.12,0.31,77,399453,1278941,442329,42876
494,189,20,1,True,2024-12-29T15:00:00Z,2,2,19,False,26,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.8,4.0,0.5,0,0.05,0.01,0.06,0.43,77,71320,1348037,196084,124764
