element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
630,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,1182,1733,1368,186
630,33,5,7,False,2024-09-14T14:00:00Z,0,0,4,False,90,0,0,1,0,0,0,0,0,0,0,1,30,41.6,0.0,9.0,5.1,1,0.06,0.00,0.06,1.66,40,2475,5675,3172,697
630,48,17,1,False,2024-09-21T14:00:00Z,1,1,5,False,90,0,0,0,1,0,0,0,1,0,0,0,12,25.8,0.8,19.0,4.6,1,0.06,0.01,0.07,2.49,40,38835,50387,42574,3739
630,56,2,1,True,2024-09-29T13:00:00Z,2,2,6,False,90,0,0,0,2,0,0,0,0,0,0,0,3,14.0,0.8,4.0,1.9,1,0.04,0.00,0.04,0.82,40,15657,65607,23918,8261
630,70,19,0,False,2024-10-05T14:00:00Z,4,1,7,False,90,0,0,0,4,0,0,0,0,0,0,0,0,25.8,0.4,10.0,3.6,1,0.05,0.00,0.05,3.79,40,16755,84607,21879,5124
630,73,8,1,True,2024-10-19T14:15:00Z,0,2,8,False,62,0,0,0,2,0,0,0,0,0,0,0,1,4.2,1.0,4.0,0.9,1,0.09,0.01,0.10,1.17,40,-827,82888,7081,7908
630,83,4,0,False,2024-10-26T14:00:00Z,4,3,9,False,90,0,0,0,4,0,0,0,0,0,0,0,-5,18.4,0.3,2.0,2.1,1,0.00,0.01,0.01,4.11,40,2037,85621,6448,4411
630,93,11,2,True,2024-11-02T15:00:00Z,1,1,10,False,90,0,0,0,1,0,0,0,0,0,0,0,10,42.6,0.6,14.0,5.7,1,0.18,0.01,0.19,1.55,40,4156,90682,9938,5782
630,108,18,2,False,2024-11-10T14:00:00Z,1,2,11,False,90,0,0,0,1,0,0,0,0,0,0,0,11,33.2,0.6,14.0,4.8,1,0.10,0.01,0.11,1.82,40,-2593,88151,5250,7843
630,116,14,2,True,2024-11-24T16:30:00Z,1,1,12,False,90,0,0,0,1,0,0,0,0,0,0,0,18,26.8,1.4,4.0,3.2,1,0.00,0.01,0.01,0.80,40,22120,112793,28728,6608
630,127,16,1,False,2024-11-30T15:00:00Z,1,0,13,False,90,0,0,0,1,0,0,0,1,0,0,0,6,17.2,1.7,2.0,2.1,1,0.00,0.01,0.01,1.68,40,15307,127897,19952,4645
630,136,7,1,True,2024-12-03T19:30:00Z,0,1,14,False,90,0,0,0,1,0,0,0,1,0,0,0,7,29.2,0.9,3.0,3.3,1,0.02,0.01,0.03,1.64,40,23361,152732,28937,5576
630,146,3,1,True,2024-12-08T14:00:00Z,1,2,15,False,90,0,0,0,2,0,0,0,0,0,0,0,2,22.4,1.0,10.0,3.3,1,0.00,0.06,0.06,3.28,40,23042,177888,29479,6437
