element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
82,10,11,2,False,2024-08-19T19:00:00Z,1,1,1,False,90,0,0,0,1,0,0,0,0,0,0,0,17,19.0,15.3,61.0,9.5,1,0.34,0.15,0.49,1.02,75,0,2587953,0,0
82,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,75,-855866,1825260,143667,999533
82,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,75,-804799,1026784,13907,818706
82,39,1,2,True,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.8,13.0,1.7,1,0.17,0.03,0.20,0.73,75,-349672,697234,22974,372646
82,49,4,6,True,2024-09-21T14:00:00Z,3,1,5,False,87,1,0,0,1,0,0,0,0,0,0,0,26,39.0,4.8,55.0,9.9,1,1.61,0.07,1.68,0.80,75,93953,811901,157210,63257
82,57,14,6,False,2024-09-29T15:30:00Z,0,3,6,False,90,1,0,1,0,0,0,0,0,0,0,0,29,46.2,16.3,77.0,14.0,1,1.33,0.01,1.34,0.96,75,108140,922429,241765,133625
82,64,5,5,False,2024-10-06T15:30:00Z,3,2,7,False,90,0,1,0,3,0,0,0,0,0,0,0,19,17.2,15.0,4.0,3.6,1,0.00,0.29,0.29,1.82,76,231127,1173693,279572,48445
82,79,19,2,True,2024-10-19T11:30:00Z,4,1,8,False,80,0,0,0,1,0,0,0,0,0,0,0,-1,5.6,12.3,6.0,2.4,1,0.08,0.03,0.11,0.78,77,266291,1456142,314271,47980
82,86,7,2,False,2024-10-27T14:00:00Z,1,0,9,False,90,0,0,0,1,0,0,0,0,0,0,0,4,6.0,2.8,14.0,2.3,1,0.02,0.01,0.03,0.83,77,-50533,1398344,60336,110869
82,99,2,16,True,2024-11-03T14:00:00Z,4,1,10,False,90,2,1,0,1,0,0,0,0,0,0,3,71,71.0,0.3,64.0,13.5,1,1.52,0.00,1.52,1.86,76,-239678,1160217,18408,258086
82,108,10,2,True,2024-11-10T14:00:00Z,1,2,11,False,90,0,0,0,2,0,0,0,0,0,0,0,6,18.2,1.6,46.0,6.6,1,0.38,0.02,0.40,1.74,77,637587,1853239,662653,25066
82,118,13,5,False,2024-11-23T17:30:00Z,0,4,12,False,90,0,1,1,0,0,0,0,0,0,0,0,21,21.8,21.5,19.0,6.2,1,0.12,0.05,0.17,2.14,77,-395645,1408248,37648,433293
82,128,9,0,True,2024-12-01T13:30:00Z,1,1,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,76,-33747,1397584,74565,108312
82,133,3,2,False,2024-12-05T20:15:00Z,1,0,14,False,90,0,0,0,1,0,0,0,0,0,0,0,6,2.0,12.3,19.0,3.3,1,0.18,0.04,0.22,3.31,76,-290191,1101443,19121,309312
82,149,6,6,True,2024-12-08T16:30:00Z,3,4,15,False,90,1,0,0,4,0,0,0,0,0,0,0,35,45.4,21.6,39.0,10.6,1,0.94,0.00,0.94,2.83,75,-171145,933381,7799,178944
82,159,17,5,False,2024-12-15T19:00:00Z,0,5,16,False,81,0,1,1,0,0,0,0,0,0,0,0,12,0.0,0.2,10.0,0.9,1,0.28,0.00,0.28,0.83,75,33651,983599,80959,47308
82,169,12,9,True,2024-12-22T16:30:00Z,3,6,17,False,90,1,1,0,6,0,0,0,0,0,0,0,43,57.4,21.2,41.0,12.0,1,0.47,0.17,0.64,4.60,75,-58183,922599,30498,88681
82,178,16,2,False,2024-12-26T15:00:00Z,1,0,18,False,90,0,0,0,1,0,0,0,0,0,0,0,2,3.8,4.9,23.0,3.2,1,0.12,0.07,0.19,1.12,75,113668,1048481,161686,48018
82,189,20,2,True,2024-12-29T15:00:00Z,2,2,19,False,90,0,0,0,2,0,0,0,0,0,0,0,2,0.2,11.7,21.0,3.3,1,0.16,0.02,0.18,0.72,75,42793,1094146,107403,64610
82,199,15,9,True,2025-01-04T12:30:00Z,1,2,20,False,90,1,0,0,2,0,0,0,0,0,0,3,31,43.4,1.7,49.0,9.4,1,0.46,0.12,0.58,2.53,75,-101527,991867,48488,150015
