element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
122,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,9056,0,0
122,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-913,10409,787,1700
122,21,1,1,False,2024-08-31T11:30:00Z,1,1,3,False,18,0,0,0,0,0,0,0,0,0,0,0,5,3.8,33.7,8.0,4.6,0,0.04,0.07,0.11,0.94,50,1640,14157,4181,2541
122,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,29961,53033,39256,9295
122,42,16,1,True,2024-09-22T13:00:00Z,2,2,5,False,81,0,0,0,2,0,0,0,0,0,0,0,8,11.4,41.3,8.0,6.1,1,0.02,0.17,0.19,1.53,50,-755,52548,8346,9101
122,54,6,-1,False,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,4,0,0,0,1,0,0,0,-6,11.8,6.7,4.0,2.3,1,0.00,0.03,0.03,4.16,50,-4463,49045,5367,9830
122,64,18,1,True,2024-10-06T15:30:00Z,3,2,7,False,45,0,0,0,0,0,0,0,0,0,0,0,4,14.8,15.3,2.0,3.2,0,0.00,0.08,0.08,0.42,50,-2890,47642,4838,7728
122,76,15,1,False,2024-10-19T14:00:00Z,0,1,8,False,18,0,0,0,0,0,0,0,0,0,0,0,4,6.8,0.1,2.0,0.9,0,0.00,0.00,0.00,0.27,50,2962,52426,7473,4511
122,84,20,0,True,2024-10-26T14:00:00Z,2,2,9,False,90,0,0,0,2,0,0,0,1,0,0,0,15,29.8,24.2,11.0,6.5,1,0.04,0.08,0.12,1.36,50,3867,57707,7196,3329
122,94,12,1,False,2024-11-02T15:00:00Z,2,1,10,False,90,0,0,0,2,0,0,0,0,0,0,0,3,13.4,7.8,0.0,2.1,1,0.00,0.02,0.02,1.65,50,-2504,55305,5039,7543
122,102,13,2,True,2024-11-09T17:30:00Z,2,1,11,False,90,0,0,0,1,0,0,0,0,0,0,0,11,19.2,29.9,4.0,5.3,1,0.12,0.29,0.41,2.22,50,1718,58087,6469,4751
122,113,3,2,False,2024-11-23T15:00:00Z,1,2,12,False,90,0,0,0,1,0,0,0,0,0,0,0,9,11.2,2.1,2.0,1.5,1,0.00,0.00,0.00,1.63,50,27308,88798,32100,4792
122,122,17,4,True,2024-11-29T20:00:00Z,1,1,13,False,90,0,0,0,1,0,0,0,0,0,0,2,20,36.0,84.6,4.0,12.5,1,0.02,0.36,0.38,1.01,50,58244,152600,64017,5773
122,135,9,1,False,2024-12-05T19:30:00Z,3,1,14,False,90,0,0,0,3,0,0,0,0,0,0,0,-1,8.0,2.9,9.0,2.0,1,0.08,0.01,0.09,0.66,50,24389,174195,32875,8486
122,147,11,5,False,2024-12-08T14:00:00Z,2,2,15,False,90,0,1,0,2,0,0,0,0,0,0,1,25,42.4,33.4,15.0,9.1,1,0.10,0.03,0.13,1.31,51,20123,197639,29539,9416
122,153,7,1,True,2024-12-15T14:00:00Z,1,3,16,False,90,0,0,0,3,0,0,0,0,0,0,0,7,15.2,27.8,1.0,4.4,1,0.02,0.20,0.22,2.31,51,36478,235145,45080,8602
122,170,19,1,False,2024-12-21T15:00:00Z,1,1,17,False,90,0,0,0,1,0,0,0,1,0,0,0,17,13.8,40.4,4.0,5.8,1,0.00,0.18,0.18,1.31,51,3785,239005,22898,19113
