element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out
550,2,1,2,False,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,14,6.0,16.3,4.0,2.6,1,0.00,0.11,0.11,1.24,0,0,0,0,0,0,0,65,0,83019,0,0
550,20,6,1,True,2024-08-25T13:00:00Z,2,6,2,False,58,0,0,0,4,0,0,0,0,0,0,0,3,3.4,1.0,2.0,0.6,1,0.00,0.01,0.01,0.93,0,0,0,0,0,0,0,65,-7281,83241,4051,11332
550,29,16,1,False,2024-08-31T14:00:00Z,1,1,3,False,30,0,0,0,0,0,0,0,0,0,0,0,3,4.4,10.6,2.0,1.7,0,0.00,0.01,0.01,0.68,0,0,0,0,0,0,0,64,-12372,73088,5169,17541
550,40,15,1,True,2024-09-15T15:30:00Z,1,2,4,False,19,0,0,0,2,0,0,0,0,0,0,0,3,2.4,5.3,0.0,0.8,0,0.00,0.02,0.02,0.50,0,0,0,0,0,0,0,63,-15735,58389,1860,17595
550,41,2,0,False,2024-09-21T14:00:00Z,3,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,63,-7288,52012,1157,8445
550,60,12,1,True,2024-09-28T16:30:00Z,1,2,6,False,22,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.6,2.0,0.3,0,0.00,0.00,0.00,0.15,0,0,0,0,0,0,0,62,-8729,43645,719,9448
550,63,4,1,False,2024-10-05T14:00:00Z,5,3,7,False,33,0,0,0,1,0,0,0,0,0,0,0,2,0.0,2.3,0.0,0.2,0,0.00,0.01,0.01,1.84,0,0,0,0,0,0,0,62,-4642,39494,884,5526
550,80,13,0,True,2024-10-20T13:00:00Z,1,2,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-4969,34877,441,5410
550,84,5,0,False,2024-10-26T14:00:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-3696,31225,72,3768
550,100,7,0,True,2024-11-02T17:30:00Z,2,2,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-2713,28534,40,2753
550,110,17,0,True,2024-11-09T15:00:00Z,2,0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-1346,27250,112,1458
550,115,9,1,False,2024-11-23T15:00:00Z,1,4,12,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.0,0.0,0.1,0,0.00,0.00,0.00,0.06,0,0,0,0,0,0,0,61,-916,26359,152,1068
550,130,3,1,True,2024-11-30T15:00:00Z,2,4,13,False,8,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.5,0.0,0.1,0,0.00,0.00,0.00,0.10,0,0,0,0,0,0,0,61,1558,28186,2111,553
550,134,8,1,False,2024-12-04T19:30:00Z,4,0,14,False,33,0,0,0,1,0,0,0,0,0,0,0,7,4.4,3.0,0.0,0.7,0,0.00,0.01,0.01,0.43,0,0,0,0,0,0,0,61,-18,28267,1039,1057
550,150,19,0,False,2024-12-09T20:00:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-424,27981,698,1122
550,160,10,1,True,2024-12-14T15:00:00Z,1,2,16,False,18,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.1,0,0.00,0.00,0.00,0.22,0,0,0,0,0,0,0,61,-10,28195,1192,1202
550,167,11,1,False,2024-12-22T14:00:00Z,0,3,17,False,16,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0.0,0.1,0,0.00,0.00,0.00,0.45,0,0,0,0,0,0,0,61,-732,27582,520,1252
550,180,14,6,True,2024-12-26T17:30:00Z,2,0,18,False,16,1,0,0,0,0,0,0,0,0,0,0,23,34.8,0.9,19.0,5.5,0,0.55,0.00,0.55,0.14,0,0,0,0,0,0,0,61,-726,26951,391,1117
550,189,18,7,False,2024-12-29T15:00:00Z,2,2,19,False,77,1,0,0,2,0,0,0,0,0,0,0,24,33.4,3.9,13.0,5.0,1,0.06,0.01,0.07,1.42,0,0,0,0,0,0,0,61,1087,28278,1859,772
550,200,16,2,True,2025-01-06T20:00:00Z,0,3,20,False,74,0,0,0,2,0,0,0,0,0,0,0,3,2.2,6.9,15.0,2.4,1,0.16,0.13,0.29,1.14,0,0,0,0,0,0,0,61,8482,37478,11107,2625
550,210,15,1,False,2025-01-15T19:30:00Z,3,0,21,False,45,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.0,8.0,0.8,1,0.00,0.02,0.02,0.66,0,0,0,0,0,0,0,61,-2479,34908,1619,4098
550,213,6,0,False,2025-01-20T20:00:00Z,3,1,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-2383,32710,579,2962
550,230,1,1,True,2025-01-25T15:00:00Z,0,1,23,False,58,0,0,0,1,0,0,0,0,0,0,0,12,17.4,12.3,13.0,4.3,0,0.02,0.02,0.04,0.72,0,0,0,0,0,0,0,61,-2037,30891,537,2574
550,240,2,4,True,2025-02-01T17:30:00Z,2,0,24,False,11,0,1,0,0,0,0,0,0,0,0,0,11,0.0,3.5,0.0,0.3,0,0.00,0.00,0.00,0.26,0,0,0,0,0,0,0,61,-908,30188,711,1619
550,246,12,0,False,2025-02-16T14:00:00Z,2,1,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-1497,28937,311,1808
550,253,3,0,False,2025-02-22T15:00:00Z,0,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-1342,27633,46,1388
550,267,9,0,True,2025-02-25T19:30:00Z,1,2,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-711,26946,34,745
550,280,8,1,True,2025-03-08T20:00:00Z,1,1,28,False,16,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.7,2.0,0.4,0,0.00,0.00,0.00,0.19,0,0,0,0,0,0,0,61,1350,28430,1867,517
550,290,17,0,False,2025-03-15T15:00:00Z,1,2,29,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,7537,45686,8713,1176
550,295,19,0,True,2025-04-01T18:45:00Z,1,0,30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-3118,32915,698,3816
550,306,10,0,False,2025-04-05T14:00:00Z,1,2,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-793,32190,780,1573
550,320,18,1,True,2025-04-13T13:00:00Z,4,2,32,False,7,0,0,0,1,0,0,0,0,0,0,0,3,1.4,0.6,2.0,0.4,0,0.00,0.00,0.00,0.95,0,0,0,0,0,0,0,61,-1728,30451,174,1902
550,328,14,0,False,2025-04-20T13:00:00Z,0,1,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-1144,29299,165,1309
550,340,11,0,True,2025-04-26T14:00:00Z,3,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-482,28969,182,664
550,349,13,1,False,2025-05-02T19:00:00Z,1,0,35,False,5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,2.0,0.2,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,61,-181,28807,229,410
