element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out
524,7,2,1,True,2024-08-17T16:30:00Z,1,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,9,31.2,11.3,2.0,4.5,1,0.00,0.07,0.07,2.03,0,0,0,0,0,0,0,45,0,73980,0,0
524,14,7,12,False,2024-08-24T14:00:00Z,0,2,2,False,90,0,1,1,0,0,0,0,0,0,0,3,40,39.2,21.0,4.0,6.4,1,0.06,0.01,0.07,1.35,0,0,0,0,0,0,0,45,-1895,77290,3315,5210
524,30,13,0,True,2024-08-31T16:30:00Z,1,3,3,False,90,0,0,0,3,0,0,0,1,0,0,0,-5,15.0,0.3,7.0,2.2,1,0.22,0.00,0.22,3.00,0,0,0,0,0,0,0,45,116547,237740,146272,29725
524,35,9,2,False,2024-09-14T14:00:00Z,1,1,4,False,90,0,0,0,1,0,0,0,0,0,0,0,9,15.4,0.7,0.0,1.6,1,0.00,0.00,0.00,1.54,0,0,0,0,0,0,0,45,66062,312203,104370,38308
524,50,6,0,True,2024-09-21T11:30:00Z,0,3,5,False,90,0,0,0,3,0,0,0,1,0,0,0,1,11.2,12.3,0.0,2.4,1,0.00,0.02,0.02,2.19,0,0,0,0,0,0,0,45,881,312218,20080,19199
524,53,4,1,False,2024-09-28T14:00:00Z,1,1,6,False,90,0,0,0,1,0,0,0,1,0,0,0,9,22.0,11.6,0.0,3.4,1,0.00,0.02,0.02,0.37,0,0,0,0,0,0,0,45,-27960,284820,10116,38076
524,70,10,2,True,2024-10-05T14:00:00Z,4,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,13,15.4,0.8,0.0,1.6,1,0.00,0.00,0.00,0.65,0,0,0,0,0,0,0,45,-9110,279291,12322,21432
524,79,18,0,False,2024-10-19T11:30:00Z,4,1,8,False,90,0,0,0,4,0,0,0,0,0,0,0,1,26.4,10.7,0.0,3.7,1,0.00,0.00,0.00,1.92,0,0,0,0,0,0,0,45,-18458,259994,3077,21535
524,90,14,2,True,2024-10-27T14:00:00Z,2,1,9,False,90,0,0,0,1,0,0,0,0,0,0,0,9,26.8,0.4,11.0,3.8,1,0.37,0.00,0.37,2.12,0,0,0,0,0,0,0,45,-18399,242230,1150,19549
524,97,16,1,False,2024-11-02T15:00:00Z,3,0,10,False,90,0,0,0,3,0,0,0,0,0,0,0,3,28.2,1.0,2.0,3.1,1,0.00,0.01,0.01,2.17,0,0,0,0,0,0,0,45,-11001,232433,3377,14378
524,109,8,6,True,2024-11-09T15:00:00Z,0,0,11,False,90,0,0,1,0,0,0,0,0,0,0,0,25,21.2,1.4,0.0,2.3,1,0.00,0.01,0.01,1.11,0,0,0,0,0,0,0,45,-6141,227181,7593,13734
524,119,15,6,False,2024-11-25T20:00:00Z,0,2,12,False,90,0,0,1,0,0,0,0,0,0,0,0,31,27.8,0.7,0.0,2.9,1,0.00,0.00,0.00,1.69,0,0,0,0,0,0,0,45,-11501,215869,2083,13584
