element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out
346,9,6,3,False,2024-08-18T15:30:00Z,0,2,1,False,90,0,0,1,0,0,0,0,0,0,0,0,20,12.8,23.3,29.0,6.5,1,0.13,0.09,0.22,1.01,0,0,0,0,0,0,0,65,0,280527,0,0
346,17,10,2,True,2024-08-24T14:00:00Z,4,1,2,False,70,0,0,0,1,0,0,0,0,0,0,0,14,10.4,26.6,6.0,4.3,1,0.00,0.44,0.44,0.29,0,0,0,0,0,0,0,65,139711,494364,174178,34467
346,30,19,2,False,2024-08-31T16:30:00Z,1,3,3,False,67,0,0,0,1,0,0,0,0,0,0,0,21,13.6,36.2,21.0,7.1,1,0.05,0.23,0.28,0.29,0,0,0,0,0,0,0,65,-76263,425024,52587,128850
346,37,4,0,True,2024-09-14T14:00:00Z,2,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,65,-72245,366083,33235,105480
346,47,1,2,True,2024-09-22T15:30:00Z,2,2,5,False,69,0,0,0,2,0,0,0,0,0,0,0,9,6.4,20.1,11.0,3.8,1,0.05,0.06,0.11,0.60,0,0,0,0,0,0,0,65,-77383,292835,6351,83734
346,58,15,1,False,2024-09-28T11:30:00Z,1,1,6,False,9,0,0,0,0,0,0,0,0,0,0,0,2,1.4,1.3,0.0,0.3,0,0.00,0.01,0.01,0.00,0,0,0,0,0,0,0,64,-40244,257268,12343,52587
346,69,9,6,True,2024-10-05T14:00:00Z,3,2,7,False,28,1,0,0,1,0,0,0,0,0,0,0,24,34.0,4.2,7.0,4.5,0,0.06,0.00,0.06,0.86,0,0,0,0,0,0,0,64,-32731,227660,8298,41029
346,80,20,5,False,2024-10-20T13:00:00Z,1,2,8,False,65,0,1,0,1,0,0,0,0,0,0,0,24,27.0,29.4,44.0,10.0,1,0.11,0.21,0.32,0.97,0,0,0,0,0,0,0,63,7999,240710,24026,16027
346,89,17,0,True,2024-10-26T14:00:00Z,1,0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,63,-15195,225869,18608,33803
346,91,3,1,False,2024-11-02T15:00:00Z,2,1,10,False,5,0,0,0,0,0,0,0,0,0,0,0,6,7.0,11.0,25.0,4.3,0,0.04,0.01,0.05,0.00,0,0,0,0,0,0,0,63,-51291,174267,225,51516
346,102,5,0,False,2024-11-09T17:30:00Z,2,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,63,-2451,174531,6361,8812
346,118,18,0,True,2024-11-23T17:30:00Z,0,4,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,63,-11304,163554,1575,12879
346,125,12,1,False,2024-12-01T16:00:00Z,2,0,13,False,33,0,0,0,1,0,0,0,0,0,0,0,9,10.6,13.2,15.0,3.9,0,0.04,0.03,0.07,1.07,0,0,0,0,0,0,0,63,-8072,155835,186,8258
346,138,16,13,True,2024-12-04T19:30:00Z,3,0,14,False,89,1,1,1,0,0,0,0,0,0,0,2,45,59.2,20.4,42.0,12.2,1,0.19,0.24,0.43,1.04,0,0,0,0,0,0,0,62,2111,158809,6980,4869
346,143,7,1,False,2024-12-07T15:00:00Z,2,2,15,False,11,0,0,0,0,0,0,0,0,0,0,0,3,6.4,1.3,2.0,1.0,0,0.00,0.01,0.01,0.11,0,0,0,0,0,0,0,62,50150,213703,54983,4833
346,156,14,3,True,2024-12-15T16:30:00Z,1,2,16,False,76,0,0,1,0,0,0,0,0,0,0,0,7,10.6,20.4,13.0,4.4,1,0.02,0.07,0.09,0.67,0,0,0,0,0,0,0,62,-17362,193868,7765,25127
346,161,2,1,False,2024-12-21T12:30:00Z,2,1,17,False,6,0,0,0,0,0,0,0,0,0,0,0,6,2.0,1.0,0.0,0.3,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,62,-8929,186491,6941,15870
346,176,8,5,True,2024-12-26T12:30:00Z,1,1,18,False,74,0,1,0,1,0,0,0,0,0,0,0,18,28.0,28.1,10.0,6.6,1,0.00,0.09,0.09,0.51,0,0,0,0,0,0,0,62,-7578,179908,8210,15788
346,187,11,0,False,2024-12-29T14:30:00Z,0,2,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,62,8604,189898,16773,8169
346,197,19,0,True,2025-01-04T15:00:00Z,4,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,62,-13759,176425,5110,18869
346,202,4,0,False,2025-01-14T19:30:00Z,2,2,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,62,-12367,165189,4245,16612
346,215,10,12,False,2025-01-19T16:30:00Z,0,6,22,False,90,1,1,1,0,0,0,0,0,0,0,1,50,67.6,38.2,48.0,15.4,1,0.08,0.30,0.38,0.58,0,0,0,0,0,0,0,62,-5770,160059,2516,8286
346,227,6,0,True,2025-01-25T17:30:00Z,3,1,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,62,-3676,157165,7340,11016
346,231,1,0,False,2025-02-02T16:30:00Z,5,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,62,-10242,146834,60,10302
346,247,15,1,True,2025-02-15T15:00:00Z,4,0,25,False,14,0,0,0,0,0,0,0,0,0,0,0,2,3.2,11.4,2.0,1.7,0,0.00,0.02,0.02,0.00,0,0,0,0,0,0,0,62,-4137,143123,668,4805
346,258,12,2,True,2025-02-23T16:30:00Z,0,2,26,False,90,0,0,0,2,0,0,0,0,0,0,0,23,21.2,30.3,44.0,9.6,1,0.06,0.12,0.18,0.71,0,0,0,0,0,0,0,62,-697,142925,944,1641
346,265,18,3,False,2025-02-26T19:30:00Z,0,1,27,False,90,0,0,1,0,0,0,0,0,0,0,0,24,14.0,28.8,25.0,6.8,1,0.08,0.33,0.41,1.09,0,0,0,0,0,0,0,62,1918,145323,3042,1124
346,277,16,2,False,2025-03-08T12:30:00Z,1,0,28,False,90,0,0,0,1,0,0,0,0,0,0,0,18,20.2,17.3,22.0,6.0,1,0.06,0.05,0.11,0.73,0,0,0,0,0,0,0,62,10440,157101,12515,2075
346,288,5,1,True,2025-03-15T15:00:00Z,2,2,29,False,90,0,0,0,2,0,0,0,1,0,0,0,9,15.2,3.6,12.0,3.1,1,0.00,0.14,0.14,2.04,0,0,0,0,0,0,0,62,13772,182879,17567,3795
346,298,11,3,True,2025-04-02T18:45:00Z,2,0,30,False,77,0,0,1,0,0,0,0,0,0,0,0,14,10.8,34.3,18.0,6.3,1,0.00,0.59,0.59,0.02,0,0,0,0,0,0,0,62,5517,177775,14082,8565
346,308,14,1,False,2025-04-06T15:30:00Z,0,0,31,False,33,0,0,0,0,0,0,0,0,0,0,0,9,3.2,0.7,0.0,0.4,0,0.00,0.01,0.01,0.50,0,0,0,0,0,0,0,62,-4579,173044,3103,7682
346,316,7,1,True,2025-04-12T11:30:00Z,5,2,32,False,3,0,0,0,0,0,0,0,0,0,0,0,4,0.2,1.0,5.0,0.6,0,0.07,0.00,0.07,0.00,0,0,0,0,0,0,0,62,-1663,171636,4720,6383
