element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out
281,4,12,1,True,2024-08-17T11:30:00Z,0,2,1,False,25,0,0,0,1,0,0,0,0,0,0,0,3,3.2,0.9,2.0,0.6,0,0.02,0.01,0.03,1.21,0,0,0,0,0,0,0,50,0,2848,0,0
281,17,13,1,False,2024-08-24T14:00:00Z,4,1,2,False,18,0,0,0,1,0,0,0,0,0,0,0,5,7.0,0.0,0.0,0.7,0,0.00,0.00,0.00,0.15,0,0,0,0,0,0,0,50,-345,3140,121,466
281,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,49,-310,3107,197,507
281,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,49,-122,3218,399,521
281,48,17,0,False,2024-09-21T14:00:00Z,1,1,5,False,29,0,0,0,0,0,0,0,1,0,0,0,-1,2.6,4.3,0.0,0.7,0,0.00,0.00,0.00,0.39,0,0,0,0,0,0,0,49,-173,3132,90,263
281,56,2,1,True,2024-09-29T13:00:00Z,2,2,6,False,21,0,0,0,0,0,0,0,0,0,0,0,4,3.2,1.0,7.0,1.1,0,0.03,0.03,0.06,0.15,0,0,0,0,0,0,0,49,-174,3028,76,250
281,70,19,1,False,2024-10-05T14:00:00Z,4,1,7,False,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.1,1.0,0.1,0,0.04,0.00,0.04,0.17,0,0,0,0,0,0,0,49,-115,2980,106,221
281,73,8,0,True,2024-10-19T14:15:00Z,0,2,8,False,19,0,0,0,0,0,0,0,1,0,0,0,-2,1.6,1.3,11.0,1.4,0,0.22,0.06,0.28,0.56,0,0,0,0,0,0,0,48,-10,3053,148,158
281,83,4,0,False,2024-10-26T14:00:00Z,4,3,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-38,3044,92,130
281,93,11,0,True,2024-11-02T15:00:00Z,1,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-319,2723,45,364
281,108,18,0,False,2024-11-10T14:00:00Z,1,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-176,2561,12,188
281,116,14,1,True,2024-11-24T16:30:00Z,1,1,12,False,25,0,0,0,0,0,0,0,0,0,0,0,3,4.8,1.5,0.0,0.6,0,0.00,0.00,0.00,0.19,0,0,0,0,0,0,0,48,-100,2463,16,116
