element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
530,7,2,5,True,2024-08-17T16:30:00Z,1,2,1,False,90,0,1,0,2,0,0,0,0,0,0,0,8,3.4,20.8,35.0,5.9,1,1.10,0.12,1.22,2.03,50,0,210697,0,0
530,14,7,8,False,2024-08-24T14:00:00Z,0,2,2,False,77,1,0,1,0,0,0,0,1,0,0,1,28,36.0,14.8,33.0,8.4,1,0.15,0.10,0.25,1.32,50,9279,237434,22938,13659
530,30,13,1,True,2024-08-31T16:30:00Z,1,3,3,False,13,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.5,8.0,0.7,0,0.13,0.08,0.21,0.76,50,69691,326006,113077,43386
530,35,9,1,False,2024-09-14T14:00:00Z,1,1,4,False,45,0,0,0,1,0,0,0,0,0,0,0,1,1.4,0.7,8.0,1.0,1,0.07,0.00,0.07,0.78,50,3390,332326,51985,48595
530,50,6,0,True,2024-09-21T11:30:00Z,0,3,5,False,52,0,0,0,1,0,0,0,1,0,0,0,9,13.0,12.7,21.0,4.7,0,0.06,0.13,0.19,1.26,50,-21052,311866,10799,31851
530,53,4,10,False,2024-09-28T14:00:00Z,1,1,6,False,90,1,0,0,1,0,0,0,0,0,0,3,34,58.0,44.4,31.0,13.3,1,0.22,0.08,0.30,0.37,50,-49555,262770,6057,55612
530,70,10,2,True,2024-10-05T14:00:00Z,4,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,12,16.2,13.8,14.0,4.4,1,0.38,0.01,0.39,0.65,50,51114,320395,65617,14503
530,79,18,1,False,2024-10-19T11:30:00Z,4,1,8,False,60,0,0,0,4,0,0,0,1,0,0,0,2,12.0,2.3,2.0,1.6,1,0.00,0.02,0.02,1.51,50,-12396,306248,16091,28487
530,90,14,1,True,2024-10-27T14:00:00Z,2,1,9,False,45,0,0,0,1,0,0,0,0,0,0,0,4,8.0,2.4,12.0,2.2,0,0.02,0.01,0.03,0.63,50,-18626,288168,6663,25289
530,97,16,0,False,2024-11-02T15:00:00Z,3,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-18709,270223,8672,27381
530,109,8,3,True,2024-11-09T15:00:00Z,0,0,11,False,90,0,0,1,0,0,0,0,0,0,0,0,12,11.2,4.3,2.0,1.8,1,0.00,0.11,0.11,1.11,50,-30645,239519,3355,34000
530,119,15,10,False,2024-11-25T20:00:00Z,0,2,12,False,90,1,0,1,0,0,0,0,0,0,0,2,35,52.4,2.4,36.0,9.1,1,0.31,0.00,0.31,1.69,49,-21128,219120,2842,23970
530,129,1,1,True,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,5,0,0,0,1,0,0,0,8,15.2,1.4,35.0,5.2,1,0.08,0.01,0.09,3.60,49,-1898,218107,10941,12839
530,137,11,2,False,2024-12-03T20:15:00Z,3,1,14,False,61,0,0,0,2,0,0,0,0,0,0,0,2,0.0,11.8,25.0,3.2,1,0.19,0.06,0.25,1.10,49,-1754,217224,12121,13875
530,150,20,9,True,2024-12-09T20:00:00Z,2,1,15,False,90,1,0,0,1,0,0,0,0,0,0,2,22,30.4,0.9,25.0,5.6,1,0.11,0.01,0.12,1.63,49,-4793,212445,8234,13027
530,152,3,2,False,2024-12-16T20:00:00Z,1,1,16,False,90,0,0,0,1,0,0,0,0,0,0,0,14,20.4,4.9,5.0,3.0,1,0.05,0.01,0.06,1.91,49,14749,228793,24836,10087
530,170,5,2,True,2024-12-21T15:00:00Z,1,1,17,False,90,0,0,0,1,0,0,0,0,0,0,0,6,5.6,11.7,8.0,2.5,1,0.12,0.01,0.13,0.94,49,1499,230341,15088,13589
530,179,17,2,False,2024-12-26T15:00:00Z,0,1,18,False,90,0,0,1,0,0,0,0,1,0,0,0,7,9.6,14.0,4.0,2.8,1,0.00,0.18,0.18,1.40,49,-4529,226536,13701,18230
530,190,12,0,True,2024-12-29T17:15:00Z,0,5,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-41708,183736,1709,43417
530,197,13,5,False,2025-01-04T15:00:00Z,4,1,20,False,90,0,1,0,4,0,0,0,0,0,0,0,16,20.6,16.8,27.0,6.4,1,0.39,0.06,0.45,1.91,49,-10242,174899,7416,17658
530,207,9,6,True,2025-01-14T19:30:00Z,3,2,21,False,90,1,0,0,2,0,0,0,1,0,0,0,23,39.4,1.3,17.0,5.8,1,0.31,0.00,0.31,1.90,49,5602,181599,14635,9033
