element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
379,1,9,0,True,2024-08-16T19:00:00Z,1,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,1453,0,0
379,13,5,0,False,2024-08-24T11:30:00Z,2,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-404,1100,41,445
379,27,12,0,True,2024-09-01T15:00:00Z,0,3,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-155,976,38,193
379,38,17,0,False,2024-09-14T11:30:00Z,0,3,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-81,946,36,117
379,43,7,0,False,2024-09-21T16:30:00Z,0,0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-32,918,27,59
379,57,18,0,True,2024-09-29T15:30:00Z,0,3,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-16,912,33,49
379,62,2,0,False,2024-10-06T13:00:00Z,0,0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-22,904,22,44
379,75,4,0,True,2024-10-19T14:00:00Z,2,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-18,901,28,46
379,90,19,0,False,2024-10-27T14:00:00Z,2,1,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-15,889,19,34
379,95,6,0,True,2024-11-03T16:30:00Z,1,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-14,880,13,27
379,106,11,0,True,2024-11-10T14:00:00Z,3,0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-18,863,15,33
379,116,10,0,False,2024-11-24T16:30:00Z,1,1,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,50,925,86,36
379,126,8,0,True,2024-12-01T13:30:00Z,4,0,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,124,1091,171,47
379,131,1,0,False,2024-12-04T20:15:00Z,2,0,14,False,45,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1.7,0.0,0.4,1,0.00,0.01,0.01,0.23,44,99,1275,191,92
379,148,16,0,True,2024-12-07T17:30:00Z,2,3,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,633,2044,760,127
379,156,13,0,False,2024-12-15T16:30:00Z,1,2,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,14,2160,305,291
379,168,3,1,True,2024-12-22T14:00:00Z,0,3,17,False,45,0,0,0,1,0,0,0,0,0,0,0,-3,0.0,12.1,0.0,1.0,1,0.00,0.01,0.01,0.18,44,-53,2209,217,270
379,180,20,0,False,2024-12-26T17:30:00Z,2,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-17,2264,186,203
379,188,15,0,True,2024-12-30T20:00:00Z,0,2,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-109,2185,75,184
379,196,12,0,False,2025-01-05T16:30:00Z,2,2,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-169,2085,65,234
