element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
313,4,10,1,False,2024-08-17T11:30:00Z,0,2,1,False,13,0,0,0,0,0,0,0,0,0,0,0,3,7.4,1.9,40.0,4.9,0,0.24,0.02,0.26,0.04,50,0,54579,0,0
313,16,4,1,True,2024-08-25T15:30:00Z,2,0,2,False,18,0,0,0,0,0,0,0,0,0,0,0,4,2.6,1.7,2.0,0.6,0,0.00,0.01,0.01,0.00,50,-7152,54482,2833,9985
313,27,14,1,False,2024-09-01T15:00:00Z,0,3,3,False,14,0,0,0,0,0,0,0,0,0,0,0,3,3.6,1.3,4.0,0.9,0,0.00,0.11,0.11,0.53,49,-8087,48658,2067,10154
313,36,16,1,True,2024-09-14T14:00:00Z,0,1,4,False,30,0,0,0,1,0,0,0,0,0,0,0,1,4.2,1.6,6.0,1.2,0,0.00,0.01,0.01,0.30,49,-7270,42910,1579,8849
313,46,3,0,True,2024-09-21T14:00:00Z,3,0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-3134,40693,844,3978
313,60,20,0,False,2024-09-28T16:30:00Z,1,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-4070,37168,690,4760
313,66,7,0,False,2024-10-05T11:30:00Z,0,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-2867,34969,678,3545
313,74,6,0,True,2024-10-20T15:30:00Z,2,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-2174,33361,424,2598
313,81,1,0,False,2024-10-27T16:30:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-2494,30965,122,2616
313,94,5,1,True,2024-11-02T15:00:00Z,2,1,10,False,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-2408,28651,188,2596
313,105,2,6,True,2024-11-09T20:00:00Z,2,0,11,False,65,0,0,1,0,0,0,0,0,0,0,0,25,8.6,1.7,0.0,1.0,0,0.00,0.01,0.01,1.23,47,-766,28243,326,1092
313,120,17,0,False,2024-11-24T14:00:00Z,2,3,12,False,90,0,0,0,2,0,0,0,1,0,0,0,0,7.6,6.5,24.0,3.8,1,0.17,0.03,0.20,1.28,47,29005,60413,31027,2022
313,125,13,0,True,2024-12-01T16:00:00Z,2,0,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-5806,52285,4823,10629
313,139,15,0,False,2024-12-04T19:30:00Z,3,3,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-12226,40181,914,13140
313,155,9,0,True,2024-12-14T15:00:00Z,2,2,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-4157,29281,82,4239
