element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
422,6,3,1,True,2024-08-17T14:00:00Z,1,1,1,False,53,0,0,0,0,0,0,0,0,0,0,0,4,5.2,2.1,1.0,0.8,1,0.02,0.02,0.04,0.55,45,0,112193,0,0
422,18,17,9,False,2024-08-24T14:00:00Z,0,1,2,False,90,0,0,1,0,0,0,0,0,0,0,3,37,20.4,13.5,2.0,3.6,1,0.00,0.09,0.09,0.14,45,-23855,90573,986,24841
422,29,20,2,True,2024-08-31T14:00:00Z,1,1,3,False,90,0,0,0,1,0,0,0,0,0,0,0,10,11.6,17.0,1.0,3.0,1,0.01,0.11,0.12,0.74,44,85318,196208,118711,33393
422,36,12,8,False,2024-09-14T14:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,2,28,13.4,1.4,0.0,1.5,1,0.00,0.01,0.01,0.94,44,23990,219309,71745,47755
422,42,5,0,False,2024-09-22T13:00:00Z,2,2,5,False,90,0,0,0,2,0,0,0,1,0,0,0,-5,17.2,0.5,0.0,1.8,1,0.00,0.00,0.00,0.94,45,270347,512569,288860,18513
422,59,9,2,True,2024-09-28T14:00:00Z,0,1,6,False,90,0,0,0,1,0,0,0,0,0,0,0,10,26.2,17.0,0.0,4.3,1,0.00,0.31,0.31,1.33,45,126961,639123,226576,99615
422,65,6,2,False,2024-10-06T13:00:00Z,1,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,16,19.8,16.2,4.0,4.0,1,0.01,0.09,0.10,2.27,45,-17062,619903,39405,56467
422,77,7,6,True,2024-10-21T19:00:00Z,1,0,8,False,90,0,0,1,0,0,0,0,0,0,0,0,28,11.6,7.4,0.0,1.9,1,0.00,0.04,0.04,1.12,45,35594,662174,65801,30207
422,88,11,2,False,2024-10-25T19:00:00Z,1,3,9,False,90,0,0,0,1,0,0,0,0,0,0,0,17,20.6,5.7,2.0,2.8,1,0.00,0.02,0.02,0.76,45,61109,727605,78706,17597
422,97,19,15,True,2024-11-02T15:00:00Z,3,0,10,False,88,1,0,1,0,0,0,0,0,0,0,3,44,49.6,12.7,11.0,7.3,1,0.07,0.03,0.10,0.13,46,62310,793830,91130,28820
422,107,15,1,True,2024-11-10T14:00:00Z,1,3,11,False,90,0,0,0,3,0,0,0,0,0,0,0,3,8.8,3.9,6.0,1.9,1,0.00,0.06,0.06,1.70,47,425610,1245732,439284,13674
422,111,1,0,False,2024-11-23T15:00:00Z,3,0,12,False,90,0,0,0,3,0,0,0,1,0,0,0,-5,11.8,3.3,0.0,1.5,1,0.00,0.01,0.01,1.19,48,60196,1291471,163019,102823
422,127,10,8,True,2024-11-30T15:00:00Z,1,0,13,False,90,0,0,1,0,0,0,0,0,0,0,2,34,22.8,1.8,0.0,2.5,1,0.00,0.01,0.01,0.59,48,145393,1463076,184947,39554
422,138,13,1,False,2024-12-04T19:30:00Z,3,0,14,False,62,0,0,0,3,0,0,0,0,0,0,0,1,12.6,5.6,2.0,2.0,1,0.00,0.28,0.28,2.10,49,98346,1552817,156655,58309
422,148,14,1,False,2024-12-07T17:30:00Z,2,3,15,False,90,0,0,0,2,0,0,0,0,0,0,0,7,14.2,15.9,2.0,3.2,1,0.00,0.05,0.05,1.60,49,-7121,1543235,66030,73151
422,158,2,2,True,2024-12-14T17:30:00Z,2,1,16,False,90,0,0,0,1,0,0,0,0,0,0,0,8,7.8,12.4,0.0,2.0,1,0.00,0.01,0.01,0.42,49,56089,1611154,113432,57343
422,162,4,15,False,2024-12-21T15:00:00Z,0,2,17,False,90,1,0,1,0,0,0,0,0,0,0,3,38,49.0,2.4,22.0,7.3,1,0.21,0.01,0.22,0.72,49,3181,1617290,77302,74121
422,178,18,6,True,2024-12-26T15:00:00Z,1,0,18,False,90,0,0,1,0,0,0,0,0,0,0,0,17,8.4,1.5,4.0,1.4,1,0.24,0.01,0.25,0.90,50,291707,1928356,319932,28225
422,184,8,8,False,2024-12-29T15:00:00Z,0,2,19,False,90,0,0,1,0,0,0,0,0,0,0,2,28,11.4,1.0,0.0,1.2,1,0.00,0.00,0.00,0.89,51,325871,2264898,343687,17816
422,200,20,6,False,2025-01-06T20:00:00Z,0,3,20,False,90,0,0,1,0,0,0,0,0,0,0,0,30,15.0,0.9,2.0,1.8,1,0.00,0.01,0.01,1.57,52,394418,2675890,443800,49382
