id,isResult,h,a,goals,xG,datetime,forecast
18202,True,78,83,"{'h': '0', 'a': '2'}","{'h': '1.20637', 'a': '1.43601'}",2022-08-05 19:00:00,"{'w': '0.2864', 'd': '0.2912', 'l': '0.4224'}"
18203,True,228,87,"{'h': '2', 'a': '2'}","{'h': '1.26822', 'a': '2.34111'}",2022-08-06 11:30:00,"{'w': '0.1225', 'd': '0.2133', 'l': '0.6642'}"
18204,True,73,71,"{'h': '2', 'a': '0'}","{'h': '0.588341', 'a': '0.488895'}",2022-08-06 14:00:00,"{'w': '0.3213', 'd': '0.4397', 'l': '0.239'}"
18205,True,245,229,"{'h': '2', 'a': '1'}","{'h': '0.88917', 'a': '1.10119'}",2022-08-06 14:00:00,"{'w': '0.2798', 'd': '0.3166', 'l': '0.4036'}"
18206,True,86,249,"{'h': '2', 'a': '0'}","{'h': '1.8591', 'a': '0.235825'}",2022-08-06 14:00:00,"{'w': '0.8023', 'd': '0.1695', 'l': '0.0282'}"
18207,True,82,74,"{'h': '4', 'a': '1'}","{'h': '1.6172', 'a': '0.386546'}",2022-08-06 14:00:00,"{'w': '0.7002', 'd': '0.2209', 'l': '0.0789'}"
18208,True,72,80,"{'h': '0', 'a': '1'}","{'h': '0.541983', 'a': '1.92315'}",2022-08-06 16:30:00,"{'w': '0.06', 'd': '0.1717', 'l': '0.7683'}"
18209,True,89,220,"{'h': '1', 'a': '2'}","{'h': '1.42103', 'a': '1.7289'}",2022-08-07 13:00:00,"{'w': '0.281', 'd': '0.269', 'l': '0.45'}"
18210,True,75,244,"{'h': '2', 'a': '2'}","{'h': '0.455695', 'a': '0.931067'}",2022-08-07 13:00:00,"{'w': '0.1615', 'd': '0.3491', 'l': '0.4894'}"
18211,True,81,88,"{'h': '0', 'a': '2'}","{'h': '0.246188', 'a': '2.58739'}",2022-08-07 15:30:00,"{'w': '0.0083', 'd': '0.0551', 'l': '0.9366'}"
18212,True,71,72,"{'h': '2', 'a': '1'}","{'h': '2.66696', 'a': '1.37507'}",2022-08-13 11:30:00,"{'w': '0.7131', 'd': '0.1861', 'l': '0.1008'}"
18213,True,220,86,"{'h': '0', 'a': '0'}","{'h': '1.60835', 'a': '0.183952'}",2022-08-13 14:00:00,"{'w': '0.791', 'd': '0.1797', 'l': '0.0293'}"
