goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,43,DC,Clermont Foot,Lyon,2,1,2023-05-14,19989,2022,596816,0,0,0,0,0,0.06336431950330734,0.06336431950330734
1,2,0.39794421195983887,90,DC,Lyon,Montpellier,5,4,2023-05-07,19984,2022,595410,0,0,0,1,0.39794421195983887,1.221121072769165,1.221121072769165
0,0,0,90,DC,Strasbourg,Lyon,1,2,2023-04-30,19973,2022,593520,0,0,0,0,0,0,0
0,0,0,90,DC,Lyon,Marseille,1,2,2023-04-23,19965,2022,591228,0,0,0,0,0,0.9385048747062683,0.9385048747062683
0,0,0,90,DC,Toulouse,Lyon,1,2,2023-04-14,19957,2022,588012,0,0,0,0,0,0.519294023513794,0.519294023513794
0,0,0,90,DC,Paris Saint Germain,Lyon,0,1,2023-04-02,19935,2022,585807,0,0,0,0,0,0.06595169752836227,0.06595169752836227
0,1,0.012780499644577503,90,DC,Lyon,Nantes,1,1,2023-03-17,19921,2022,582639,0,0,0,0,0.012780499644577503,0.34260499477386475,0.34260499477386475
0,0,0,90,DC,Lille,Lyon,3,3,2023-03-10,19915,2022,580840,0,0,0,0,0,0,0
0,0,0,90,DC,Lyon,Lorient,0,0,2023-03-05,19900,2022,580337,0,0,0,0,0,0.5438730120658875,0.5438730120658875
0,0,0,90,DC,Angers,Lyon,1,3,2023-02-25,19890,2022,577966,0,0,0,0,0,0,0
0,0,0,90,DC,Auxerre,Lyon,2,1,2023-02-17,19878,2022,576056,0.027390599250793457,0,1,0,0,0.05394979938864708,0.05394979938864708
0,0,0,90,DC,Lyon,Lens,2,1,2023-02-12,19875,2022,575734,0,0,0,0,0,0,0
0,1,0.01289219968020916,86,DC,Troyes,Lyon,1,3,2023-02-04,19867,2022,573569,0,0,0,0,0.01289219968020916,0,0
0,7,0.3786959946155548,90,DC,Lyon,Brest,0,0,2023-02-01,19853,2022,572751,0.578220009803772,0,1,0,0.3786959946155548,0.5143970251083374,0.4968569874763489
0,0,0,78,DC,Ajaccio,Lyon,0,2,2023-01-29,19838,2022,572244,0,0,0,0,0,0.6040289998054504,0.6040289998054504
0,2,0.08432099968194962,90,DC,Lyon,Strasbourg,1,2,2023-01-14,19832,2022,569110,0,0,0,0,0.08432099968194962,0.7518619894981384,0.7518619894981384
0,0,0,90,DC,Nantes,Lyon,0,0,2023-01-11,19822,2022,568241,0,0,0,0,0,0.08760509639978409,0.08760509639978409
0,1,0.08898939937353134,90,DC,Torpedo Moscow,Zenit St. Petersburg,0,2,2022-11-12,20159,2022,564243,0,0,0,0,0.08898939937353134,0.5835679769515991,0.5835679769515991
0,1,0.03843940049409866,90,DC,Zenit St. Petersburg,FK Akhmat,1,2,2022-11-05,20152,2022,561569,0.08017069846391678,0,1,0,0.03843940049409866,0.22822700440883636,0.22822700440883636
