goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,DC,Swansea,Stoke,1,2,2018-05-13,7491,2017,240080,0,0,0,0,0,0,0
0,2,0.12601600587368011,90,DC,Stoke,Crystal Palace,1,2,2018-05-05,7481,2017,237180,0,0,0,0,0.12601600587368011,0.12601600587368011,0
0,1,0.5643969774246216,90,DC,Liverpool,Stoke,0,0,2018-04-28,7472,2017,235532,0,0,0,0,0.5643969774246216,0.5643969774246216,0
0,1,0.06417849659919739,90,DC,Stoke,Burnley,1,1,2018-04-22,7466,2017,234766,0,0,0,0,0.06417849659919739,0,0
0,0,0,90,DC,West Ham,Stoke,1,1,2018-04-16,7458,2017,233195,0,0,0,0,0,0.08917900174856186,0.08917900174856186
0,2,0.13822700083255768,90,DC,Stoke,Tottenham,1,2,2018-04-07,7446,2017,230433,0,0,0,0,0.13822700083255768,0.06256300210952759,0
0,1,0.010830899700522423,90,DC,Arsenal,Stoke,3,0,2018-04-01,7429,2017,226988,0,0,0,0,0.010830899700522423,0,0
0,0,0,90,DC,Stoke,Everton,1,2,2018-03-17,7425,2017,223986,0,0,0,0,0,0.10489799827337265,0.10489799827337265
0,0,0,90,DC,Stoke,Brighton,1,1,2018-02-10,7385,2017,215217,0,0,0,0,0,0.03254469856619835,0.03254469856619835
0,0,0,90,DC,Bournemouth,Stoke,2,1,2018-02-03,7370,2017,214822,0,0,0,0,0,0.04540739953517914,0.04540739953517914
0,1,0.023701300844550133,90,DC,Stoke,Watford,0,0,2018-01-31,7368,2017,215545,0,0,0,0,0.023701300844550133,0,0
0,1,0.013301399536430836,90,DC,Stoke,Huddersfield,2,0,2018-01-20,7356,2017,209254,0,0,0,0,0.013301399536430836,0.12821699678897858,0.12821699678897858
0,1,0.01745709963142872,31,DC,Huddersfield,Stoke,1,1,2017-12-26,7312,2017,205652,0,0,0,0,0.01745709963142872,0,0
0,0,0,90,DC,Stoke,West Bromwich Albion,3,1,2017-12-23,7306,2017,205445,0,0,0,0,0,0,0
0,4,0.5931649804115295,90,DC,Stoke,West Ham,0,3,2017-12-16,7297,2017,202699,0,0,0,0,0.5931649804115295,0.5121939778327942,0.018056200817227364
0,0,0,90,DC,Burnley,Stoke,1,0,2017-12-12,7279,2017,202630,0,0,0,0,0,0.10783900320529938,0.10783900320529938
