goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,2,0.7558940052986145,21,Sub,Real Madrid,Real Valladolid,6,0,2023-04-02,19226,2022,585552,0,0,0,0,0.7558940052986145,0.2461089938879013,0.2461089938879013
0,0,0,67,DR,Cadiz,Real Madrid,1,1,2022-05-15,17502,2021,536513,0.02082669921219349,0,1,0,0,0.02082669921219349,0.02082669921219349
0,0,0,90,DC,Real Madrid,Levante,6,0,2022-05-12,17490,2021,535039,0,0,0,0,0,0.799472987651825,0.799472987651825
0,0,0,90,DC,Atletico Madrid,Real Madrid,1,0,2022-05-08,17477,2021,534160,0,0,0,0,0,0.15664200484752655,0.15664200484752655
0,0,0,90,DC,Real Madrid,Espanyol,4,0,2022-04-30,17471,2021,530584,0,0,0,0,0,0.10223100334405899,0.10223100334405899
0,0,0,6,Sub,Granada,Real Madrid,1,4,2021-11-21,17270,2021,496565,0,0,0,0,0,0,0
0,0,0,46,DC,Granada,Getafe,0,0,2021-05-23,15150,2020,473533,0,0,0,0,0,0,0
0,0,0,83,DC,Granada,Eibar,4,1,2021-04-22,15083,2020,464884,0,0,0,0,0,0,0
0,0,0,90,DC,Real Valladolid,Granada,1,2,2021-04-11,15076,2020,462191,0,0,0,0,0,0.016811499372124672,0.016811499372124672
0,0,0,28,Sub,Granada,Villarreal,0,3,2021-04-03,15061,2020,459195,0,0,0,0,0,0.06873790174722672,0.06873790174722672
0,0,0,1,Sub,Granada,Elche,2,1,2021-02-28,15023,2020,453304,0,0,0,0,0,0,0
0,0,0,90,DC,Granada,Atletico Madrid,1,2,2021-02-13,15003,2020,448852,0,0,0,0,0,0.12273299694061279,0.12273299694061279
0,0,0,90,DC,Levante,Granada,2,2,2021-02-06,14993,2020,447406,0,0,0,0,0,0.5791789889335632,0.5791789889335632
0,0,0,90,DC,Granada,Celta Vigo,0,0,2021-01-31,14983,2020,446506,0,0,0,0,0,0.05063670128583908,0.05063670128583908
0,0,0,50,DMC,Osasuna,Granada,3,1,2021-01-24,14977,2020,444494,0,0,0,0,0,0,0
0,0,0,1,Sub,Villarreal,Granada,2,2,2021-01-20,14967,2020,443683,0,0,0,0,0,0,0
0,0,0,32,Sub,Granada,Barcelona,0,4,2021-01-09,14951,2020,440949,0.08390440046787262,0,1,0,0,0.08390440046787262,0.08390440046787262
0,0,0,90,DC,Eibar,Granada,2,0,2021-01-03,14940,2020,439835,0,0,0,0,0,0,0
0,0,0,1,Sub,Granada,Valencia,2,1,2020-12-30,14931,2020,438646,0,0,0,0,0,0,0
0,1,0.10898099839687347,88,DC,Real Madrid,Granada,2,0,2020-12-23,14921,2020,437601,0,0,0,0,0.10898099839687347,0,0
0,0,0,83,DC,Celta Vigo,Granada,3,1,2020-11-29,14877,2020,430644,0,0,0,0,0,0,0
