goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.023732999339699745,88,DMC,PFC Sochi,FC Krasnodar,1,2,2021-12-05,16269,2021,500820,0.06179669871926308,0,1,0,0.023732999339699745,0.2817409932613373,0.19621099531650543
0,4,0.8819419741630554,90,DMC,Khimki,FC Krasnodar,3,3,2021-11-27,16263,2021,497508,0.05374690145254135,0,1,0,0.12766699492931366,0.8018400073051453,0.6696370244026184
1,2,0.7738990187644958,90,DMC,FC Krasnodar,Spartak Moscow,2,1,2021-11-20,16250,2021,495878,0.031265001744031906,0,1,0,0.01962359994649887,0.05088860169053078,0
0,4,0.055990301072597504,90,DMC,Dinamo Moscow,FC Krasnodar,1,0,2021-11-06,16243,2021,493769,0.15622800588607788,0,2,0,0.055990301072597504,0.46766701340675354,0.29510900378227234
0,4,0.14107699692249298,90,DMC,FC Krasnodar,Krylya Sovetov Samara,0,1,2021-10-30,16238,2021,492446,0.07622080296278,0,2,0,0.14107699692249298,0.20149299502372742,0.01224489975720644
1,2,0.06225199997425079,90,DMC,Nizhny Novgorod,FC Krasnodar,1,4,2021-10-23,16230,2021,489653,0.8216450214385986,1,4,1,0.06225199997425079,2.0132100582122803,1.182800054550171
1,1,0.7542750239372253,90,DMC,FC Krasnodar,FC Ufa,1,1,2021-10-17,16217,2021,489093,0.0402229018509388,0,2,0,0,0.1627649962902069,0.1627649962902069
0,7,0.42618098855018616,90,DMC,CSKA Moscow,FC Krasnodar,0,0,2021-10-02,16209,2021,486626,0.12453100085258484,0,3,0,0.42618098855018616,1.3090100288391113,0.8240100145339966
1,4,1.3008999824523926,90,DMC,FC Krasnodar,PFC Sochi,3,0,2021-09-26,16203,2021,485678,0.5510159730911255,1,2,0,0.5466259717941284,0.7934139966964722,0.22228699922561646
0,0,0,29,DMC,FC Rostov,FC Krasnodar,1,1,2021-09-13,16186,2021,481500,0.009544629603624344,0,1,0,0,0.009544629603624344,0
