goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,1,Sub,Cardiff,Manchester United,1,5,2018-12-22,9374,2018,278970,0,0,0,0,0,0,0
0,1,0.03634219989180565,42,Sub,Liverpool,Manchester United,3,1,2018-12-16,9362,2018,278722,0,0,0,0,0.03634219989180565,0,0
0,1,0.03242810070514679,15,Sub,Manchester United,Arsenal,2,2,2018-12-05,9344,2018,278124,0,0,0,0,0.03242810070514679,0.03242810070514679,0
0,1,0.03377370163798332,90,MC,Southampton,Manchester United,2,2,2018-12-01,9327,2018,277826,0,0,0,0,0.03377370163798332,0.34333598613739014,0.34333598613739014
0,0,0,29,Sub,Manchester United,Crystal Palace,0,0,2018-11-24,9319,2018,277432,0,0,0,0,0,0,0
0,0,0,90,MC,Manchester City,Manchester United,3,1,2018-11-11,9315,2018,277329,0,0,0,0,0,0,0
0,1,0.06465599685907364,42,Sub,Manchester United,Newcastle United,3,2,2018-10-06,9273,2018,276159,0.021916400641202927,0,1,0,0.06465599685907364,0.06465599685907364,0
0,1,0.4530999958515167,90,MC,West Ham,Manchester United,3,1,2018-09-29,9257,2018,260558,0,0,0,0,0.4530999958515167,0.47527799010276794,0.022178899496793747
0,2,0.11359500139951706,90,MC,Manchester United,Wolverhampton Wanderers,1,1,2018-09-22,9248,2018,260268,0,0,0,0,0.11359500139951706,0.1895029991865158,0.07590720057487488
0,0,0,90,MC,Watford,Manchester United,1,2,2018-09-15,9243,2018,260007,0.13188199698925018,1,1,0,0,0.5557349920272827,0.5557349920272827
0,0,0,90,MC,Burnley,Manchester United,0,2,2018-09-02,9232,2018,259536,0,0,0,0,0,0.2205670028924942,0.2205670028924942
0,0,0,28,Sub,Manchester United,Tottenham,0,3,2018-08-27,9226,2018,259363,0.05098389834165573,0,1,0,0,0.11387600004673004,0.06289219856262207
0,0,0,26,Sub,Brighton,Manchester United,3,2,2018-08-19,9215,2018,258958,0,0,0,0,0,0,0
0,0,0,5,Sub,Manchester United,Leicester,2,1,2018-08-10,9197,2018,258804,0,0,0,0,0,0,0
0,1,0.0632471963763237,69,MC,Brighton,Manchester United,1,0,2018-05-04,7484,2017,237030,0.01347929984331131,0,1,0,0.0632471963763237,0.025644399225711823,0.012165100313723087
1,3,0.16711699962615967,25,Sub,Manchester United,Arsenal,2,1,2018-04-29,7473,2017,236637,0,0,0,1,0.16711699962615967,0.16711699962615967,0
0,0,0,90,MC,Bournemouth,Manchester United,0,2,2018-04-18,7463,2017,233531,0,0,0,0,0,0.02125380001962185,0.02125380001962185
0,0,0,18,Sub,Manchester United,Liverpool,2,1,2018-03-10,7414,2017,222109,0,0,0,0,0,0,0
0,0,0,7,Sub,Tottenham,Manchester United,2,0,2018-01-31,7367,2017,214774,0,0,0,0,0,0,0
0,0,0,17,Sub,Burnley,Manchester United,0,1,2018-01-20,7351,2017,209193,0,0,0,0,0,0.06413199752569199,0.06413199752569199
0,0,0,9,Sub,Manchester United,Stoke,3,0,2018-01-15,7344,2017,208434,0,0,0,0,0,0,0
0,0,0,9,Sub,Manchester United,Brighton,1,0,2017-11-25,7243,2017,179432,0,0,0,0,0,0,0
0,1,0.18399100005626678,17,Sub,Manchester United,Newcastle United,4,1,2017-11-18,7232,2017,178885,0,0,0,0,0.18399100005626678,0.44654300808906555,0.44654300808906555
0,1,0.08226139843463898,28,Sub,Chelsea,Manchester United,1,0,2017-11-05,7219,2017,178100,0.04956410080194473,0,2,0,0.08226139843463898,0.13182500004768372,0
2,2,1.1421600580215454,90,DMC,Manchester United,Crystal Palace,4,0,2017-09-30,7180,2017,178108,0.019436800852417946,0,1,2,1.1421600580215454,1.0892499685287476,0.6053529977798462
0,0,0,90,DMC,Southampton,Manchester United,0,1,2017-09-23,7172,2017,177602,0,0,0,0,0,0.13834300637245178,0.13834300637245178
