goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,2,0.0582754984498024,75,FW,Liverpool,Middlesbrough,3,0,2017-05-21,3515,2016,125298,0.2595449984073639,0,1,0,0.0582754984498024,0.41181400418281555,0.15226900577545166
0,0,0,6,Sub,Chelsea,Middlesbrough,3,0,2017-05-08,3493,2016,134867,0,0,0,0,0,0,0
0,1,0.05694349855184555,7,Sub,Middlesbrough,Manchester City,2,2,2017-04-30,3483,2016,134440,0.021523699164390564,0,1,0,0.05694349855184555,0.07846719771623611,0
0,0,0,12,Sub,Middlesbrough,Sunderland,1,0,2017-04-26,3413,2016,132850,0,0,0,0,0,0,0
0,0,0,7,Sub,Bournemouth,Middlesbrough,4,0,2017-04-22,3471,2016,135170,0,0,0,0,0,0,0
0,0,0,9,Sub,Middlesbrough,Arsenal,1,2,2017-04-17,3461,2016,134715,0.07174339890480042,0,1,0,0,0.07174339890480042,0
0,2,0.050398699939250946,71,FW,Middlesbrough,Burnley,0,0,2017-04-08,3456,2016,133473,0,0,0,0,0.050398699939250946,0.09573479741811752,0.05904430150985718
0,3,0.12768599390983582,84,FW,Hull,Middlesbrough,4,2,2017-04-05,3442,2016,133541,0.014919400215148926,0,1,0,0.12768599390983582,0.21318499743938446,0.0705799013376236
0,1,0.30127501487731934,52,Sub,Swansea,Middlesbrough,0,0,2017-04-02,3438,2016,133106,0.13450999557971954,0,2,0,0.30127501487731934,0.4357849955558777,0
1,1,0.42126598954200745,22,Sub,Middlesbrough,Manchester United,1,3,2017-03-19,3425,2016,133502,0.0935278981924057,0,1,1,0.42126598954200745,0.5147939920425415,0
0,1,0.04742610082030296,90,FW,Stoke,Middlesbrough,2,0,2017-03-04,3403,2016,133023,0.10630100220441818,0,2,0,0.04742610082030296,0.1537269949913025,0
0,0,0,43,Sub,Crystal Palace,Middlesbrough,1,0,2017-02-25,3392,2016,131538,0.07607199996709824,0,2,0,0,0.07607199996709824,0
0,1,0.1065870001912117,6,Sub,Middlesbrough,Everton,0,0,2017-02-11,3382,2016,130941,0,0,0,0,0.1065870001912117,0.124549001455307,0.0179625004529953
0,0,0,1,Sub,Middlesbrough,West Bromwich Albion,1,1,2017-01-31,3363,2016,132216,0,0,0,0,0,0,0
0,1,0.033076200634241104,5,Sub,Middlesbrough,West Ham,1,3,2017-01-21,3351,2016,131803,0,0,0,0,0.033076200634241104,0.033076200634241104,0
0,2,0.08921439945697784,24,Sub,Watford,Middlesbrough,0,0,2017-01-14,3341,2016,131094,0,0,0,0,0.08921439945697784,0.08921439945697784,0
0,2,0.19470000267028809,90,FW,Watford,Aston Villa,3,2,2016-04-30,430,2015,63541,0.034873299300670624,1,1,0,0.19470000267028809,0.22957399487495422,0
0,1,0.09569539874792099,30,Sub,Aston Villa,Southampton,2,4,2016-04-23,421,2015,63090,0.1007160022854805,0,1,0,0.09569539874792099,0.19641199707984924,0
0,2,0.07015679776668549,7,Sub,Manchester United,Aston Villa,1,0,2016-04-16,406,2015,62583,0,0,0,0,0.07015679776668549,0.012208200059831142,0
0,0,0,42,Sub,Aston Villa,Bournemouth,1,2,2016-04-09,398,2015,66590,0,0,0,0,0,0,0
0,1,0.01605360023677349,90,FW,Aston Villa,Chelsea,0,4,2016-04-02,384,2015,67308,0.027422700077295303,0,2,0,0.01605360023677349,0.07538899779319763,0.03191269934177399
0,3,0.2127709984779358,90,FW,Swansea,Aston Villa,1,0,2016-03-19,379,2015,66770,0,0,0,0,0.2127709984779358,0.13227300345897675,0
0,4,1.1141999959945679,90,FW,Aston Villa,Tottenham,0,2,2016-03-13,372,2015,66949,0.5162609815597534,0,1,0,1.1141999959945679,0.6652669906616211,0
0,1,0.04677639901638031,19,Sub,Manchester City,Aston Villa,4,0,2016-03-05,364,2015,66082,0,0,0,0,0.04677639901638031,0.04677639901638031,0
1,2,0.12069399654865265,21,Sub,Aston Villa,Everton,1,3,2016-03-01,349,2015,66799,0.07345099747180939,0,2,1,0.12069399654865265,0.17355099320411682,0
0,1,0.020385900512337685,11,Sub,Stoke,Aston Villa,2,1,2016-02-27,345,2015,66138,0.302359014749527,1,1,0,0.020385900512337685,0.3227449953556061,0
0,2,0.0826461985707283,17,Sub,West Bromwich Albion,Aston Villa,0,0,2016-01-23,305,2015,58431,0,0,0,0,0.0826461985707283,0.0826461985707283,0
1,1,0.052407100796699524,21,Sub,Aston Villa,Leicester,1,1,2016-01-16,297,2015,61520,0.0827421024441719,0,1,1,0.052407100796699524,0.06635049730539322,0.013943400233983994
0,3,0.09925319999456406,90,FW,Sunderland,Aston Villa,3,1,2016-01-02,277,2015,62056,0.013924299739301205,0,1,0,0.09925319999456406,0.11317799985408783,0
0,0,0,20,Sub,Norwich,Aston Villa,2,0,2015-12-28,263,2015,59392,0,0,0,0,0,0,0
0,5,0.5705260038375854,90,FW,Aston Villa,West Ham,1,1,2015-12-26,254,2015,59459,0.061040401458740234,0,1,0,0.5705260038375854,0.4899199903011322,0.15605899691581726
0,2,0.12200900167226791,29,Sub,Newcastle United,Aston Villa,1,1,2015-12-19,247,2015,57963,0,0,0,0,0.12200900167226791,0.06859999895095825,0
0,2,0.18150100111961365,58,FW,Aston Villa,Arsenal,0,2,2015-12-13,237,2015,58797,0,0,0,0,0.18150100111961365,0.18150100111961365,0
0,0,0,77,FW,Southampton,Aston Villa,1,1,2015-12-05,227,2015,60655,0.05330149829387665,0,1,0,0,0.05330149829387665,0.05330149829387665
0,0,0,7,Sub,Aston Villa,Watford,2,3,2015-11-28,212,2015,61628,0,0,0,0,0,0,0
