goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
1,6,0.22266900539398193,90,AMC,Sheffield United,Burnley,1,0,2021-05-23,14812,2020,473428,0.06616529822349548,0,1,1,0.22266900539398193,0.2687300145626068,0.06616529822349548
0,4,0.6237810254096985,90,FWR,Newcastle United,Sheffield United,1,0,2021-05-19,14801,2020,472454,0.03375989943742752,0,2,0,0.6237810254096985,0.5081089735031128,0.10558699816465378
0,3,0.18415400385856628,90,FWR,Everton,Sheffield United,0,1,2021-05-16,14787,2020,471895,0,0,0,0,0.18415400385856628,0.18415400385856628,0.017646899446845055
0,2,0.04471540078520775,90,FW,Sheffield United,Crystal Palace,0,2,2021-05-08,14782,2020,468697,0,0,0,0,0.04471540078520775,0.025484900921583176,0
0,1,0.017573999240994453,86,FW,Tottenham,Sheffield United,4,0,2021-05-02,14773,2020,467840,0,0,0,0,0.017573999240994453,0.055488698184490204,0.0379147008061409
1,3,0.5616829991340637,90,FW,Sheffield United,Brighton,1,0,2021-04-24,14762,2020,465661,0,0,0,1,0.5616829991340637,0.7321400046348572,0.24525399506092072
0,3,0.13653799891471863,90,FW,Wolverhampton Wanderers,Sheffield United,1,0,2021-04-17,14754,2020,463123,0,0,0,0,0.13653799891471863,0.0898469015955925,0.013622799888253212
0,3,0.146124005317688,65,FW,Sheffield United,Arsenal,0,3,2021-04-11,14741,2020,462212,0,0,0,0,0.146124005317688,0.146124005317688,0
0,2,0.03728879988193512,90,FW,Leeds,Sheffield United,2,1,2021-04-03,14729,2020,459667,0.08881650120019913,0,2,0,0.03728879988193512,0.19733400642871857,0.08111289888620377
0,1,0.3272550106048584,60,FW,Sheffield United,Southampton,0,2,2021-03-06,14701,2020,454642,0.021588899195194244,0,1,0,0.3272550106048584,0.3488439917564392,0
1,4,0.5872349739074707,74,FW,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453791,0.07435350120067596,0,2,1,0.5872349739074707,0.6086840033531189,0
0,2,0.1295129954814911,56,FW,Sheffield United,Liverpool,0,2,2021-02-28,14694,2020,453333,0,0,0,0,0.1295129954814911,0.026379700750112534,0
0,0,0,15,Sub,Fulham,Sheffield United,1,0,2021-02-20,14679,2020,450992,0,0,0,0,0,0,0
0,4,0.8134719729423523,90,FW,West Ham,Sheffield United,3,0,2021-02-15,14674,2020,450043,0.025469999760389328,0,1,0,0.8134719729423523,0.8867260217666626,0.047784000635147095
0,1,0.02827100083231926,27,Sub,Sheffield United,Chelsea,1,2,2021-02-07,14662,2020,448536,0.018530000001192093,0,1,0,0.02827100083231926,0.04680110141634941,0
0,3,0.06688529998064041,90,FW,Sheffield United,West Bromwich Albion,2,1,2021-02-02,14649,2020,446720,0,0,0,0,0.06688529998064041,0.06688529998064041,0.03326129913330078
0,0,0,27,Sub,Manchester City,Sheffield United,1,0,2021-01-30,14642,2020,445646,0,0,0,0,0,0.022648099809885025,0.022648099809885025
0,1,0.0439084991812706,83,FW,Manchester United,Sheffield United,1,2,2021-01-27,14628,2020,445224,0,0,0,0,0.0439084991812706,0.17080999910831451,0.1269019991159439
1,4,0.6222149729728699,90,FW,Sheffield United,Tottenham,1,3,2021-01-17,14622,2020,442751,0.04372049868106842,0,1,1,0.6222149729728699,0.8184589743614197,0.1525229960680008
0,2,0.191539004445076,90,FW,Sheffield United,Newcastle United,1,0,2021-01-12,14610,2020,441797,0,0,0,0,0.191539004445076,0.3993949890136719,0.2508780062198639
0,2,0.04993110150098801,90,FW,Crystal Palace,Sheffield United,2,0,2021-01-02,14604,2020,439129,0,0,0,0,0.04993110150098801,0.16056400537490845,0.15217800438404083
0,3,0.28809499740600586,90,FWR,Burnley,Sheffield United,1,0,2020-12-29,14587,2020,438424,0,0,0,0,0.28809499740600586,0.2708120048046112,0.2117539942264557
0,1,0.8064730167388916,63,AMC,Sheffield United,Everton,0,1,2020-12-26,14582,2020,438164,0,0,0,0,0.8064730167388916,0.8064730167388916,0
0,1,0.07011350244283676,73,FW,Brighton,Sheffield United,1,1,2020-12-20,14565,2020,436439,0.09403900057077408,1,1,0,0.07011350244283676,0.5306950211524963,0.43665599822998047
2,5,0.7486429810523987,90,FW,Sheffield United,Manchester United,2,3,2020-12-17,14560,2020,435628,0.1636669933795929,0,2,2,0.7486429810523987,0.8529319763183594,0.30400699377059937
0,0,0,40,Sub,Southampton,Sheffield United,3,0,2020-12-13,14551,2020,433457,0.04552070051431656,0,1,0,0,0.04552070051431656,0
0,2,0.050384100526571274,90,FW,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428531,0,0,0,0,0.050384100526571274,0.050384100526571274,0
1,1,0.5657669901847839,90,FW,Chelsea,Sheffield United,4,1,2020-11-07,14507,2020,426508,0,0,0,1,0.5657669901847839,0,0
0,0,0,9,Sub,Sheffield United,Manchester City,0,1,2020-10-31,14502,2020,424232,0,0,0,0,0,0,0
0,1,0.04424029961228371,11,Sub,Liverpool,Sheffield United,2,1,2020-10-24,14490,2020,423235,0.0306938998401165,0,1,0,0.04424029961228371,0.07493419945240021,0
0,1,0.01737309992313385,67,FW,Sheffield United,Fulham,1,1,2020-10-18,14482,2020,421670,0,0,0,0,0.01737309992313385,0.10145500302314758,0.08408190310001373
1,3,0.11577200144529343,90,FW,Arsenal,Sheffield United,2,1,2020-10-04,14465,2020,420307,0,0,0,1,0.11577200144529343,0.1251869946718216,0.009414720349013805
0,1,0.03775839880108833,75,FW,Sheffield United,Leeds,0,1,2020-09-27,14110,2020,417860,0.4102939963340759,0,1,0,0.03775839880108833,0.6716269850730896,0.22357399761676788
0,0,0,30,FW,Aston Villa,Sheffield United,1,0,2020-09-21,14104,2020,416912,0,0,0,0,0,0,0
0,1,0.026381099596619606,18,Sub,Sheffield United,Wolverhampton Wanderers,0,2,2020-09-14,14094,2020,415311,0,0,0,0,0.026381099596619606,0.6571120023727417,0.6307309865951538
0,2,0.12355999648571014,90,FW,Sheffield United,Everton,0,1,2020-07-20,12009,2019,410372,0,0,0,0,0.12355999648571014,0.29688799381256104,0.1733279973268509
0,1,0.08267120271921158,47,FW,Leicester,Sheffield United,2,0,2020-07-16,11998,2019,409135,0,0,0,0,0.08267120271921158,0.08267120271921158,0
2,3,1.1708500385284424,90,FW,Sheffield United,Chelsea,3,0,2020-07-11,11989,2019,407512,0.4507170021533966,0,1,2,1.1708500385284424,1.6215699911117554,0.05749690160155296
0,1,0.015348199754953384,90,FW,Burnley,Sheffield United,1,1,2020-07-05,11963,2019,405566,0.13859599828720093,0,3,0,0.015348199754953384,0.21575100719928741,0.09322100132703781
0,2,0.10333999991416931,66,FW,Sheffield United,Tottenham,3,1,2020-07-02,11960,2019,404819,0,0,0,0,0.10333999991416931,0.10333999991416931,0
