goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.040227700024843216,8,Sub,Fiorentina,Inter,0,2,2021-02-05,15629,2020,447311,0,0,0,0,0.040227700024843216,0.05965770035982132,0.05965770035982132
0,0,0,62,DML,Fiorentina,Verona,1,1,2020-12-19,15549,2020,435799,0.04057219997048378,0,1,0,0,0.04057219997048378,0
0,1,0.03262550011277199,16,Sub,Atalanta,Fiorentina,3,0,2020-12-13,15526,2020,433577,0,0,0,0,0.03262550011277199,0.03262550011277199,0
0,0,0,68,Sub,Genoa,Verona,3,0,2020-08-02,13466,2019,412252,0.0754408985376358,0,1,0,0,0.0754408985376358,0
0,0,0,6,Sub,Sampdoria,Genoa,1,2,2020-07-22,13434,2019,410955,0,0,0,0,0,0,0
0,0,0,77,Sub,Genoa,Lecce,2,1,2020-07-19,13422,2019,409946,0,0,0,0,0,0.05353600159287453,0.05353600159287453
0,1,0.04502730071544647,62,ML,Torino,Genoa,3,0,2020-07-16,13411,2019,409163,0,0,0,0,0.04502730071544647,0.04502730071544647,0
0,0,0,27,Sub,Genoa,SPAL 2013,2,0,2020-07-12,13405,2019,407911,0.05134119838476181,0,1,0,0,0.05134119838476181,0
0,0,0,90,DML,Genoa,Napoli,1,2,2020-07-08,13392,2019,406631,0,0,0,0,0,0,0
0,0,0,27,Sub,Genoa,Juventus,1,3,2020-06-30,13372,2019,404174,0,0,0,0,0,0.026393799111247063,0.026393799111247063
0,0,0,62,ML,Brescia,Genoa,2,2,2020-06-27,13359,2019,403360,0,0,0,0,0,0.045437898486852646,0.045437898486852646
0,0,0,17,Sub,Genoa,Parma Calcio 1913,1,4,2020-06-23,13352,2019,402253,0,0,0,0,0,0,0
0,2,0.029674099758267403,90,DML,Fiorentina,Genoa,0,0,2020-01-25,13290,2019,390240,0,0,0,0,0.029674099758267403,0.054590001702308655,0.03872830048203468
0,2,0.04327140003442764,90,DML,Genoa,Roma,1,3,2020-01-19,13282,2019,389727,0,0,0,0,0.04327140003442764,0.3320789933204651,0.3320789933204651
0,0,0,90,DML,Verona,Genoa,2,1,2020-01-12,13271,2019,388906,0.32346799969673157,1,1,0,0,0.67112797498703,0.34766000509262085
0,0,0,26,Sub,Genoa,Udinese,1,3,2019-11-03,13192,2019,362176,0,0,0,0,0,0.06120239943265915,0.06120239943265915
0,0,0,47,ML,Lazio,Genoa,4,0,2019-09-29,13141,2019,355355,0,0,0,0,0,0.011748399585485458,0.011748399585485458
0,1,0.03708820044994354,83,ML,Genoa,Bologna,0,0,2019-09-25,13131,2019,353976,0,0,0,0,0.03708820044994354,0.03708820044994354,0
0,0,0,85,DML,Genoa,Atalanta,1,2,2019-09-15,13111,2019,349516,0,0,0,0,0,0.08379589766263962,0.08379589766263962
0,0,0,80,ML,Genoa,Fiorentina,2,1,2019-09-01,13106,2019,348489,0.3078269958496094,0,1,0,0,0.32577499747276306,0.01794769987463951
0,0,0,78,ML,Roma,Genoa,3,3,2019-08-25,13093,2019,344947,0,0,0,0,0,0.25341299176216125,0.25341299176216125
0,0,0,3,Sub,Tottenham,Newcastle United,1,0,2019-02-02,9438,2018,304160,0,0,0,0,0,0,0
0,0,0,90,DL,Monaco,Dijon,2,2,2018-10-27,10748,2018,288663,0.2637540102005005,1,4,0,0,0.2637540102005005,0.03406130149960518
0,2,0.0595380999147892,67,DL,Saint-Etienne,Monaco,2,0,2018-09-28,10722,2018,253154,0,0,0,0,0.0595380999147892,0.5037369728088379,0.44419801235198975
0,2,0.03370530158281326,90,DL,Monaco,Nimes,1,1,2018-09-21,10696,2018,249944,0.06013619899749756,0,1,0,0.03370530158281326,0.37928900122642517,0.37928900122642517
0,1,0.008229870349168777,82,DL,Monaco,Marseille,2,3,2018-09-02,10682,2018,247828,0,0,0,0,0.008229870349168777,0.025571800768375397,0.025571800768375397
0,0,0,90,DL,Bordeaux,Monaco,2,1,2018-08-26,10671,2018,245749,0,0,0,0,0,0.1847040057182312,0.1847040057182312
0,0,0,90,DL,Monaco,Lille,0,0,2018-08-18,10655,2018,243067,0,0,0,0,0,0,0
0,0,0,88,DL,Nantes,Monaco,1,3,2018-08-11,10644,2018,242020,0,0,0,0,0,0.05641569942235947,0.05641569942235947
0,0,0,22,Sub,Chievo,Torino,0,0,2018-04-14,7817,2017,232258,0,0,0,0,0,0.08378639817237854,0.08378639817237854
0,0,0,29,Sub,Torino,Crotone,4,1,2018-04-04,7761,2017,228261,0,0,0,0,0,0,0
0,1,0.018266800791025162,32,Sub,Torino,Fiorentina,1,2,2018-03-18,7783,2017,224652,0,0,0,0,0.018266800791025162,0.01478429976850748,0.01478429976850748
0,0,0,19,Sub,Roma,Torino,3,0,2018-03-09,7777,2017,222011,0,0,0,0,0,0.016777999699115753,0.016777999699115753
0,0,0,76,Sub,Torino,Atalanta,1,1,2017-12-02,7648,2017,195830,0,0,0,0,0,0.027568599209189415,0.027568599209189415
0,0,0,75,DL,Fiorentina,Torino,3,0,2017-10-25,7593,2017,194330,0,0,0,0,0,0,0
0,0,0,25,Sub,Torino,Roma,0,1,2017-10-22,7587,2017,194157,0,0,0,0,0,0,0
0,0,0,90,DL,Torino,Sampdoria,2,2,2017-09-17,7538,2017,192783,0.030046600848436356,0,1,0,0,0.0894588977098465,0.05941230058670044
0,0,0,90,DL,Torino,Sassuolo,3,0,2017-08-27,7511,2017,192251,0.026606900617480278,0,1,0,0,0.10666900128126144,0.08006159961223602
0,0,0,90,DL,Torino,Sassuolo,5,3,2017-05-28,3720,2016,171560,0,0,0,0,0,0.7757130265235901,0.7757130265235901
0,0,0,6,Sub,Chievo,Torino,1,3,2017-04-23,3671,2016,168825,0.04208210110664368,0,1,0,0,0.04208210110664368,0
0,1,0.014481199905276299,90,DL,Torino,Crotone,1,1,2017-04-15,3655,2016,168075,0,0,0,0,0.014481199905276299,0.6514459848403931,0.6369640231132507
0,2,0.40154001116752625,41,Sub,Cagliari,Torino,2,3,2017-04-09,3651,2016,167706,0,0,0,0,0.40154001116752625,0.8833630084991455,0.48182299733161926
0,0,0,90,DL,Lazio,Torino,3,1,2017-03-13,3620,2016,165993,0,0,0,0,0,0,0
0,0,0,90,DL,Torino,Palermo,3,1,2017-03-05,3609,2016,165393,0,0,0,0,0,0.26602301001548767,0.26602301001548767
0,0,0,90,DL,Fiorentina,Torino,2,2,2017-02-27,3600,2016,164822,0,0,0,0,0,0.5346580147743225,0.5346580147743225
0,1,0.05418600142002106,90,DL,Roma,Torino,4,1,2017-02-19,3590,2016,164318,0,0,0,0,0.05418600142002106,0.05418600142002106,0
0,0,0,90,DL,Torino,Pescara,5,3,2017-02-12,3575,2016,163718,0.042703498154878616,0,1,0,0,0.2299789935350418,0.18727600574493408
0,0,0,90,DL,Empoli,Torino,1,1,2017-02-05,3563,2016,163201,0,0,0,0,0,0.1136389970779419,0.1136389970779419
0,0,0,90,DL,Torino,Atalanta,1,1,2017-01-29,3552,2016,162407,0.3029870092868805,1,1,0,0,0.4498479962348938,0.1468600034713745
0,1,0.0142815001308918,90,DL,Bologna,Torino,2,0,2017-01-22,3546,2016,162085,0,0,0,0,0.0142815001308918,0.0142815001308918,0
0,0,0,90,DL,Torino,AC Milan,2,2,2017-01-16,3539,2016,161461,0.10685700178146362,0,1,0,0,0.1366250067949295,0.029767600819468498
0,1,0.022800099104642868,90,DL,Sassuolo,Torino,0,0,2017-01-08,3524,2016,171296,0.035044800490140915,0,1,0,0.022800099104642868,0.08534059673547745,0.027495600283145905
0,1,0.017531000077724457,90,DL,Torino,Genoa,1,0,2016-12-22,3102,2016,170753,0.07531409710645676,0,2,0,0.017531000077724457,0.06378819793462753,0.014613600447773933
0,0,0,90,DL,Napoli,Torino,5,3,2016-12-18,3092,2016,170126,0,0,0,0,0,0,0
0,0,0,90,DL,Torino,Juventus,1,3,2016-12-11,3079,2016,169636,0,0,0,0,0,0,0
0,0,0,90,DL,Sampdoria,Torino,2,0,2016-12-04,3071,2016,169037,0.03593510016798973,0,1,0,0,0.39293399453163147,0.356999009847641
0,0,0,90,DL,Torino,Chievo,2,1,2016-11-26,2766,2016,168411,0.29658201336860657,1,1,0,0,0.3776629865169525,0.3776629865169525
0,3,0.10752300173044205,90,DL,Torino,Cagliari,5,1,2016-11-05,2746,2016,167403,0,0,0,0,0.10752300173044205,0.2454639971256256,0.13794100284576416
0,0,0,90,DL,Udinese,Torino,2,2,2016-10-31,3298,2016,166857,0.034275900572538376,0,1,0,0,0.3601279854774475,0.3601279854774475
0,0,0,90,DL,Inter,Torino,2,1,2016-10-26,3281,2016,166131,0,0,0,0,0,0.02240319922566414,0.02240319922566414
0,1,0.014392700046300888,90,DL,Torino,Lazio,2,2,2016-10-23,1013,2016,165700,0,0,0,0,0.014392700046300888,0.04949580132961273,0.035103101283311844
0,1,0.018933400511741638,90,DL,Palermo,Torino,1,4,2016-10-17,1009,2016,165129,0,0,0,0,0.018933400511741638,0.8062149882316589,0.7872819900512695
0,2,0.04443319886922836,90,DL,Torino,Fiorentina,2,1,2016-10-02,997,2016,164836,0.038704000413417816,0,2,0,0.04443319886922836,0.11463599652051926,0.05624280124902725
0,0,0,90,DL,Torino,Roma,3,1,2016-09-25,982,2016,164054,0.05496770143508911,0,2,0,0,0.14064200222492218,0.14064200222492218
0,1,0.02631950005888939,90,DL,Pescara,Torino,0,0,2016-09-21,976,2016,163453,0,0,0,0,0.02631950005888939,0.02631950005888939,0
0,0,0,59,Sub,Torino,Empoli,0,0,2016-09-18,965,2016,162915,0.07338230311870575,0,1,0,0,0.07338230311870575,0
