goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,2,0.17847955226898193,90,DC,Barcelona,Mallorca,3,0,2023-05-28,19324,2022,601271,0,0,0,0,0.17847955226898193,0.37613606452941895,0.37613606452941895
0,1,0.3009292781352997,90,DC,Real Valladolid,Barcelona,3,1,2023-05-23,19318,2022,599477,0,0,0,0,0.3009292781352997,0.524283766746521,0.524283766746521
0,0,0,90,DC,Barcelona,Real Sociedad,1,2,2023-05-20,19310,2022,598485,0,0,0,0,0,0.18284960091114044,0.18284960091114044
0,0,0,75,DC,Espanyol,Barcelona,2,4,2023-05-14,19299,2022,597517,0,0,0,0,0,0.706737220287323,0.706737220287323
0,0,0,53,DC,Barcelona,Osasuna,1,0,2023-05-02,19284,2022,593624,0,0,0,0,0,0.6294333934783936,0.6294333934783936
1,1,0.39774447679519653,64,DC,Barcelona,Real Betis,4,0,2023-04-29,19272,2022,592665,0.04774072393774986,0,1,1,0.39774447679519653,1.5577144622802734,1.5577144622802734
0,2,0.17534899711608887,90,DC,Barcelona,Real Madrid,2,1,2023-03-19,19213,2022,584185,0,0,0,0,0.17534899711608887,0.13114899396896362,0.13114899396896362
0,1,0.009832600131630898,90,DC,Athletic Club,Barcelona,0,1,2023-03-12,19202,2022,582408,0,0,0,0,0.009832600131630898,0.05939539894461632,0.05939539894461632
0,0,0,90,DC,Barcelona,Valencia,1,0,2023-03-05,19193,2022,580306,0,0,0,0,0,0.13102099299430847,0.13102099299430847
0,0,0,90,DC,Almeria,Barcelona,1,0,2023-02-26,19188,2022,578674,0.08051490038633347,0,2,0,0,0.2269050031900406,0.1797109991312027
0,0,0,90,DC,Barcelona,Cadiz,2,0,2023-02-19,19172,2022,577400,0.064615897834301,0,1,0,0,0.064615897834301,0
0,0,0,90,DC,Villarreal,Barcelona,0,1,2023-02-12,19168,2022,575780,0,0,0,0,0,0.0955699011683464,0.0955699011683464
0,0,0,90,DC,Barcelona,Sevilla,3,0,2023-02-05,19154,2022,574232,0,0,0,0,0,1.914680004119873,1.914680004119873
0,0,0,90,DC,Real Betis,Barcelona,1,2,2023-02-01,19128,2022,572675,0,0,0,0,0,0.4414129853248596,0.4414129853248596
0,0,0,48,DC,Barcelona,Getafe,1,0,2023-01-22,19134,2022,570780,0,0,0,0,0,0.36204400658607483,0.36204400658607483
0,1,0.013252600096166134,90,DC,Atletico Madrid,Barcelona,0,1,2023-01-08,19113,2022,568085,0,0,0,0,0.013252600096166134,0.013252600096166134,0.013252600096166134
0,1,0.014946400187909603,90,DC,Barcelona,Espanyol,1,1,2022-12-31,19103,2022,566352,0.4920560121536255,1,1,0,0.014946400187909603,0.23130999505519867,0.23130999505519867
0,0,0,77,DC,Osasuna,Barcelona,1,2,2022-11-08,19097,2022,563408,0.02890690043568611,0,1,0,0,0.09761279821395874,0.06870599836111069
0,0,0,3,Sub,Barcelona,Almeria,2,0,2022-11-05,19091,2022,562230,0,0,0,0,0,0,0
0,0,0,90,DC,Mallorca,Barcelona,0,1,2022-10-01,19027,2022,552685,0,0,0,0,0,0.3281719982624054,0.3281719982624054
0,0,0,90,DC,Real Sociedad,Barcelona,1,4,2022-08-21,18979,2022,543646,0,0,0,0,0,0.06381160020828247,0.06381160020828247
0,1,0.10514900088310242,65,DC,Barcelona,Rayo Vallecano,0,0,2022-08-13,18965,2022,541071,0,0,0,0,0.10514900088310242,0.2787820100784302,0.2787820100784302
0,0,0,90,DC,Leeds,Chelsea,0,3,2022-05-11,16703,2021,534757,0,0,0,0,0,0.4448089897632599,0.4448089897632599
0,0,0,48,DC,Chelsea,Arsenal,2,4,2022-04-20,16618,2021,527914,0,0,0,0,0,0,0
0,0,0,90,DC,Southampton,Chelsea,0,6,2022-04-09,16687,2021,524619,0.02467920072376728,0,1,0,0,1.1957199573516846,1.1957199573516846
0,1,0.011133300140500069,90,DC,Chelsea,Newcastle United,1,0,2022-03-13,16659,2021,519895,0,0,0,0,0.011133300140500069,0.389396995306015,0.378262996673584
0,1,0.237869992852211,90,DC,Norwich,Chelsea,1,3,2022-03-10,16672,2021,518983,0,0,0,0,0.237869992852211,0.8844959735870361,0.8844959735870361
0,0,0,90,DR,Crystal Palace,Chelsea,0,1,2022-02-19,16629,2021,514219,0.0476623997092247,0,1,0,0,0.6025789976119995,0.6025789976119995
0,0,0,50,DC,Chelsea,Brighton,1,1,2021-12-29,16568,2021,505342,0,0,0,0,0,0.10779999941587448,0.10779999941587448
0,0,0,37,Sub,Aston Villa,Chelsea,1,3,2021-12-26,16556,2021,505173,0,0,0,0,0,0.41459399461746216,0.41459399461746216
0,0,0,14,Sub,Chelsea,Leeds,3,2,2021-12-11,16530,2021,501680,0,0,0,0,0,0,0
0,1,0.015380299650132656,90,DC,West Ham,Chelsea,3,2,2021-12-04,16524,2021,499628,0,0,0,0,0.015380299650132656,0.10942400246858597,0.10942400246858597
0,0,0,90,DC,Watford,Chelsea,1,2,2021-12-01,16509,2021,499307,0,0,0,0,0,0.5410810112953186,0.5410810112953186
0,1,0.4792900085449219,90,DC,Chelsea,Burnley,1,1,2021-11-06,16479,2021,493967,0.06896959990262985,0,1,0,0.4792900085449219,0.670635998249054,0.670635998249054
0,0,0,90,DC,Newcastle United,Chelsea,0,3,2021-10-30,16471,2021,492226,0.022849300876259804,0,1,0,0,0.07097669690847397,0.07097669690847397
0,0,0,90,DC,Brentford,Chelsea,0,1,2021-10-16,16448,2021,488349,0,0,0,0,0,0,0
0,0,0,90,DC,Chelsea,Manchester City,0,1,2021-09-25,16426,2021,484393,0,0,0,0,0,0.040558699518442154,0.040558699518442154
0,1,0.05535120144486427,90,DC,Tottenham,Chelsea,0,3,2021-09-19,16425,2021,482931,0.02850019931793213,0,2,0,0.05535120144486427,1.3176300525665283,1.3176300525665283
0,0,0,90,DC,Liverpool,Chelsea,1,1,2021-08-28,16402,2021,479070,0,0,0,0,0,0,0
0,0,0,90,DC,Arsenal,Chelsea,0,2,2021-08-22,16394,2021,477842,0,0,0,0,0,1.3367700576782227,1.3367700576782227
0,0,0,90,DC,Chelsea,Crystal Palace,3,0,2021-08-14,16379,2021,475472,0,0,0,0,0,0.1762789934873581,0.1762789934873581
0,0,0,47,DC,Manchester City,Chelsea,1,2,2021-05-08,14781,2020,468853,0,0,0,0,0,0.019133899360895157,0.019133899360895157
0,0,0,90,DC,Chelsea,Fulham,2,0,2021-05-01,14767,2020,467096,0,0,0,0,0,0.042107999324798584,0.042107999324798584
0,0,0,90,DC,West Ham,Chelsea,0,1,2021-04-24,14763,2020,465579,0.029523199424147606,0,1,0,0,0.7312570214271545,0.7017329931259155
0,0,0,90,DC,Chelsea,Brighton,0,0,2021-04-20,14747,2020,464155,0.032792799174785614,0,1,0,0,0.16926200687885284,0.1364700049161911
0,1,0.06723099946975708,58,Sub,Chelsea,West Bromwich Albion,2,5,2021-04-03,14727,2020,459167,0.021281300112605095,0,1,0,0.06723099946975708,0.530705988407135,0.5094239711761475
0,0,0,90,DC,Leeds,Chelsea,0,0,2021-03-13,14709,2020,456104,0.056287799030542374,0,1,0,0,0.29784101247787476,0.24155299365520477
0,0,0,90,DC,Chelsea,Everton,2,0,2021-03-08,14698,2020,455546,0.08513650298118591,0,1,0,0,0.6712549924850464,0.6712549924850464
0,0,0,90,DC,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454264,0,0,0,0,0,0.4191719889640808,0.4191719889640808
0,1,0.0169002003967762,90,DC,Chelsea,Manchester United,0,0,2021-02-28,14685,2020,453207,0.02508299984037876,0,1,0,0.0169002003967762,0.708948016166687,0.6838650107383728
0,0,0,90,DC,Chelsea,Newcastle United,2,0,2021-02-15,14667,2020,450105,0,0,0,0,0,0.9126030206680298,0.9126030206680298
0,0,0,90,DC,Sheffield United,Chelsea,1,2,2021-02-07,14662,2020,448540,0,0,0,0,0,0.6464040279388428,0.6464040279388428
0,0,0,55,Sub,Tottenham,Chelsea,0,1,2021-02-04,14653,2020,447265,0,0,0,0,0,0.6194750070571899,0.6194750070571899
0,0,0,90,DC,Chelsea,Aston Villa,1,1,2020-12-28,14586,2020,438351,0,0,0,0,0,0.29513299465179443,0.29513299465179443
0,1,0.045277100056409836,90,DC,Chelsea,Southampton,3,3,2020-10-17,14475,2020,421125,0,0,0,0,0.045277100056409836,0.22869600355625153,0.22869600355625153
0,0,0,90,DC,West Bromwich Albion,Chelsea,3,3,2020-09-26,14108,2020,417601,0,0,0,0,0,1.0202900171279907,1.0202900171279907
0,0,0,45,DC,Chelsea,Liverpool,0,2,2020-09-20,14102,2020,427494,0,0,0,0,0,0,0
0,0,0,90,DC,Brighton,Chelsea,1,3,2020-09-14,14095,2020,415373,0,0,0,0,0,0.1294260025024414,0.1294260025024414
0,0,0,48,DC,Sheffield United,Chelsea,3,0,2020-07-11,11989,2019,407519,0,0,0,0,0,0.06171020120382309,0.06171020120382309
0,0,0,90,DC,Crystal Palace,Chelsea,2,3,2020-07-07,11977,2019,406258,0,0,0,0,0,0.5672370195388794,0.5672370195388794
0,0,0,90,DC,Chelsea,Watford,3,0,2020-07-04,11964,2019,405453,0,0,0,0,0,0.6719589829444885,0.6719589829444885
0,0,0,90,DC,West Ham,Chelsea,3,2,2020-07-01,11962,2019,404609,0,0,0,0,0,0.2801870107650757,0.2801870107650757
0,1,0.13211999833583832,90,DC,Chelsea,Manchester City,2,1,2020-06-25,11946,2019,402729,0.4201189875602722,0,1,0,0.13211999833583832,0.4201189875602722,0.4201189875602722
0,0,0,90,DC,Aston Villa,Chelsea,1,2,2020-06-21,11933,2019,401675,0,0,0,0,0,0.5156710147857666,0.5156710147857666
0,1,0.014000000432133675,90,DC,Bournemouth,Chelsea,2,2,2020-02-29,11914,2019,387493,0.05920470133423805,0,1,0,0.014000000432133675,0.2834869921207428,0.2834869921207428
0,0,0,90,DC,Chelsea,Tottenham,2,1,2020-02-22,11906,2019,387126,0,0,0,0,0,0.12074299901723862,0.12074299901723862
0,0,0,49,DC,Chelsea,Manchester United,0,2,2020-02-17,11896,2019,387072,0,0,0,0,0,0,0
0,0,0,90,DC,Leicester,Chelsea,2,2,2020-02-01,11886,2019,386593,0,0,0,0,0,0,0
0,1,0.12689800560474396,90,DC,Chelsea,Arsenal,2,2,2020-01-21,11881,2019,386419,0.05479690060019493,0,1,0,0.12689800560474396,0.678475022315979,0.678475022315979
0,0,0,90,DC,Newcastle United,Chelsea,1,0,2020-01-18,11868,2019,386214,0,0,0,0,0,0.7472460269927979,0.7472460269927979
0,1,0.014116199687123299,90,DC,Chelsea,Burnley,3,0,2020-01-11,11858,2019,385906,0,0,0,0,0.014116199687123299,0.5705620050430298,0.5705620050430298
0,2,0.04798069968819618,90,DC,Everton,Chelsea,3,1,2019-12-07,11796,2019,368123,0,0,0,0,0.04798069968819618,0.18192200362682343,0.15391400456428528
0,0,0,90,DC,Chelsea,Aston Villa,2,1,2019-12-04,11789,2019,367666,0,0,0,0,0,0.16231699287891388,0.16231699287891388
0,0,0,90,DC,Chelsea,Brighton,2,0,2019-09-28,11708,2019,354611,0,0,0,0,0,0.07419580221176147,0.07419580221176147
0,0,0,41,DC,Chelsea,Liverpool,1,2,2019-09-22,11701,2019,353110,0.31714800000190735,0,1,0,0,0.31714800000190735,0
0,0,0,90,DC,Wolverhampton Wanderers,Chelsea,2,5,2019-09-14,11688,2019,349051,0,0,0,0,0,0.24587100744247437,0.24587100744247437
0,1,0.2790290117263794,90,DC,Norwich,Chelsea,2,3,2019-08-24,11664,2019,343828,0,0,0,0,0.2790290117263794,0.4836130142211914,0.4836130142211914
0,0,0,90,DC,Chelsea,Leicester,1,1,2019-08-18,11661,2019,342565,0,0,0,0,0,0.11934500187635422,0.11934500187635422
0,0,0,90,DC,Manchester United,Chelsea,4,0,2019-08-11,11652,2019,341635,0,0,0,0,0,0.0966264009475708,0.0966264009475708
0,0,0,90,DC,Chelsea,Watford,3,0,2019-05-05,9563,2018,330815,0,0,0,0,0,0.11338400095701218,0.11338400095701218
0,0,0,23,Sub,Manchester United,Chelsea,1,1,2019-04-28,9550,2018,329182,0,0,0,0,0,0,0
0,0,0,90,DC,Chelsea,Burnley,2,2,2019-04-22,9543,2018,327228,0,0,0,0,0,0.09114520251750946,0.09114520251750946
0,0,0,51,Sub,Liverpool,Chelsea,2,0,2019-04-14,9531,2018,325033,0,0,0,0,0,0,0
0,0,0,90,DC,Chelsea,Brighton,3,0,2019-04-03,9462,2018,321935,0,0,0,0,0,0.9259840250015259,0.9259840250015259
0,0,0,90,DC,Fulham,Chelsea,1,2,2019-03-03,9482,2018,305446,0,0,0,0,0,0.31723201274871826,0.31723201274871826
0,0,0,90,DC,Chelsea,Huddersfield,5,0,2019-02-02,9443,2018,304217,0,0,0,0,0,0.32215601205825806,0.32215601205825806
0,0,0,90,DC,Wolverhampton Wanderers,Chelsea,2,1,2018-12-05,9339,2018,278017,0,0,0,0,0,0.643900990486145,0.643900990486145
0,0,0,90,DC,Newcastle United,Chelsea,3,0,2018-05-13,7497,2017,240301,0,0,0,0,0,0.15881699323654175,0.15881699323654175
0,1,0.05300639942288399,90,DC,Chelsea,Huddersfield,1,1,2018-05-09,7460,2017,238760,0,0,0,0,0.05300639942288399,0.5334619879722595,0.5334619879722595
