goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,1,Sub,Burnley,Fulham,2,1,2019-01-12,9415,2018,303412,0,0,0,0,0,0,0
0,1,0.06074279919266701,1,Sub,Burnley,West Ham,2,0,2018-12-30,9395,2018,291627,0,0,0,0,0.06074279919266701,0,0
0,0,0,77,FW,Burnley,Everton,1,5,2018-12-26,9385,2018,279202,0,0,0,0,0,0,0
0,0,0,11,Sub,Arsenal,Burnley,3,1,2018-12-22,9376,2018,278780,0,0,0,0,0,0,0
0,0,0,1,Sub,Tottenham,Burnley,1,0,2018-12-15,9359,2018,278557,0,0,0,0,0,0,0
0,0,0,18,Sub,Burnley,Liverpool,1,3,2018-12-05,9343,2018,278070,0,0,0,0,0,0.022333800792694092,0.022333800792694092
0,1,0.04787829890847206,29,Sub,Crystal Palace,Burnley,2,0,2018-12-01,9333,2018,277806,0.15845300257205963,0,1,0,0.04787829890847206,0,0
1,5,0.8265050053596497,90,FW,Burnley,Newcastle United,1,2,2018-11-26,9326,2018,277624,0.32349100708961487,0,2,1,0.8265050053596497,0.5191689729690552,0.05362579971551895
0,0,0,73,FW,Leicester,Burnley,0,0,2018-11-10,9310,2018,277194,0,0,0,0,0,0,0
0,1,0.02623080089688301,76,FW,West Ham,Burnley,4,2,2018-11-03,9298,2018,276862,0,0,0,0,0.02623080089688301,0.02623080089688301,0
0,1,0.09553840011358261,61,FW,Burnley,Chelsea,0,4,2018-10-28,9295,2018,276736,0,0,0,0,0.09553840011358261,0.09553840011358261,0
0,2,0.23508399724960327,72,FW,Manchester City,Burnley,5,0,2018-10-20,9281,2018,276391,0,0,0,0,0.23508399724960327,0.03642300143837929,0.03642300143837929
1,3,0.2261040061712265,90,FW,Burnley,Huddersfield,1,1,2018-10-06,9272,2018,276130,0.02672700025141239,0,1,1,0.2261040061712265,0.2437489926815033,0.10149399936199188
1,1,0.04682670161128044,90,FW,Cardiff,Burnley,1,2,2018-09-30,9265,2018,260396,0,0,0,1,0.04682670161128044,0.04682670161128044,0
0,1,0.1102989986538887,71,FW,Burnley,Bournemouth,4,0,2018-09-22,9253,2018,260108,0.20731599628925323,0,1,0,0.1102989986538887,0.2612690031528473,0.03987269848585129
0,0,0,71,FW,Wolverhampton Wanderers,Burnley,1,0,2018-09-16,9244,2018,260040,0.021624300628900528,0,1,0,0,0.021624300628900528,0
0,3,0.8526759743690491,31,Sub,Burnley,Manchester United,0,2,2018-09-02,9232,2018,259530,0.03545850142836571,0,1,0,0.8526759743690491,0.1811089962720871,0.044311098754405975
0,1,0.04819620028138161,21,Sub,Fulham,Burnley,4,2,2018-08-26,9220,2018,259295,0,0,0,0,0.04819620028138161,0.04819620028138161,0
0,1,0.03183490037918091,18,Sub,Burnley,Watford,1,3,2018-08-19,9214,2018,258974,0.1255050003528595,0,1,0,0.03183490037918091,0,0
0,1,0.12220100313425064,16,Sub,Southampton,Burnley,0,0,2018-08-12,9204,2018,258876,0,0,0,0,0.12220100313425064,0.12220100313425064,0
0,0,0,28,Sub,Burnley,Bournemouth,1,2,2018-05-13,7492,2017,240158,0.012563399970531464,0,1,0,0,0.012563399970531464,0
0,1,0.08969680219888687,69,Sub,Arsenal,Burnley,5,0,2018-05-06,7487,2017,238375,0,0,0,0,0.08969680219888687,0.08969680219888687,0
0,0,0,22,Sub,Burnley,Brighton,0,0,2018-04-28,7469,2017,235723,0,0,0,0,0,0,0
0,1,0.025078900158405304,15,Sub,Stoke,Burnley,1,1,2018-04-22,7466,2017,234789,0.057974498718976974,0,1,0,0.025078900158405304,0.057974498718976974,0
0,1,0.06990969926118851,17,Sub,Burnley,Chelsea,1,2,2018-04-19,7420,2017,233859,0,0,0,0,0.06990969926118851,0,0
0,0,0,3,Sub,Burnley,Leicester,2,1,2018-04-14,7449,2017,232023,0,0,0,0,0,0,0
1,1,0.5627070069313049,19,Sub,Watford,Burnley,1,2,2018-04-07,7447,2017,230484,0,0,0,1,0.5627070069313049,0,0
0,0,0,12,Sub,West Bromwich Albion,Burnley,1,2,2018-03-31,7438,2017,226970,0,0,0,0,0,0,0
0,3,0.0460955984890461,82,FW,Swansea,Burnley,1,0,2018-02-10,7386,2017,215266,0.09153659641742706,0,2,0,0.0460955984890461,0.12465800344944,0
0,1,0.0839800015091896,90,FW,Burnley,Manchester City,1,1,2018-02-03,7372,2017,214870,0,0,0,0,0.0839800015091896,0.0839800015091896,0
0,2,0.6017109751701355,19,Sub,Newcastle United,Burnley,1,1,2018-01-31,7364,2017,215487,0,0,0,0,0.6017109751701355,0.026966100558638573,0
0,2,0.1483139991760254,8,Sub,Burnley,Manchester United,0,1,2018-01-20,7351,2017,209181,0,0,0,0,0.1483139991760254,0,0
0,3,0.4258570075035095,90,FW,Crystal Palace,Burnley,1,0,2018-01-13,7341,2017,207677,0.049721598625183105,0,1,0,0.4258570075035095,0.10158699750900269,0.021846899762749672
0,1,0.16467800736427307,18,Sub,Burnley,Liverpool,1,2,2018-01-01,7332,2017,206420,0.3798010051250458,1,1,0,0.16467800736427307,0.5444790124893188,0
0,1,0.05461069941520691,16,Sub,Huddersfield,Burnley,0,0,2017-12-30,7322,2017,206104,0.5061600208282471,0,1,0,0.05461069941520691,0.5607709884643555,0
0,0,0,20,Sub,Manchester United,Burnley,2,2,2017-12-26,7314,2017,205688,0,0,0,0,0,0,0
0,0,0,16,Sub,Burnley,Tottenham,0,3,2017-12-23,7304,2017,202958,0,0,0,0,0,0,0
0,1,0.0800452008843422,8,Sub,Brighton,Burnley,0,0,2017-12-16,7291,2017,205495,0,0,0,0,0.0800452008843422,0.0800452008843422,0
0,0,0,6,Sub,Burnley,Stoke,1,0,2017-12-12,7279,2017,202626,0,0,0,0,0,0,0
0,1,0.06532330065965652,12,Sub,Leicester,Burnley,1,0,2017-12-02,7261,2017,178546,0,0,0,0,0.06532330065965652,0,0
0,0,0,1,Sub,Bournemouth,Burnley,1,2,2017-11-29,7253,2017,178765,0,0,0,0,0,0,0
0,1,0.127142995595932,9,Sub,Burnley,Swansea,2,0,2017-11-18,7233,2017,178558,0,0,0,0,0.127142995595932,0.127142995595932,0
1,1,0.025080600753426552,25,Sub,Southampton,Burnley,0,1,2017-11-04,7223,2017,179175,0,0,0,1,0.025080600753426552,0.025080600753426552,0
0,1,0.016552099958062172,42,Sub,Burnley,West Ham,1,1,2017-10-14,7190,2017,178339,0,0,0,0,0.016552099958062172,0.016552099958062172,0
0,0,0,1,Sub,Liverpool,Burnley,1,1,2017-09-16,7162,2017,176425,0,0,0,0,0,0,0
0,1,0.06870110332965851,67,FW,Burnley,Crystal Palace,1,0,2017-09-10,7156,2017,176877,0,0,0,0,0.06870110332965851,0.06870110332965851,0
0,1,0.05405930057168007,58,FW,Tottenham,Burnley,1,1,2017-08-27,7147,2017,176561,0,0,0,0,0.05405930057168007,0.07837630063295364,0.024317000061273575
0,3,0.08540459722280502,90,FW,Burnley,West Bromwich Albion,0,1,2017-08-19,7132,2017,176106,0.05387840047478676,0,2,0,0.08540459722280502,0.12897899746894836,0.03009049966931343
2,3,0.21110999584197998,90,FW,Chelsea,Burnley,2,3,2017-08-12,7123,2017,175871,0,0,0,2,0.21110999584197998,0.07399699836969376,0
1,2,0.42929399013519287,90,FW,Burnley,West Ham,1,2,2017-05-21,3511,2016,125176,0,0,0,1,0.42929399013519287,1.0377700328826904,0.6084759831428528
1,5,0.30398300290107727,90,FW,Bournemouth,Burnley,2,1,2017-05-13,3500,2016,135225,0,0,0,1,0.30398300290107727,0.15261000394821167,0
2,3,0.5895190238952637,90,FW,Burnley,West Bromwich Albion,2,2,2017-05-06,3492,2016,134796,0.0186064001172781,0,1,2,0.5895190238952637,0.5984939932823181,0.057812098413705826
0,4,0.3832870125770569,90,FW,Crystal Palace,Burnley,0,2,2017-04-29,3480,2016,134371,0,0,0,0,0.3832870125770569,0.8738219738006592,0.5797039866447449
1,3,0.8593189716339111,75,FW,Everton,Burnley,3,1,2017-04-15,3467,2016,134617,0,0,0,0,0.09814970195293427,0.09814970195293427,0
0,1,0.3337610065937042,26,Sub,Middlesbrough,Burnley,0,0,2017-04-08,3456,2016,133490,0,0,0,0,0.3337610065937042,0.3337610065937042,0
0,0,0,86,FW,Burnley,Stoke,1,0,2017-04-04,3441,2016,133420,0,0,0,0,0,0,0
0,1,0.026257099583745003,32,Sub,Burnley,Tottenham,0,2,2017-04-01,3431,2016,132436,0.06671209633350372,0,1,0,0.026257099583745003,0.05576790124177933,0.029510799795389175
0,2,0.10021200031042099,21,Sub,Sunderland,Burnley,0,0,2017-03-18,3423,2016,133737,0,0,0,0,0.10021200031042099,0.05832640081644058,0
0,0,0,9,Sub,Liverpool,Burnley,2,1,2017-03-12,3419,2016,125467,0,0,0,0,0,0,0
0,1,0.017468400299549103,82,FW,Swansea,Burnley,3,2,2017-03-04,3405,2016,133242,0.07713279873132706,1,1,0,0.017468400299549103,0.13811899721622467,0.04351779818534851
0,0,0,3,Sub,Hull,Burnley,1,1,2017-02-25,3394,2016,131707,0,0,0,0,0,0,0
0,0,0,7,Sub,Burnley,Chelsea,1,1,2017-02-12,3387,2016,130613,0,0,0,0,0,0,0
