goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,63,ML,Juventus,Verona,2,1,2018-05-19,7874,2017,240503,0.07641659677028656,0,1,0,0,0,0
0,0,0,22,Sub,Verona,Udinese,0,1,2018-05-13,7868,2017,240020,0,0,0,0,0,0,0
0,0,0,12,Sub,AC Milan,Verona,4,1,2018-05-05,7854,2017,237704,0,0,0,0,0,0.008665899746119976,0.008665899746119976
0,0,0,90,ML,Bologna,Verona,2,0,2018-04-15,7811,2017,232755,0.2739669978618622,0,1,0,0,0.2739669978618622,0
0,0,0,73,FWL,Verona,Cagliari,1,0,2018-04-08,7801,2017,231411,0,0,0,0,0,0,0
0,1,0.06570550054311752,67,FW,Inter,Verona,3,0,2018-03-31,7791,2017,228025,0,0,0,0,0.06570550054311752,0,0
0,1,0.01316319964826107,30,Sub,Verona,Atalanta,0,5,2018-03-18,7779,2017,224571,0,0,0,0,0.01316319964826107,0.01316319964826107,0
0,0,0,4,Sub,Verona,Chievo,1,0,2018-03-10,7771,2017,222829,0,0,0,0,0,0,0
0,0,0,26,Sub,Lazio,Verona,2,0,2018-02-19,7744,2017,218763,0,0,0,0,0,0,0
0,1,0.1170630007982254,59,ML,Sampdoria,Verona,2,0,2018-02-11,7734,2017,217476,0.05712920054793358,0,1,0,0.1170630007982254,0.17419299483299255,0
0,0,0,71,ML,Verona,Roma,0,1,2018-02-04,7725,2017,217211,0,0,0,0,0,0,0
0,1,0.03475860133767128,72,MR,Newcastle United,Manchester City,0,1,2017-12-27,7315,2017,205806,0,0,0,0,0.03475860133767128,0.03475860133767128,0
0,0,0,15,Sub,Newcastle United,Everton,0,1,2017-12-13,7284,2017,202928,0,0,0,0,0,0.019429799169301987,0.019429799169301987
0,0,0,25,Sub,West Bromwich Albion,Newcastle United,2,2,2017-11-28,7252,2017,179066,0,0,0,0,0,0,0
0,1,0.010655700229108334,21,Sub,Manchester United,Newcastle United,4,1,2017-11-18,7232,2017,178899,0,0,0,0,0.010655700229108334,0.03177240118384361,0.021116700023412704
1,1,0.34019801020622253,12,Sub,Newcastle United,Tottenham,5,1,2016-05-15,454,2015,57755,0.3923789858818054,1,3,1,0.34019801020622253,0.9892640113830566,0.28388500213623047
0,0,0,1,Sub,Newcastle United,Manchester City,1,1,2016-04-19,415,2015,65902,0,0,0,0,0,0,0
0,0,0,19,Sub,Newcastle United,Bournemouth,1,3,2016-03-05,365,2015,66178,0,0,0,0,0,0,0
0,0,0,90,DL,Chelsea,Newcastle United,5,1,2016-02-13,337,2015,60869,0,0,0,0,0,0.07955329865217209,0.07955329865217209
0,0,0,90,DL,Newcastle United,West Bromwich Albion,1,0,2016-02-06,322,2015,58656,0.2031330019235611,0,2,0,0,0.3961920142173767,0.1930599957704544
0,0,0,41,Sub,Everton,Newcastle United,3,0,2016-02-03,319,2015,61396,0,0,0,0,0,0.4353939890861511,0.4353939890861511
0,1,0.06075640022754669,60,ML,Watford,Newcastle United,2,1,2016-01-23,307,2015,58150,0,0,0,0,0.06075640022754669,0.06075640022754669,0
0,0,0,8,Sub,Newcastle United,Watford,1,2,2015-09-19,132,2015,64249,0,0,0,0,0,0,0
0,0,0,10,Sub,West Ham,Newcastle United,2,0,2015-09-14,130,2015,64095,0,0,0,0,0,0,0
0,0,0,34,Sub,Swansea,Newcastle United,2,0,2015-08-15,94,2015,57548,0,0,0,0,0,0,0
0,1,0.06989619880914688,22,Sub,Queens Park Rangers,Newcastle United,2,1,2015-05-16,4420,2014,23363,0.08277810364961624,0,2,0,0.06989619880914688,0.13251399993896484,0
0,0,0,64,Sub,Newcastle United,Liverpool,1,0,2014-11-01,4649,2014,18890,0,0,0,0,0,0,0
1,5,0.19139300286769867,21,Sub,Newcastle United,Crystal Palace,3,3,2014-08-30,4771,2014,17727,0,0,0,1,0.19139300286769867,0.1382880061864853,0.012057599611580372
0,1,0.08165570348501205,14,Sub,Newcastle United,Manchester City,0,2,2014-08-17,4757,2014,17173,0,0,0,0,0.08165570348501205,0.1554500013589859,0.1554500013589859
