id,isResult,h,a,goals,xG,datetime,forecast
14508,True,78,245,"{'h': '4', 'a': '1'}","{'h': '1.30169', 'a': '0.847913'}",2020-11-07 15:00:00,"{'w': '0.4854', 'd': '0.292', 'l': '0.2226'}"
14507,True,80,238,"{'h': '4', 'a': '1'}","{'h': '2.87622', 'a': '0.743967'}",2020-11-07 17:30:00,"{'w': '0.8726', 'd': '0.0989', 'l': '0.0285'}"
14514,True,81,228,"{'h': '1', 'a': '0'}","{'h': '1.42614', 'a': '1.84922'}",2020-11-07 20:00:00,"{'w': '0.2509', 'd': '0.2638', 'l': '0.4853'}"
14513,True,76,82,"{'h': '0', 'a': '1'}","{'h': '0.799352', 'a': '1.87063'}",2020-11-08 12:00:00,"{'w': '0.1207', 'd': '0.2169', 'l': '0.6624'}"
14510,True,75,229,"{'h': '1', 'a': '0'}","{'h': '2.0545', 'a': '0.57936'}",2020-11-08 14:00:00,"{'w': '0.8134', 'd': '0.144', 'l': '0.0426'}"
14511,True,88,87,"{'h': '1', 'a': '1'}","{'h': '1.58487', 'a': '1.18789'}",2020-11-08 16:30:00,"{'w': '0.4692', 'd': '0.3291', 'l': '0.2017'}"
14505,True,83,71,"{'h': '0', 'a': '3'}","{'h': '1.39037', 'a': '1.98553'}",2020-11-08 19:15:00,"{'w': '0.2332', 'd': '0.2465', 'l': '0.5203'}"
14521,True,86,80,"{'h': '0', 'a': '2'}","{'h': '0.368286', 'a': '1.81923'}",2020-11-21 12:30:00,"{'w': '0.0513', 'd': '0.1759', 'l': '0.7728'}"
14515,True,71,220,"{'h': '1', 'a': '2'}","{'h': '1.76514', 'a': '1.50038'}",2020-11-21 15:00:00,"{'w': '0.4473', 'd': '0.2738', 'l': '0.2789'}"
14523,True,82,88,"{'h': '2', 'a': '0'}","{'h': '0.761142', 'a': '1.66325'}",2020-11-21 17:30:00,"{'w': '0.1445', 'd': '0.2444', 'l': '0.6111'}"
14520,True,89,76,"{'h': '1', 'a': '0'}","{'h': '2.42994', 'a': '0.438646'}",2020-11-21 20:00:00,"{'w': '0.8842', 'd': '0.0918', 'l': '0.024'}"
14517,True,228,72,"{'h': '2', 'a': '3'}","{'h': '1.87028', 'a': '2.2508'}",2020-11-22 12:00:00,"{'w': '0.2729', 'd': '0.2637', 'l': '0.4634'}"
14522,True,238,81,"{'h': '0', 'a': '1'}","{'h': '0.692374', 'a': '2.1142'}",2020-11-22 14:00:00,"{'w': '0.0757', 'd': '0.1728', 'l': '0.7515'}"
14518,True,245,83,"{'h': '0', 'a': '0'}","{'h': '1.9617', 'a': '0.710778'}",2020-11-22 16:30:00,"{'w': '0.6937', 'd': '0.2006', 'l': '0.1057'}"
14519,True,87,75,"{'h': '3', 'a': '0'}","{'h': '3.77245', 'a': '1.98397'}",2020-11-22 19:15:00,"{'w': '0.7591', 'd': '0.1383', 'l': '0.1026'}"
14516,True,92,78,"{'h': '1', 'a': '0'}","{'h': '1.75343', 'a': '1.28331'}",2020-11-23 17:30:00,"{'w': '0.4942', 'd': '0.2612', 'l': '0.2446'}"
14524,True,229,74,"{'h': '1', 'a': '1'}","{'h': '1.57479', 'a': '1.0785'}",2020-11-23 20:00:00,"{'w': '0.4908', 'd': '0.2832', 'l': '0.226'}"
14530,True,78,86,"{'h': '0', 'a': '2'}","{'h': '0.534893', 'a': '1.27929'}",2020-11-27 20:00:00,"{'w': '0.1382', 'd': '0.2907', 'l': '0.5711'}"
14528,True,220,87,"{'h': '1', 'a': '1'}","{'h': '2.30722', 'a': '0.28109'}",2020-11-28 12:30:00,"{'w': '0.9205', 'd': '0.0683', 'l': '0.0112'}"
14533,True,88,92,"{'h': '5', 'a': '0'}","{'h': '2.26129', 'a': '0.419877'}",2020-11-28 15:00:00,"{'w': '0.8292', 'd': '0.1283', 'l': '0.0425'}"
14531,True,72,245,"{'h': '0', 'a': '1'}","{'h': '1.29229', 'a': '3.11324'}",2020-11-28 17:30:00,"{'w': '0.077', 'd': '0.1377', 'l': '0.7853'}"
14527,True,76,238,"{'h': '1', 'a': '0'}","{'h': '1.71644', 'a': '3.36544'}",2020-11-28 20:00:00,"{'w': '0.112', 'd': '0.1416', 'l': '0.7464'}"
14534,True,74,89,"{'h': '2', 'a': '3'}","{'h': '0.498783', 'a': '2.47547'}",2020-11-29 14:00:00,"{'w': '0.0381', 'd': '0.1118', 'l': '0.8501'}"
14529,True,80,82,"{'h': '0', 'a': '0'}","{'h': '0.974755', 'a': '0.22689'}",2020-11-29 16:30:00,"{'w': '0.5514', 'd': '0.3637', 'l': '0.0849'}"
14525,True,83,229,"{'h': '1', 'a': '2'}","{'h': '1.1185', 'a': '2.0069'}",2020-11-29 19:15:00,"{'w': '0.1526', 'd': '0.2366', 'l': '0.6108'}"
14532,True,75,228,"{'h': '1', 'a': '2'}","{'h': '1.27814', 'a': '2.03719'}",2020-11-30 17:30:00,"{'w': '0.1823', 'd': '0.2401', 'l': '0.5776'}"
14526,True,81,71,"{'h': '2', 'a': '1'}","{'h': '0.571633', 'a': '2.39051'}",2020-11-30 20:00:00,"{'w': '0.0322', 'd': '0.1121', 'l': '0.8557'}"
14537,True,92,72,"{'h': '1', 'a': '1'}","{'h': '0.730434', 'a': '2.28139'}",2020-12-05 12:30:00,"{'w': '0.0537', 'd': '0.144', 'l': '0.8023'}"
14540,True,88,228,"{'h': '2', 'a': '0'}","{'h': '3.26328', 'a': '0.287444'}",2020-12-05 15:00:00,"{'w': '0.9658', 'd': '0.0301', 'l': '0.0041'}"
14544,True,81,89,"{'h': '1', 'a': '3'}","{'h': '2.53006', 'a': '1.78708'}",2020-12-05 17:30:00,"{'w': '0.5546', 'd': '0.2197', 'l': '0.2257'}"
14538,True,80,245,"{'h': '3', 'a': '1'}","{'h': '4.89472', 'a': '1.0277'}",2020-12-05 20:00:00,"{'w': '0.9757', 'd': '0.0189', 'l': '0.0054'}"
14543,True,76,78,"{'h': '1', 'a': '5'}","{'h': '0.567234', 'a': '1.68656'}",2020-12-06 12:00:00,"{'w': '0.1028', 'd': '0.2216', 'l': '0.6756'}"
14541,True,238,75,"{'h': '1', 'a': '2'}","{'h': '0.290743', 'a': '1.3904'}",2020-12-06 14:15:00,"{'w': '0.0609', 'd': '0.2424', 'l': '0.6967'}"
14542,True,82,83,"{'h': '2', 'a': '0'}","{'h': '0.390629', 'a': '0.595216'}",2020-12-06 16:30:00,"{'w': '0.1973', 'd': '0.4601', 'l': '0.3426'}"
14539,True,87,229,"{'h': '4', 'a': '0'}","{'h': '1.59454', 'a': '0.357753'}",2020-12-06 19:15:00,"{'w': '0.7432', 'd': '0.1988', 'l': '0.058'}"
14536,True,220,74,"{'h': '1', 'a': '2'}","{'h': '2.03376', 'a': '1.34801'}",2020-12-07 20:00:00,"{'w': '0.5465', 'd': '0.2771', 'l': '0.1764'}"
14548,True,245,81,"{'h': '1', 'a': '2'}","{'h': '1.56644', 'a': '1.7851'}",2020-12-11 20:00:00,"{'w': '0.3202', 'd': '0.2674', 'l': '0.4124'}"
14552,True,229,71,"{'h': '0', 'a': '1'}","{'h': '1.1356', 'a': '1.26872'}",2020-12-12 12:30:00,"{'w': '0.288', 'd': '0.3207', 'l': '0.3913'}"
14550,True,86,76,"{'h': '2', 'a': '1'}","{'h': '0.904163', 'a': '0.57319'}",2020-12-12 15:00:00,"{'w': '0.4254', 'd': '0.3604', 'l': '0.2142'}"
14549,True,89,88,"{'h': '0', 'a': '0'}","{'h': '0.591617', 'a': '1.28434'}",2020-12-12 17:30:00,"{'w': '0.1496', 'd': '0.2848', 'l': '0.5656'}"
14546,True,72,80,"{'h': '1', 'a': '0'}","{'h': '1.2216', 'a': '1.00627'}",2020-12-12 20:00:00,"{'w': '0.4004', 'd': '0.3507', 'l': '0.2489'}"
14551,True,74,238,"{'h': '3', 'a': '0'}","{'h': '2.27973', 'a': '0.219115'}",2020-12-13 12:00:00,"{'w': '0.8969', 'd': '0.089', 'l': '0.0141'}"
14545,True,78,82,"{'h': '1', 'a': '1'}","{'h': '1.84443', 'a': '1.40792'}",2020-12-13 14:15:00,"{'w': '0.4846', 'd': '0.2605', 'l': '0.2549'}"
14547,True,228,87,"{'h': '1', 'a': '1'}","{'h': '1.72509', 'a': '1.82445'}",2020-12-13 16:30:00,"{'w': '0.3366', 'd': '0.2847', 'l': '0.3787'}"
14553,True,75,220,"{'h': '3', 'a': '0'}","{'h': '1.64351', 'a': '0.791673'}",2020-12-13 19:15:00,"{'w': '0.6082', 'd': '0.2453', 'l': '0.1465'}"
14554,True,83,92,"{'h': '0', 'a': '1'}","{'h': '1.85362', 'a': '0.815375'}",2020-12-13 19:15:00,"{'w': '0.6447', 'd': '0.2211', 'l': '0.1342'}"
14562,True,229,80,"{'h': '2', 'a': '1'}","{'h': '0.683783', 'a': '1.56772'}",2020-12-15 18:00:00,"{'w': '0.1287', 'd': '0.2507', 'l': '0.6206'}"
14564,True,88,76,"{'h': '1', 'a': '1'}","{'h': '2.58593', 'a': '0.210243'}",2020-12-15 20:00:00,"{'w': '0.9138', 'd': '0.0742', 'l': '0.012'}"
14555,True,83,74,"{'h': '1', 'a': '1'}","{'h': '0.661135', 'a': '1.11296'}",2020-12-16 18:00:00,"{'w': '0.1907', 'd': '0.3312', 'l': '0.4781'}"
14558,True,245,86,"{'h': '5', 'a': '2'}","{'h': '2.95137', 'a': '1.44437'}",2020-12-16 18:00:00,"{'w': '0.7302', 'd': '0.1724', 'l': '0.0974'}"
14559,True,75,72,"{'h': '0', 'a': '2'}","{'h': '0.83883', 'a': '1.51486'}",2020-12-16 18:00:00,"{'w': '0.1305', 'd': '0.2971', 'l': '0.5724'}"
14557,True,228,220,"{'h': '0', 'a': '0'}","{'h': '1.00448', 'a': '0.462456'}",2020-12-16 20:00:00,"{'w': '0.5269', 'd': '0.337', 'l': '0.1361'}"
14561,True,81,78,"{'h': '1', 'a': '1'}","{'h': '0.449469', 'a': '1.09108'}",2020-12-16 20:00:00,"{'w': '0.1279', 'd': '0.3153', 'l': '0.5568'}"
14563,True,87,82,"{'h': '2', 'a': '1'}","{'h': '1.21783', 'a': '1.5161'}",2020-12-16 20:00:00,"{'w': '0.2781', 'd': '0.2611', 'l': '0.4608'}"
14556,True,71,92,"{'h': '0', 'a': '0'}","{'h': '1.81142', 'a': '0.316737'}",2020-12-17 18:00:00,"{'w': '0.7678', 'd': '0.1799', 'l': '0.0523'}"
14560,True,238,89,"{'h': '2', 'a': '3'}","{'h': '1.23525', 'a': '1.78667'}",2020-12-17 20:00:00,"{'w': '0.2175', 'd': '0.2633', 'l': '0.5192'}"
14568,True,78,87,"{'h': '0', 'a': '7'}","{'h': '0.489318', 'a': '2.86902'}",2020-12-19 12:30:00,"{'w': '0.0192', 'd': '0.074', 'l': '0.9068'}"
14572,True,74,88,"{'h': '0', 'a': '1'}","{'h': '0.586972', 'a': '1.15599'}",2020-12-19 15:00:00,"{'w': '0.161', 'd': '0.3106', 'l': '0.5284'}"
14569,True,72,83,"{'h': '2', 'a': '1'}","{'h': '0.661744', 'a': '1.25206'}",2020-12-19 17:30:00,"{'w': '0.1508', 'd': '0.2951', 'l': '0.5541'}"
14571,True,86,228,"{'h': '1', 'a': '1'}","{'h': '1.26725', 'a': '1.10645'}",2020-12-19 20:00:00,"{'w': '0.4058', 'd': '0.3137', 'l': '0.2805'}"
14565,True,220,238,"{'h': '1', 'a': '1'}","{'h': '2.90097', 'a': '1.03713'}",2020-12-20 12:00:00,"{'w': '0.8142', 'd': '0.1309', 'l': '0.0549'}"
14573,True,82,75,"{'h': '0', 'a': '2'}","{'h': '0.945932', 'a': '1.74772'}",2020-12-20 14:15:00,"{'w': '0.1388', 'd': '0.2862', 'l': '0.575'}"
14570,True,89,245,"{'h': '6', 'a': '2'}","{'h': '4.77743', 'a': '1.63467'}",2020-12-20 16:30:00,"{'w': '0.9111', 'd': '0.0538', 'l': '0.0351'}"
14574,True,76,71,"{'h': '0', 'a': '3'}","{'h': '0.0388442', 'a': '2.61964'}",2020-12-20 19:15:00,"{'w': '0.0007', 'd': '0.023', 'l': '0.9763'}"
14566,True,92,229,"{'h': '2', 'a': '1'}","{'h': '1.20465', 'a': '1.45722'}",2020-12-21 17:30:00,"{'w': '0.2779', 'd': '0.2962', 'l': '0.4259'}"
14567,True,80,81,"{'h': '3', 'a': '0'}","{'h': '2.41157', 'a': '0.277737'}",2020-12-21 20:00:00,"{'w': '0.9248', 'd': '0.0652', 'l': '0.01'}"
14579,True,75,89,"{'h': '2', 'a': '2'}","{'h': '1.0396', 'a': '2.08423'}",2020-12-26 12:30:00,"{'w': '0.1358', 'd': '0.217', 'l': '0.6472'}"
14576,True,71,78,"{'h': '3', 'a': '0'}","{'h': '4.58214', 'a': '0.849086'}",2020-12-26 15:00:00,"{'w': '0.9765', 'd': '0.0188', 'l': '0.0047'}"
14577,True,228,74,"{'h': '0', 'a': '0'}","{'h': '0.781855', 'a': '0.119709'}",2020-12-26 15:00:00,"{'w': '0.5283', 'd': '0.4211', 'l': '0.0506'}"
14575,True,83,80,"{'h': '3', 'a': '1'}","{'h': '1.94485', 'a': '2.25414'}",2020-12-26 17:30:00,"{'w': '0.2853', 'd': '0.2648', 'l': '0.4499'}"
14581,True,88,86,"{'h': '2', 'a': '0'}","{'h': '3.19575', 'a': '0.200953'}",2020-12-26 20:00:00,"{'w': '0.9721', 'd': '0.0238', 'l': '0.0041'}"
14582,True,238,72,"{'h': '0', 'a': '1'}","{'h': '1.25106', 'a': '0.568803'}",2020-12-26 20:00:00,"{'w': '0.5874', 'd': '0.2991', 'l': '0.1135'}"
14578,True,245,92,"{'h': '1', 'a': '0'}","{'h': '2.13271', 'a': '1.54591'}",2020-12-27 12:00:00,"{'w': '0.5321', 'd': '0.2575', 'l': '0.2104'}"
14583,True,81,220,"{'h': '2', 'a': '2'}","{'h': '1.38877', 'a': '1.50551'}",2020-12-27 14:15:00,"{'w': '0.3232', 'd': '0.2901', 'l': '0.3867'}"
14580,True,87,76,"{'h': '1', 'a': '1'}","{'h': '1.45485', 'a': '0.739845'}",2020-12-27 16:30:00,"{'w': '0.5437', 'd': '0.2912', 'l': '0.1651'}"
14584,True,229,82,"{'h': '1', 'a': '1'}","{'h': '0.742598', 'a': '0.408109'}",2020-12-27 19:15:00,"{'w': '0.4091', 'd': '0.4096', 'l': '0.1813'}"
