fpl_id,understat_id,h_fpl,a_fpl,h_understat,a_understat
272,14708,Fulham,Man City,Fulham,Manchester City
277,14713,Southampton,Brighton,Southampton,Brighton
274,14710,Leicester,Sheffield Utd,Leicester,Sheffield United
269,14705,Arsenal,Spurs,Arsenal,Tottenham
275,14711,Man Utd,West Ham,Manchester United,West Ham
278,14714,Wolves,Liverpool,Wolverhampton Wanderers,Liverpool
282,14718,Fulham,Leeds,Fulham,Leeds
279,14715,Brighton,Newcastle,Brighton,Newcastle United
288,14724,West Ham,Arsenal,West Ham,Arsenal
170,14606,Aston Villa,Spurs,Aston Villa,Tottenham
291,14727,Chelsea,West Brom,Chelsea,West Bromwich Albion
293,14729,Leeds,Sheffield Utd,Leeds,Sheffield United
294,14730,Leicester,Man City,Leicester,Manchester City
289,14725,Arsenal,Liverpool,Arsenal,Liverpool
297,14733,Southampton,Burnley,Southampton,Burnley
296,14732,Newcastle,Spurs,Newcastle United,Tottenham
290,14726,Aston Villa,Fulham,Aston Villa,Fulham
295,14731,Man Utd,Brighton,Manchester United,Brighton
292,14728,Everton,Crystal Palace,Everton,Crystal Palace
298,14734,Wolves,West Ham,Wolverhampton Wanderers,West Ham
302,14738,Fulham,Wolves,Fulham,Wolverhampton Wanderers
304,14740,Man City,Leeds,Manchester City,Leeds
303,14739,Liverpool,Aston Villa,Liverpool,Aston Villa
301,14737,Crystal Palace,Chelsea,Crystal Palace,Chelsea
300,14736,Burnley,Newcastle,Burnley,Newcastle United
308,14744,West Ham,Leicester,West Ham,Leicester
306,14742,Spurs,Man Utd,Tottenham,Manchester United
305,14741,Sheffield Utd,Arsenal,Sheffield United,Arsenal
307,14743,West Brom,Southampton,West Bromwich Albion,Southampton
299,14735,Brighton,Everton,Brighton,Everton
312,14748,Everton,Spurs,Everton,Tottenham
316,14752,Newcastle,West Ham,Newcastle United,West Ham
318,14754,Wolves,Sheffield Utd,Wolverhampton Wanderers,Sheffield United
309,14745,Arsenal,Fulham,Arsenal,Fulham
315,14751,Man Utd,Burnley,Manchester United,Burnley
313,14749,Leeds,Liverpool,Leeds,Liverpool
311,14747,Chelsea,Brighton,Chelsea,Brighton
286,14722,Spurs,Southampton,Tottenham,Southampton
310,14746,Aston Villa,Man City,Aston Villa,Manchester City
314,14750,Leicester,West Brom,Leicester,West Bromwich Albion
319,14755,Arsenal,Everton,Arsenal,Everton
324,14760,Liverpool,Newcastle,Liverpool,Newcastle United
327,14763,West Ham,Chelsea,West Ham,Chelsea
326,14762,Sheffield Utd,Brighton,Sheffield United,Brighton
328,14764,Wolves,Burnley,Wolverhampton Wanderers,Burnley
322,14758,Leeds,Man Utd,Leeds,Manchester United
320,14756,Aston Villa,West Brom,Aston Villa,West Bromwich Albion
323,14759,Leicester,Crystal Palace,Leicester,Crystal Palace
336,14772,Southampton,Leicester,Southampton,Leicester
332,14768,Crystal Palace,Man City,Crystal Palace,Manchester City
329,14765,Brighton,Leeds,Brighton,Leeds
331,14767,Chelsea,Fulham,Chelsea,Fulham
333,14769,Everton,Aston Villa,Everton,Aston Villa
335,14771,Newcastle,Arsenal,Newcastle United,Arsenal
337,14773,Spurs,Sheffield Utd,Tottenham,Sheffield United
338,14774,West Brom,Wolves,West Bromwich Albion,Wolverhampton Wanderers
330,14766,Burnley,West Ham,Burnley,West Ham
343,14779,Leicester,Newcastle,Leicester,Newcastle United
342,14778,Leeds,Spurs,Leeds,Tottenham
346,14782,Sheffield Utd,Crystal Palace,Sheffield United,Crystal Palace
345,14781,Man City,Chelsea,Manchester City,Chelsea
344,14780,Liverpool,Southampton,Liverpool,Southampton
348,14784,Wolves,Brighton,Wolverhampton Wanderers,Brighton
340,14776,Aston Villa,Man Utd,Aston Villa,Manchester United
347,14783,West Ham,Everton,West Ham,Everton
339,14775,Arsenal,West Brom,Arsenal,West Bromwich Albion
341,14777,Fulham,Burnley,Fulham,Burnley
352,14788,Man Utd,Leicester,Manchester United,Leicester
317,14753,Southampton,Crystal Palace,Southampton,Crystal Palace
354,14790,Chelsea,Arsenal,Chelsea,Arsenal
334,14770,Man Utd,Liverpool,Manchester United,Liverpool
180,14616,Aston Villa,Everton,Aston Villa,Everton
356,14791,Newcastle,Man City,Newcastle United,Manchester City
350,14786,Burnley,Leeds,Burnley,Leeds
357,14792,Southampton,Fulham,Southampton,Fulham
349,14785,Brighton,West Ham,Brighton,West Ham
355,14794,Crystal Palace,Aston Villa,Crystal Palace,Aston Villa
358,14793,Spurs,Wolves,Tottenham,Wolverhampton Wanderers
353,14789,West Brom,Liverpool,West Bromwich Albion,Liverpool
351,14787,Everton,Sheffield Utd,Everton,Sheffield United
364,14800,Man Utd,Fulham,Manchester United,Fulham
366,14802,Southampton,Leeds,Southampton,Leeds
359,14795,Brighton,Man City,Brighton,Manchester City
361,14797,Chelsea,Leicester,Chelsea,Leicester
363,14799,Everton,Wolves,Everton,Wolverhampton Wanderers
365,14801,Newcastle,Sheffield Utd,Newcastle United,Sheffield United
367,14803,Spurs,Aston Villa,Tottenham,Aston Villa
362,14798,Crystal Palace,Arsenal,Crystal Palace,Arsenal
360,14796,Burnley,Liverpool,Burnley,Liverpool
368,14804,West Brom,West Ham,West Bromwich Albion,West Ham
369,14805,Arsenal,Brighton,Arsenal,Brighton
370,14806,Aston Villa,Chelsea,Aston Villa,Chelsea
371,14807,Fulham,Newcastle,Fulham,Newcastle United
372,14808,Leeds,West Brom,Leeds,West Bromwich Albion
373,14809,Leicester,Spurs,Leicester,Tottenham
374,14810,Liverpool,Crystal Palace,Liverpool,Crystal Palace
375,14811,Man City,Everton,Manchester City,Everton
376,14812,Sheffield Utd,Burnley,Sheffield United,Burnley
377,14813,West Ham,Southampton,West Ham,Southampton
378,14814,Wolves,Man Utd,Wolverhampton Wanderers,Manchester United
