id,isResult,h,a,goals,xG,datetime,forecast
16386,True,87,92,"{'h': '2', 'a': '0'}","{'h': '2.63945', 'a': '0.690464'}",2021-08-21 11:30:00,"{'w': '0.8118', 'd': '0.1329', 'l': '0.0553'}"
16387,True,88,79,"{'h': '5', 'a': '0'}","{'h': '2.43928', 'a': '0.0250088'}",2021-08-21 14:00:00,"{'w': '0.9626', 'd': '0.0367', 'l': '0.0007'}"
16388,True,71,86,"{'h': '2', 'a': '0'}","{'h': '1.18426', 'a': '0.63163'}",2021-08-21 14:00:00,"{'w': '0.5426', 'd': '0.3163', 'l': '0.1411'}"
16389,True,78,244,"{'h': '0', 'a': '0'}","{'h': '0.606313', 'a': '0.712439'}",2021-08-21 14:00:00,"{'w': '0.2744', 'd': '0.3907', 'l': '0.3349'}"
16390,True,245,72,"{'h': '2', 'a': '2'}","{'h': '0.966093', 'a': '1.85713'}",2021-08-21 14:00:00,"{'w': '0.1373', 'd': '0.232', 'l': '0.6307'}"
16391,True,220,90,"{'h': '2', 'a': '0'}","{'h': '1.77896', 'a': '0.407224'}",2021-08-21 16:30:00,"{'w': '0.7795', 'd': '0.1682', 'l': '0.0523'}"
16392,True,74,89,"{'h': '1', 'a': '1'}","{'h': '0.587526', 'a': '2.26173'}",2021-08-22 13:00:00,"{'w': '0.0446', 'd': '0.1431', 'l': '0.8123'}"
16393,True,229,82,"{'h': '0', 'a': '1'}","{'h': '1.51127', 'a': '1.72636'}",2021-08-22 13:00:00,"{'w': '0.2871', 'd': '0.276', 'l': '0.4369'}"
16394,True,83,80,"{'h': '0', 'a': '2'}","{'h': '0.630099', 'a': '3.64132'}",2021-08-22 15:30:00,"{'w': '0.0088', 'd': '0.0395', 'l': '0.9517'}"
16395,True,81,75,"{'h': '4', 'a': '1'}","{'h': '2.28613', 'a': '0.62676'}",2021-08-23 19:00:00,"{'w': '0.7776', 'd': '0.1655', 'l': '0.0569'}"
16396,True,88,83,"{'h': '5', 'a': '0'}","{'h': '4.47273', 'a': '0.116805'}",2021-08-28 11:30:00,"{'w': '0.9943', 'd': '0.0054', 'l': '0.0003'}"
16397,True,86,74,"{'h': '2', 'a': '2'}","{'h': '1.19077', 'a': '3.46036'}",2021-08-28 14:00:00,"{'w': '0.0173', 'd': '0.0763', 'l': '0.9064'}"
16398,True,79,75,"{'h': '1', 'a': '2'}","{'h': '1.44084', 'a': '1.27371'}",2021-08-28 14:00:00,"{'w': '0.3977', 'd': '0.309', 'l': '0.2933'}"
16399,True,71,244,"{'h': '1', 'a': '1'}","{'h': '0.431464', 'a': '1.13312'}",2021-08-28 14:00:00,"{'w': '0.1214', 'd': '0.3143', 'l': '0.5643'}"
16400,True,220,72,"{'h': '0', 'a': '2'}","{'h': '0.701622', 'a': '1.54868'}",2021-08-28 14:00:00,"{'w': '0.1307', 'd': '0.2493', 'l': '0.62'}"
16401,True,81,78,"{'h': '2', 'a': '2'}","{'h': '1.44748', 'a': '1.67658'}",2021-08-28 14:00:00,"{'w': '0.2841', 'd': '0.2824', 'l': '0.4335'}"
16402,True,87,80,"{'h': '1', 'a': '1'}","{'h': '2.08462', 'a': '0.573638'}",2021-08-28 16:30:00,"{'w': '0.7743', 'd': '0.1646', 'l': '0.0611'}"
16403,True,92,245,"{'h': '1', 'a': '1'}","{'h': '1.71102', 'a': '1.52078'}",2021-08-29 13:00:00,"{'w': '0.3969', 'd': '0.3278', 'l': '0.2753'}"
16404,True,82,90,"{'h': '1', 'a': '0'}","{'h': '0.920963', 'a': '0.596016'}",2021-08-29 13:00:00,"{'w': '0.4144', 'd': '0.361', 'l': '0.2246'}"
16405,True,229,89,"{'h': '0', 'a': '1'}","{'h': '1.79575', 'a': '0.944083'}",2021-08-29 15:30:00,"{'w': '0.6025', 'd': '0.267', 'l': '0.1305'}"
16406,True,78,82,"{'h': '3', 'a': '0'}","{'h': '2.89372', 'a': '0.0775646'}",2021-09-11 11:30:00,"{'w': '0.9872', 'd': '0.012', 'l': '0.0008'}"
16407,True,83,79,"{'h': '1', 'a': '0'}","{'h': '2.68515', 'a': '0.577292'}",2021-09-11 14:00:00,"{'w': '0.8611', 'd': '0.1008', 'l': '0.0381'}"
16408,True,244,220,"{'h': '0', 'a': '1'}","{'h': '0.729786', 'a': '0.287902'}",2021-09-11 14:00:00,"{'w': '0.4446', 'd': '0.4316', 'l': '0.1238'}"
16409,True,75,88,"{'h': '0', 'a': '1'}","{'h': '0.8001', 'a': '2.75058'}",2021-09-11 14:00:00,"{'w': '0.0524', 'd': '0.1247', 'l': '0.8229'}"
16410,True,89,86,"{'h': '4', 'a': '1'}","{'h': '2.77326', 'a': '0.622042'}",2021-09-11 14:00:00,"{'w': '0.8917', 'd': '0.0845', 'l': '0.0238'}"
16411,True,74,81,"{'h': '0', 'a': '0'}","{'h': '0.692135', 'a': '0.725407'}",2021-09-11 14:00:00,"{'w': '0.306', 'd': '0.3717', 'l': '0.3223'}"
16412,True,90,229,"{'h': '0', 'a': '2'}","{'h': '0.185407', 'a': '2.55922'}",2021-09-11 14:00:00,"{'w': '0.0034', 'd': '0.033', 'l': '0.9636'}"
16413,True,80,71,"{'h': '3', 'a': '0'}","{'h': '1.22153', 'a': '1.17349'}",2021-09-11 16:30:00,"{'w': '0.3501', 'd': '0.3138', 'l': '0.3361'}"
16414,True,245,87,"{'h': '0', 'a': '3'}","{'h': '0.652514', 'a': '4.4016'}",2021-09-12 15:30:00,"{'w': '0.0071', 'd': '0.024', 'l': '0.9689'}"
16415,True,72,92,"{'h': '3', 'a': '1'}","{'h': '1.80386', 'a': '1.82061'}",2021-09-13 19:00:00,"{'w': '0.3516', 'd': '0.2706', 'l': '0.3778'}"
16416,True,86,245,"{'h': '1', 'a': '1'}","{'h': '1.17668', 'a': '1.42995'}",2021-09-17 19:00:00,"{'w': '0.2984', 'd': '0.2732', 'l': '0.4284'}"
16417,True,229,244,"{'h': '0', 'a': '2'}","{'h': '1.02316', 'a': '2.32741'}",2021-09-18 11:30:00,"{'w': '0.0763', 'd': '0.1796', 'l': '0.7441'}"
16418,True,79,90,"{'h': '1', 'a': '3'}","{'h': '0.782665', 'a': '2.42487'}",2021-09-18 14:00:00,"{'w': '0.068', 'd': '0.1477', 'l': '0.7843'}"
16419,True,92,83,"{'h': '0', 'a': '1'}","{'h': '0.775574', 'a': '1.09928'}",2021-09-18 14:00:00,"{'w': '0.2331', 'd': '0.3205', 'l': '0.4464'}"
16420,True,87,78,"{'h': '3', 'a': '0'}","{'h': '2.76793', 'a': '0.644168'}",2021-09-18 14:00:00,"{'w': '0.8783', 'd': '0.088', 'l': '0.0337'}"
16421,True,88,74,"{'h': '0', 'a': '0'}","{'h': '1.22451', 'a': '0.490923'}",2021-09-18 14:00:00,"{'w': '0.5597', 'd': '0.297', 'l': '0.1433'}"
16422,True,71,72,"{'h': '3', 'a': '0'}","{'h': '0.777716', 'a': '0.755035'}",2021-09-18 16:30:00,"{'w': '0.3236', 'd': '0.365', 'l': '0.3114'}"
16423,True,220,75,"{'h': '2', 'a': '1'}","{'h': '1.47438', 'a': '1.25373'}",2021-09-19 13:00:00,"{'w': '0.4099', 'd': '0.3102', 'l': '0.2799'}"
16424,True,81,89,"{'h': '1', 'a': '2'}","{'h': '1.6671', 'a': '1.8954'}",2021-09-19 13:00:00,"{'w': '0.2947', 'd': '0.3001', 'l': '0.4052'}"
16425,True,82,80,"{'h': '0', 'a': '3'}","{'h': '0.70567', 'a': '2.5869'}",2021-09-19 15:30:00,"{'w': '0.0491', 'd': '0.1287', 'l': '0.8222'}"
16426,True,80,88,"{'h': '0', 'a': '1'}","{'h': '0.194202', 'a': '1.69244'}",2021-09-25 11:30:00,"{'w': '0.0287', 'd': '0.1742', 'l': '0.7971'}"
16431,True,89,71,"{'h': '0', 'a': '1'}","{'h': '1.9251', 'a': '1.57249'}",2021-09-25 11:30:00,"{'w': '0.4531', 'd': '0.2656', 'l': '0.2813'}"
16427,True,90,86,"{'h': '1', 'a': '1'}","{'h': '0.904061', 'a': '2.52338'}",2021-09-25 14:00:00,"{'w': '0.0863', 'd': '0.1454', 'l': '0.7683'}"
16428,True,72,79,"{'h': '2', 'a': '0'}","{'h': '2.26681', 'a': '0.800903'}",2021-09-25 14:00:00,"{'w': '0.7957', 'd': '0.1591', 'l': '0.0452'}"
16429,True,245,81,"{'h': '1', 'a': '2'}","{'h': '1.1967', 'a': '1.98962'}",2021-09-25 14:00:00,"{'w': '0.1991', 'd': '0.2264', 'l': '0.5745'}"
16430,True,75,92,"{'h': '2', 'a': '2'}","{'h': '2.16233', 'a': '0.428866'}",2021-09-25 14:00:00,"{'w': '0.8072', 'd': '0.1483', 'l': '0.0445'}"
16432,True,244,87,"{'h': '3', 'a': '3'}","{'h': '2.94058', 'a': '2.25736'}",2021-09-25 16:30:00,"{'w': '0.552', 'd': '0.2087', 'l': '0.2393'}"
16433,True,74,229,"{'h': '0', 'a': '1'}","{'h': '0.909342', 'a': '0.909833'}",2021-09-26 13:00:00,"{'w': '0.3238', 'd': '0.3319', 'l': '0.3443'}"
16434,True,83,82,"{'h': '3', 'a': '1'}","{'h': '1.44499', 'a': '0.980166'}",2021-09-26 15:30:00,"{'w': '0.4985', 'd': '0.2844', 'l': '0.2171'}"
16435,True,78,220,"{'h': '1', 'a': '1'}","{'h': '1.36836', 'a': '0.649566'}",2021-09-27 19:00:00,"{'w': '0.5996', 'd': '0.2765', 'l': '0.1239'}"
16442,True,89,72,"{'h': '1', 'a': '1'}","{'h': '1.0496', 'a': '1.32211'}",2021-10-02 11:30:00,"{'w': '0.2749', 'd': '0.2983', 'l': '0.4268'}"
16437,True,92,79,"{'h': '0', 'a': '0'}","{'h': '0.584725', 'a': '0.673617'}",2021-10-02 14:00:00,"{'w': '0.2597', 'd': '0.406', 'l': '0.3343'}"
16438,True,80,74,"{'h': '3', 'a': '1'}","{'h': '3.79243', 'a': '1.52634'}",2021-10-02 14:00:00,"{'w': '0.8747', 'd': '0.096', 'l': '0.0293'}"
16440,True,245,90,"{'h': '1', 'a': '0'}","{'h': '1.57388', 'a': '0.192794'}",2021-10-02 14:00:00,"{'w': '0.775', 'd': '0.1878', 'l': '0.0372'}"
16445,True,229,86,"{'h': '2', 'a': '1'}","{'h': '1.15849', 'a': '0.865217'}",2021-10-02 14:00:00,"{'w': '0.4258', 'd': '0.3526', 'l': '0.2216'}"
16436,True,220,83,"{'h': '0', 'a': '0'}","{'h': '1.11551', 'a': '0.36431'}",2021-10-02 16:30:00,"{'w': '0.5517', 'd': '0.3319', 'l': '0.1164'}"
16439,True,78,75,"{'h': '2', 'a': '2'}","{'h': '1.1703', 'a': '1.04322'}",2021-10-03 13:00:00,"{'w': '0.369', 'd': '0.3054', 'l': '0.3256'}"
16443,True,82,71,"{'h': '2', 'a': '1'}","{'h': '1.78187', 'a': '1.07395'}",2021-10-03 13:00:00,"{'w': '0.5459', 'd': '0.2622', 'l': '0.1919'}"
16444,True,81,244,"{'h': '1', 'a': '2'}","{'h': '1.37258', 'a': '1.30098'}",2021-10-03 13:00:00,"{'w': '0.3646', 'd': '0.291', 'l': '0.3444'}"
16441,True,87,88,"{'h': '2', 'a': '2'}","{'h': '0.949368', 'a': '1.04319'}",2021-10-03 15:30:00,"{'w': '0.3183', 'd': '0.3225', 'l': '0.3592'}"
16455,True,90,87,"{'h': '0', 'a': '5'}","{'h': '0.302302', 'a': '3.65553'}",2021-10-16 11:30:00,"{'w': '0.0022', 'd': '0.0123', 'l': '0.9855'}"
16447,True,71,229,"{'h': '2', 'a': '3'}","{'h': '1.21276', 'a': '2.19633'}",2021-10-16 14:00:00,"{'w': '0.1447', 'd': '0.2184', 'l': '0.6369'}"
16450,True,75,89,"{'h': '4', 'a': '2'}","{'h': '2.96611', 'a': '1.02494'}",2021-10-16 14:00:00,"{'w': '0.8373', 'd': '0.1119', 'l': '0.0508'}"
16451,True,88,92,"{'h': '2', 'a': '0'}","{'h': '2.15712', 'a': '1.07719'}",2021-10-16 14:00:00,"{'w': '0.6665', 'd': '0.2235', 'l': '0.11'}"
16453,True,79,220,"{'h': '0', 'a': '0'}","{'h': '1.16088', 'a': '1.17572'}",2021-10-16 14:00:00,"{'w': '0.3239', 'd': '0.3312', 'l': '0.3449'}"
16454,True,74,245,"{'h': '1', 'a': '0'}","{'h': '1.83082', 'a': '0.446173'}",2021-10-16 14:00:00,"{'w': '0.7596', 'd': '0.1866', 'l': '0.0538'}"
16448,True,244,80,"{'h': '0', 'a': '1'}","{'h': '1.62169', 'a': '0.248256'}",2021-10-16 16:30:00,"{'w': '0.7703', 'd': '0.1904', 'l': '0.0393'}"
16449,True,72,81,"{'h': '0', 'a': '1'}","{'h': '0.854165', 'a': '2.03034'}",2021-10-17 13:00:00,"{'w': '0.1082', 'd': '0.1977', 'l': '0.6941'}"
16452,True,86,82,"{'h': '2', 'a': '3'}","{'h': '0.645658', 'a': '1.55008'}",2021-10-17 15:30:00,"{'w': '0.1015', 'd': '0.2551', 'l': '0.6434'}"
16446,True,83,78,"{'h': '2', 'a': '2'}","{'h': '1.7436', 'a': '0.492239'}",2021-10-18 19:00:00,"{'w': '0.7347', 'd': '0.193', 'l': '0.0723'}"
16456,True,83,71,"{'h': '3', 'a': '1'}","{'h': '3.4984', 'a': '1.41088'}",2021-10-22 19:00:00,"{'w': '0.8436', 'd': '0.1087', 'l': '0.0477'}"
16459,True,80,79,"{'h': '7', 'a': '0'}","{'h': '3.10509', 'a': '0.267429'}",2021-10-23 11:30:00,"{'w': '0.9608', 'd': '0.0353', 'l': '0.0039'}"
16460,True,78,86,"{'h': '1', 'a': '1'}","{'h': '2.25588', 'a': '0.721813'}",2021-10-23 14:00:00,"{'w': '0.7766', 'd': '0.1673', 'l': '0.0561'}"
16461,True,72,90,"{'h': '2', 'a': '5'}","{'h': '1.84089', 'a': '3.10344'}",2021-10-23 14:00:00,"{'w': '0.1422', 'd': '0.1764', 'l': '0.6814'}"
16462,True,245,229,"{'h': '1', 'a': '1'}","{'h': '1.71313', 'a': '0.858644'}",2021-10-23 14:00:00,"{'w': '0.6119', 'd': '0.2536', 'l': '0.1345'}"
16464,True,74,92,"{'h': '2', 'a': '2'}","{'h': '1.42567', 'a': '0.673195'}",2021-10-23 14:00:00,"{'w': '0.5749', 'd': '0.2845', 'l': '0.1406'}"
16458,True,220,88,"{'h': '1', 'a': '4'}","{'h': '1.1695', 'a': '3.57376'}",2021-10-23 16:30:00,"{'w': '0.0199', 'd': '0.0811', 'l': '0.899'}"
16457,True,244,75,"{'h': '1', 'a': '2'}","{'h': '1.16789', 'a': '1.00254'}",2021-10-24 13:00:00,"{'w': '0.3902', 'd': '0.3246', 'l': '0.2852'}"
16465,True,81,82,"{'h': '1', 'a': '0'}","{'h': '1.73468', 'a': '0.672198'}",2021-10-24 13:00:00,"{'w': '0.6769', 'd': '0.2235', 'l': '0.0996'}"
16463,True,89,87,"{'h': '0', 'a': '5'}","{'h': '1.35584', 'a': '4.04765'}",2021-10-24 15:30:00,"{'w': '0.0288', 'd': '0.0659', 'l': '0.9053'}"
16468,True,75,83,"{'h': '0', 'a': '2'}","{'h': '1.98801', 'a': '1.10288'}",2021-10-30 11:30:00,"{'w': '0.6172', 'd': '0.2317', 'l': '0.1511'}"
16467,True,92,244,"{'h': '3', 'a': '1'}","{'h': '2.72901', 'a': '0.834312'}",2021-10-30 14:00:00,"{'w': '0.8299', 'd': '0.1193', 'l': '0.0508'}"
16469,True,87,220,"{'h': '2', 'a': '2'}","{'h': '1.39778', 'a': '1.51032'}",2021-10-30 14:00:00,"{'w': '0.3222', 'd': '0.279', 'l': '0.3988'}"
16470,True,88,78,"{'h': '0', 'a': '2'}","{'h': '0.65739', 'a': '1.05029'}",2021-10-30 14:00:00,"{'w': '0.2045', 'd': '0.3281', 'l': '0.4674'}"
16471,True,86,80,"{'h': '0', 'a': '3'}","{'h': '0.157616', 'a': '2.16608'}",2021-10-30 14:00:00,"{'w': '0.0067', 'd': '0.0614', 'l': '0.9319'}"
16474,True,90,74,"{'h': '0', 'a': '1'}","{'h': '0.852556', 'a': '1.90757'}",2021-10-30 14:00:00,"{'w': '0.1184', 'd': '0.2165', 'l': '0.6651'}"
16473,True,82,89,"{'h': '0', 'a': '3'}","{'h': '1.15787', 'a': '1.38612'}",2021-10-30 16:30:00,"{'w': '0.2873', 'd': '0.3069', 'l': '0.4058'}"
16472,True,79,245,"{'h': '1', 'a': '2'}","{'h': '0.661887', 'a': '1.16855'}",2021-10-31 14:00:00,"{'w': '0.1855', 'd': '0.3103', 'l': '0.5042'}"
16466,True,71,81,"{'h': '1', 'a': '4'}","{'h': '0.687551', 'a': '2.66391'}",2021-10-31 16:30:00,"{'w': '0.0209', 'd': '0.0903', 'l': '0.8888'}"
16475,True,229,72,"{'h': '2', 'a': '1'}","{'h': '1.69344', 'a': '1.69767'}",2021-11-01 20:00:00,"{'w': '0.3571', 'd': '0.2722', 'l': '0.3707'}"
16484,True,74,71,"{'h': '1', 'a': '0'}","{'h': '0.89818', 'a': '0.536077'}",2021-11-05 20:00:00,"{'w': '0.4546', 'd': '0.3594', 'l': '0.186'}"
16483,True,89,88,"{'h': '0', 'a': '2'}","{'h': '0.759561', 'a': '2.04202'}",2021-11-06 12:30:00,"{'w': '0.0837', 'd': '0.1908', 'l': '0.7255'}"
16477,True,244,79,"{'h': '1', 'a': '2'}","{'h': '2.79229', 'a': '1.15797'}",2021-11-06 15:00:00,"{'w': '0.7832', 'd': '0.1534', 'l': '0.0634'}"
16479,True,80,92,"{'h': '1', 'a': '1'}","{'h': '3.00585', 'a': '0.674072'}",2021-11-06 15:00:00,"{'w': '0.8798', 'd': '0.0929', 'l': '0.0273'}"
16480,True,78,229,"{'h': '2', 'a': '0'}","{'h': '2.65161', 'a': '0.25416'}",2021-11-06 15:00:00,"{'w': '0.9354', 'd': '0.057', 'l': '0.0076'}"
16478,True,220,86,"{'h': '1', 'a': '1'}","{'h': '1.43123', 'a': '0.227321'}",2021-11-06 17:30:00,"{'w': '0.7823', 'd': '0.1837', 'l': '0.034'}"
16476,True,83,90,"{'h': '1', 'a': '0'}","{'h': '1.49208', 'a': '0.491659'}",2021-11-07 14:00:00,"{'w': '0.6791', 'd': '0.2449', 'l': '0.076'}"
16481,True,72,82,"{'h': '0', 'a': '0'}","{'h': '0.597906', 'a': '0.801798'}",2021-11-07 14:00:00,"{'w': '0.2344', 'd': '0.3843', 'l': '0.3813'}"
16482,True,245,75,"{'h': '1', 'a': '1'}","{'h': '1.96551', 'a': '0.795292'}",2021-11-07 14:00:00,"{'w': '0.7108', 'd': '0.2078', 'l': '0.0814'}"
16485,True,81,87,"{'h': '3', 'a': '2'}","{'h': '1.25298', 'a': '1.45641'}",2021-11-07 16:30:00,"{'w': '0.3099', 'd': '0.2842', 'l': '0.4059'}"
16488,True,75,80,"{'h': '0', 'a': '3'}","{'h': '0.499504', 'a': '2.57178'}",2021-11-20 12:30:00,"{'w': '0.0208', 'd': '0.1023', 'l': '0.8769'}"
16486,True,71,220,"{'h': '2', 'a': '0'}","{'h': '1.06946', 'a': '0.582787'}",2021-11-20 15:00:00,"{'w': '0.4855', 'd': '0.336', 'l': '0.1785'}"
16487,True,92,78,"{'h': '3', 'a': '3'}","{'h': '1.04224', 'a': '1.74839'}",2021-11-20 15:00:00,"{'w': '0.2089', 'd': '0.2415', 'l': '0.5496'}"
16491,True,86,244,"{'h': '3', 'a': '3'}","{'h': '2.18388', 'a': '1.23275'}",2021-11-20 15:00:00,"{'w': '0.6076', 'd': '0.2257', 'l': '0.1667'}"
16492,True,79,74,"{'h': '2', 'a': '1'}","{'h': '0.43778', 'a': '1.13118'}",2021-11-20 15:00:00,"{'w': '0.142', 'd': '0.3171', 'l': '0.5409'}"
16494,True,90,89,"{'h': '4', 'a': '1'}","{'h': '2.73393', 'a': '1.66794'}",2021-11-20 15:00:00,"{'w': '0.6277', 'd': '0.2073', 'l': '0.165'}"
16495,True,229,81,"{'h': '1', 'a': '0'}","{'h': '1.31903', 'a': '0.436331'}",2021-11-20 15:00:00,"{'w': '0.6132', 'd': '0.2733', 'l': '0.1135'}"
16489,True,87,83,"{'h': '4', 'a': '0'}","{'h': '3.97374', 'a': '0.268025'}",2021-11-20 17:30:00,"{'w': '0.9941', 'd': '0.0055', 'l': '0.0004'}"
16490,True,88,72,"{'h': '3', 'a': '0'}","{'h': '2.61302', 'a': '0.266894'}",2021-11-21 14:00:00,"{'w': '0.9179', 'd': '0.0691', 'l': '0.013'}"
16493,True,82,245,"{'h': '2', 'a': '1'}","{'h': '2.31744', 'a': '1.46689'}",2021-11-21 16:30:00,"{'w': '0.5951', 'd': '0.2303', 'l': '0.1746'}"
16496,True,83,86,"{'h': '2', 'a': '0'}","{'h': '2.84493', 'a': '0.185383'}",2021-11-27 12:30:00,"{'w': '0.9577', 'd': '0.0369', 'l': '0.0054'}"
16501,True,78,71,"{'h': '1', 'a': '2'}","{'h': '0.962129', 'a': '0.454305'}",2021-11-27 15:00:00,"{'w': '0.5015', 'd': '0.3502', 'l': '0.1483'}"
16503,True,87,74,"{'h': '4', 'a': '0'}","{'h': '3.07278', 'a': '0.966132'}",2021-11-27 15:00:00,"{'w': '0.8606', 'd': '0.101', 'l': '0.0384'}"
16505,True,79,229,"{'h': '0', 'a': '0'}","{'h': '1.4047', 'a': '0.297157'}",2021-11-27 15:00:00,"{'w': '0.705', 'd': '0.2329', 'l': '0.0621'}"
16498,True,220,245,"{'h': '0', 'a': '0'}","{'h': '1.90498', 'a': '0.864829'}",2021-11-27 17:30:00,"{'w': '0.6441', 'd': '0.224', 'l': '0.1319'}"
16497,True,244,72,"{'h': '1', 'a': '0'}","{'h': '1.19813', 'a': '0.968075'}",2021-11-28 14:00:00,"{'w': '0.4215', 'd': '0.329', 'l': '0.2495'}"
16502,True,75,90,"{'h': '4', 'a': '2'}","{'h': '2.16027', 'a': '2.38383'}",2021-11-28 14:00:00,"{'w': '0.332', 'd': '0.2403', 'l': '0.4277'}"
16504,True,88,81,"{'h': '2', 'a': '1'}","{'h': '2.72187', 'a': '0.171763'}",2021-11-28 14:00:00,"{'w': '0.9519', 'd': '0.0432', 'l': '0.0049'}"
16500,True,80,89,"{'h': '1', 'a': '1'}","{'h': '2.34525', 'a': '0.563367'}",2021-11-28 16:30:00,"{'w': '0.8372', 'd': '0.1357', 'l': '0.0271'}"
16513,True,86,79,"{'h': '1', 'a': '1'}","{'h': '1.15636', 'a': '1.51084'}",2021-11-30 19:30:00,"{'w': '0.2596', 'd': '0.3006', 'l': '0.4398'}"
16508,True,245,78,"{'h': '1', 'a': '0'}","{'h': '1.9818', 'a': '0.707328'}",2021-11-30 20:15:00,"{'w': '0.7505', 'd': '0.1819', 'l': '0.0676'}"
16509,True,90,80,"{'h': '1', 'a': '2'}","{'h': '0.990877', 'a': '0.908574'}",2021-12-01 19:30:00,"{'w': '0.3546', 'd': '0.3333', 'l': '0.3121'}"
16510,True,81,220,"{'h': '1', 'a': '1'}","{'h': '1.14679', 'a': '1.2607'}",2021-12-01 19:30:00,"{'w': '0.3108', 'd': '0.3198', 'l': '0.3694'}"
16511,True,229,92,"{'h': '0', 'a': '0'}","{'h': '0.711691', 'a': '0.195537'}",2021-12-01 19:30:00,"{'w': '0.4555', 'd': '0.4569', 'l': '0.0876'}"
16514,True,74,75,"{'h': '2', 'a': '2'}","{'h': '1.91169', 'a': '1.4401'}",2021-12-01 19:30:00,"{'w': '0.4988', 'd': '0.2516', 'l': '0.2496'}"
16506,True,71,88,"{'h': '1', 'a': '2'}","{'h': '0.772083', 'a': '1.01897'}",2021-12-01 20:15:00,"{'w': '0.2603', 'd': '0.3452', 'l': '0.3945'}"
16507,True,72,87,"{'h': '1', 'a': '4'}","{'h': '0.512263', 'a': '2.86067'}",2021-12-01 20:15:00,"{'w': '0.0212', 'd': '0.0752', 'l': '0.9036'}"
16515,True,82,244,"{'h': '2', 'a': '0'}","{'h': '2.07248', 'a': '0.225492'}",2021-12-02 19:30:00,"{'w': '0.8964', 'd': '0.09', 'l': '0.0136'}"
16512,True,89,83,"{'h': '3', 'a': '2'}","{'h': '1.85597', 'a': '1.16638'}",2021-12-02 20:15:00,"{'w': '0.5558', 'd': '0.2561', 'l': '0.1881'}"
16524,True,81,80,"{'h': '3', 'a': '2'}","{'h': '2.0174', 'a': '1.37049'}",2021-12-04 12:30:00,"{'w': '0.5469', 'd': '0.238', 'l': '0.2151'}"
16520,True,86,92,"{'h': '1', 'a': '0'}","{'h': '1.70609', 'a': '0.604599'}",2021-12-04 15:00:00,"{'w': '0.6761', 'd': '0.2236', 'l': '0.1003'}"
16521,True,74,220,"{'h': '1', 'a': '1'}","{'h': '1.34236', 'a': '1.4872'}",2021-12-04 15:00:00,"{'w': '0.3101', 'd': '0.2802', 'l': '0.4097'}"
16525,True,229,87,"{'h': '0', 'a': '1'}","{'h': '0.095167', 'a': '2.42332'}",2021-12-04 15:00:00,"{'w': '0.005', 'd': '0.0531', 'l': '0.9419'}"
16523,True,90,88,"{'h': '1', 'a': '3'}","{'h': '0.675105', 'a': '4.03223'}",2021-12-04 17:30:00,"{'w': '0.0142', 'd': '0.0375', 'l': '0.9483'}"
16518,True,245,244,"{'h': '2', 'a': '2'}","{'h': '1.41896', 'a': '1.19959'}",2021-12-05 14:00:00,"{'w': '0.4119', 'd': '0.3026', 'l': '0.2855'}"
16519,True,89,78,"{'h': '1', 'a': '0'}","{'h': '0.870376', 'a': '0.520593'}",2021-12-05 14:00:00,"{'w': '0.4144', 'd': '0.379', 'l': '0.2066'}"
16522,True,82,79,"{'h': '3', 'a': '0'}","{'h': '2.00668', 'a': '1.06562'}",2021-12-05 14:00:00,"{'w': '0.6123', 'd': '0.2365', 'l': '0.1512'}"
