id,isResult,h,a,goals,xG,datetime,forecast
7119,True,83,75,"{'h': '4', 'a': '3'}","{'h': '2.54329', 'a': '1.46495'}",2017-08-11 19:45:00,"{'w': '0.628', 'd': '0.2154', 'l': '0.1566'}"
7120,True,90,87,"{'h': '3', 'a': '3'}","{'h': '2.17647', 'a': '2.61549'}",2017-08-12 12:30:00,"{'w': '0.2452', 'd': '0.287', 'l': '0.4678'}"
7121,True,76,73,"{'h': '1', 'a': '0'}","{'h': '1.18399', 'a': '0.378659'}",2017-08-12 15:00:00,"{'w': '0.5875', 'd': '0.3056', 'l': '0.1069'}"
7122,True,74,84,"{'h': '0', 'a': '0'}","{'h': '2.21748', 'a': '0.406196'}",2017-08-12 15:00:00,"{'w': '0.8262', 'd': '0.1377', 'l': '0.0361'}"
7123,True,80,92,"{'h': '2', 'a': '3'}","{'h': '1.35651', 'a': '0.564237'}",2017-08-12 15:00:00,"{'w': '0.5899', 'd': '0.284', 'l': '0.1261'}"
7124,True,78,219,"{'h': '0', 'a': '3'}","{'h': '0.988934', 'a': '1.73657'}",2017-08-12 15:00:00,"{'w': '0.1531', 'd': '0.2491', 'l': '0.5978'}"
7125,True,72,85,"{'h': '1', 'a': '0'}","{'h': '0.720574', 'a': '0.27644'}",2017-08-12 15:00:00,"{'w': '0.4458', 'd': '0.4273', 'l': '0.1269'}"
7126,True,220,88,"{'h': '0', 'a': '2'}","{'h': '0.276343', 'a': '1.86751'}",2017-08-12 17:30:00,"{'w': '0.0192', 'd': '0.1154', 'l': '0.8654'}"
7127,True,86,82,"{'h': '0', 'a': '2'}","{'h': '0.634633', 'a': '2.34418'}",2017-08-13 13:30:00,"{'w': '0.0463', 'd': '0.143', 'l': '0.8107'}"
7128,True,89,81,"{'h': '4', 'a': '0'}","{'h': '2.63853', 'a': '0.62654'}",2017-08-13 16:00:00,"{'w': '0.8486', 'd': '0.1127', 'l': '0.0387'}"
7129,True,84,89,"{'h': '0', 'a': '4'}","{'h': '0.304164', 'a': '3.41021'}",2017-08-19 12:30:00,"{'w': '0.0011', 'd': '0.0166', 'l': '0.9823'}"
7130,True,74,81,"{'h': '3', 'a': '2'}","{'h': '2.1424', 'a': '1.53269'}",2017-08-19 15:00:00,"{'w': '0.5292', 'd': '0.2659', 'l': '0.2049'}"
7131,True,73,90,"{'h': '0', 'a': '2'}","{'h': '0.766694', 'a': '2.17717'}",2017-08-19 15:00:00,"{'w': '0.0725', 'd': '0.1917', 'l': '0.7358'}"
7132,True,92,76,"{'h': '0', 'a': '1'}","{'h': '1.37242', 'a': '0.653058'}",2017-08-19 15:00:00,"{'w': '0.5629', 'd': '0.2766', 'l': '0.1605'}"
7133,True,75,220,"{'h': '2', 'a': '0'}","{'h': '1.88355', 'a': '0.123075'}",2017-08-19 15:00:00,"{'w': '0.8802', 'd': '0.1083', 'l': '0.0115'}"
7134,True,87,78,"{'h': '1', 'a': '0'}","{'h': '2.84978', 'a': '0.727364'}",2017-08-19 15:00:00,"{'w': '0.8616', 'd': '0.1049', 'l': '0.0335'}"
7135,True,85,83,"{'h': '1', 'a': '0'}","{'h': '0.692644', 'a': '1.40658'}",2017-08-19 17:30:00,"{'w': '0.1705', 'd': '0.2764', 'l': '0.5531'}"
7136,True,219,86,"{'h': '1', 'a': '0'}","{'h': '0.267008', 'a': '0.973322'}",2017-08-20 13:30:00,"{'w': '0.0912', 'd': '0.3396', 'l': '0.5692'}"
7137,True,82,80,"{'h': '1', 'a': '2'}","{'h': '0.72428', 'a': '0.834423'}",2017-08-20 16:00:00,"{'w': '0.2838', 'd': '0.3577', 'l': '0.3585'}"
7138,True,88,72,"{'h': '1', 'a': '1'}","{'h': '1.14216', 'a': '0.59971'}",2017-08-21 20:00:00,"{'w': '0.4894', 'd': '0.3277', 'l': '0.1829'}"
7139,True,73,88,"{'h': '1', 'a': '2'}","{'h': '0.415402', 'a': '1.76626'}",2017-08-26 12:30:00,"{'w': '0.0666', 'd': '0.1932', 'l': '0.7402'}"
7141,True,78,84,"{'h': '0', 'a': '2'}","{'h': '0.818951', 'a': '0.966783'}",2017-08-26 15:00:00,"{'w': '0.2811', 'd': '0.3344', 'l': '0.3845'}"
7142,True,86,81,"{'h': '3', 'a': '0'}","{'h': '2.76107', 'a': '0.558484'}",2017-08-26 15:00:00,"{'w': '0.9013', 'd': '0.08', 'l': '0.0187'}"
7143,True,90,220,"{'h': '0', 'a': '0'}","{'h': '0.281459', 'a': '0.952357'}",2017-08-26 15:00:00,"{'w': '0.1023', 'd': '0.3687', 'l': '0.529'}"
7144,True,219,74,"{'h': '0', 'a': '0'}","{'h': '1.51605', 'a': '0.795911'}",2017-08-26 15:00:00,"{'w': '0.5525', 'd': '0.2754', 'l': '0.1721'}"
7145,True,89,75,"{'h': '2', 'a': '0'}","{'h': '2.73725', 'a': '0.670573'}",2017-08-26 17:30:00,"{'w': '0.8734', 'd': '0.0985', 'l': '0.0281'}"
7140,True,80,72,"{'h': '2', 'a': '0'}","{'h': '1.16991', 'a': '0.326655'}",2017-08-27 13:30:00,"{'w': '0.5979', 'd': '0.3022', 'l': '0.0999'}"
7146,True,76,85,"{'h': '1', 'a': '1'}","{'h': '0.875132', 'a': '0.980905'}",2017-08-27 13:30:00,"{'w': '0.3079', 'd': '0.3358', 'l': '0.3563'}"
7147,True,82,92,"{'h': '1', 'a': '1'}","{'h': '2.3497', 'a': '0.670943'}",2017-08-27 16:00:00,"{'w': '0.7813', 'd': '0.1515', 'l': '0.0672'}"
7148,True,87,83,"{'h': '4', 'a': '0'}","{'h': '3.45998', 'a': '0.484816'}",2017-08-27 16:00:00,"{'w': '0.9436', 'd': '0.0448', 'l': '0.0116'}"
7149,True,88,87,"{'h': '5', 'a': '0'}","{'h': '3.14589', 'a': '0.665186'}",2017-09-09 12:30:00,"{'w': '0.9056', 'd': '0.0716', 'l': '0.0228'}"
7150,True,74,90,"{'h': '0', 'a': '2'}","{'h': '0.331259', 'a': '0.57794'}",2017-09-09 15:00:00,"{'w': '0.1722', 'd': '0.4764', 'l': '0.3514'}"
7151,True,75,80,"{'h': '1', 'a': '2'}","{'h': '1.34903', 'a': '1.03943'}",2017-09-09 15:00:00,"{'w': '0.467', 'd': '0.2912', 'l': '0.2418'}"
7152,True,83,73,"{'h': '3', 'a': '0'}","{'h': '2.48732', 'a': '0.577291'}",2017-09-09 15:00:00,"{'w': '0.8309', 'd': '0.1227', 'l': '0.0464'}"
7153,True,220,76,"{'h': '3', 'a': '1'}","{'h': '0.396771', 'a': '0.866679'}",2017-09-09 15:00:00,"{'w': '0.1484', 'd': '0.376', 'l': '0.4756'}"
7154,True,72,82,"{'h': '0', 'a': '3'}","{'h': '1.15144', 'a': '2.17535'}",2017-09-09 15:00:00,"{'w': '0.1568', 'd': '0.211', 'l': '0.6322'}"
7155,True,85,89,"{'h': '2', 'a': '2'}","{'h': '1.49928', 'a': '1.96635'}",2017-09-09 17:30:00,"{'w': '0.2647', 'd': '0.2517', 'l': '0.4836'}"
7156,True,92,78,"{'h': '1', 'a': '0'}","{'h': '0.429329', 'a': '1.72996'}",2017-09-10 13:30:00,"{'w': '0.0627', 'd': '0.1991', 'l': '0.7382'}"
7157,True,84,86,"{'h': '0', 'a': '1'}","{'h': '1.48574', 'a': '1.03177'}",2017-09-10 16:00:00,"{'w': '0.492', 'd': '0.2867', 'l': '0.2213'}"
7158,True,81,219,"{'h': '2', 'a': '0'}","{'h': '1.94969', 'a': '0.339338'}",2017-09-11 20:00:00,"{'w': '0.8657', 'd': '0.115', 'l': '0.0193'}"
7159,True,73,220,"{'h': '2', 'a': '1'}","{'h': '1.39529', 'a': '0.874276'}",2017-09-15 20:00:00,"{'w': '0.4979', 'd': '0.3047', 'l': '0.1974'}"
7160,True,78,74,"{'h': '0', 'a': '1'}","{'h': '2.03243', 'a': '1.11428'}",2017-09-16 12:30:00,"{'w': '0.6079', 'd': '0.2312', 'l': '0.1609'}"
7161,True,219,75,"{'h': '1', 'a': '1'}","{'h': '0.700349', 'a': '1.24181'}",2017-09-16 15:00:00,"{'w': '0.1671', 'd': '0.2994', 'l': '0.5335'}"
7162,True,87,92,"{'h': '1', 'a': '1'}","{'h': '2.18727', 'a': '0.334402'}",2017-09-16 15:00:00,"{'w': '0.8663', 'd': '0.1099', 'l': '0.0238'}"
7163,True,86,85,"{'h': '2', 'a': '1'}","{'h': '2.6598', 'a': '0.675783'}",2017-09-16 15:00:00,"{'w': '0.8488', 'd': '0.1109', 'l': '0.0403'}"
7164,True,90,88,"{'h': '0', 'a': '6'}","{'h': '0.803933', 'a': '3.99349'}",2017-09-16 15:00:00,"{'w': '0.0076', 'd': '0.0317', 'l': '0.9607'}"
7165,True,76,81,"{'h': '0', 'a': '0'}","{'h': '0.781891', 'a': '0.266344'}",2017-09-16 15:00:00,"{'w': '0.4784', 'd': '0.4127', 'l': '0.1089'}"
7166,True,82,84,"{'h': '0', 'a': '0'}","{'h': '1.17894', 'a': '0.154074'}",2017-09-16 17:30:00,"{'w': '0.6472', 'd': '0.3063', 'l': '0.0465'}"
7167,True,80,83,"{'h': '0', 'a': '0'}","{'h': '0.762129', 'a': '1.42208'}",2017-09-17 13:30:00,"{'w': '0.1543', 'd': '0.2745', 'l': '0.5712'}"
7168,True,89,72,"{'h': '4', 'a': '0'}","{'h': '3.28722', 'a': '1.06298'}",2017-09-17 16:00:00,"{'w': '0.8638', 'd': '0.0971', 'l': '0.0391'}"
7169,True,81,82,"{'h': '2', 'a': '3'}","{'h': '0.67667', 'a': '1.45327'}",2017-09-23 12:30:00,"{'w': '0.1385', 'd': '0.2748', 'l': '0.5867'}"
7170,True,85,80,"{'h': '0', 'a': '4'}","{'h': '0.600959', 'a': '1.59815'}",2017-09-23 15:00:00,"{'w': '0.0891', 'd': '0.2287', 'l': '0.6822'}"
7171,True,84,90,"{'h': '1', 'a': '2'}","{'h': '1.50811', 'a': '1.25817'}",2017-09-23 15:00:00,"{'w': '0.4134', 'd': '0.3354', 'l': '0.2512'}"
7172,True,74,89,"{'h': '0', 'a': '1'}","{'h': '0.802062', 'a': '1.07247'}",2017-09-23 15:00:00,"{'w': '0.2275', 'd': '0.3295', 'l': '0.443'}"
7173,True,88,78,"{'h': '5', 'a': '0'}","{'h': '5.72543', 'a': '0.611018'}",2017-09-23 15:00:00,"{'w': '0.9967', 'd': '0.0027', 'l': '0.0006'}"
7174,True,92,219,"{'h': '0', 'a': '0'}","{'h': '0.369454', 'a': '0.312561'}",2017-09-23 15:00:00,"{'w': '0.2589', 'd': '0.5442', 'l': '0.1969'}"
7175,True,72,73,"{'h': '2', 'a': '1'}","{'h': '2.21092', 'a': '0.384728'}",2017-09-23 15:00:00,"{'w': '0.8918', 'd': '0.0895', 'l': '0.0187'}"
7176,True,75,87,"{'h': '2', 'a': '3'}","{'h': '2.88766', 'a': '1.92902'}",2017-09-23 17:30:00,"{'w': '0.6388', 'd': '0.191', 'l': '0.1702'}"
7177,True,220,86,"{'h': '1', 'a': '0'}","{'h': '0.507341', 'a': '1.37001'}",2017-09-24 16:00:00,"{'w': '0.115', 'd': '0.2591', 'l': '0.6259'}"
7178,True,83,76,"{'h': '2', 'a': '0'}","{'h': '2.39316', 'a': '0.766652'}",2017-09-25 20:00:00,"{'w': '0.8054', 'd': '0.1466', 'l': '0.048'}"
7179,True,219,82,"{'h': '0', 'a': '4'}","{'h': '0.196648', 'a': '1.56089'}",2017-09-30 12:30:00,"{'w': '0.0364', 'd': '0.2118', 'l': '0.7518'}"
7180,True,89,78,"{'h': '4', 'a': '0'}","{'h': '3.47508', 'a': '0.244321'}",2017-09-30 15:00:00,"{'w': '0.9735', 'd': '0.0235', 'l': '0.003'}"
7181,True,85,74,"{'h': '2', 'a': '1'}","{'h': '2.68136', 'a': '1.42781'}",2017-09-30 15:00:00,"{'w': '0.704', 'd': '0.1735', 'l': '0.1225'}"
7182,True,76,90,"{'h': '2', 'a': '2'}","{'h': '1.93896', 'a': '1.62462'}",2017-09-30 15:00:00,"{'w': '0.441', 'd': '0.2921', 'l': '0.2669'}"
7183,True,81,84,"{'h': '1', 'a': '0'}","{'h': '0.692185', 'a': '0.178568'}",2017-09-30 15:00:00,"{'w': '0.4668', 'd': '0.4492', 'l': '0.084'}"
7184,True,73,75,"{'h': '0', 'a': '0'}","{'h': '1.39901', 'a': '0.594808'}",2017-09-30 15:00:00,"{'w': '0.5931', 'd': '0.2844', 'l': '0.1225'}"
7185,True,80,88,"{'h': '0', 'a': '1'}","{'h': '0.911532', 'a': '1.23068'}",2017-09-30 17:30:00,"{'w': '0.2624', 'd': '0.321', 'l': '0.4166'}"
7186,True,83,220,"{'h': '2', 'a': '0'}","{'h': '2.47818', 'a': '0.386343'}",2017-10-01 12:00:00,"{'w': '0.8747', 'd': '0.098', 'l': '0.0273'}"
7187,True,72,92,"{'h': '0', 'a': '1'}","{'h': '0.93376', 'a': '0.383977'}",2017-10-01 14:15:00,"{'w': '0.4844', 'd': '0.3672', 'l': '0.1484'}"
7188,True,86,87,"{'h': '1', 'a': '1'}","{'h': '0.280437', 'a': '1.64475'}",2017-10-01 16:30:00,"{'w': '0.0381', 'd': '0.1766', 'l': '0.7853'}"
7193,True,87,89,"{'h': '0', 'a': '0'}","{'h': '1.92702', 'a': '0.230358'}",2017-10-14 12:30:00,"{'w': '0.8359', 'd': '0.1346', 'l': '0.0295'}"
7190,True,92,81,"{'h': '1', 'a': '1'}","{'h': '0.70219', 'a': '0.835192'}",2017-10-14 15:00:00,"{'w': '0.2578', 'd': '0.3688', 'l': '0.3734'}"
7191,True,78,80,"{'h': '2', 'a': '1'}","{'h': '1.51873', 'a': '0.651919'}",2017-10-14 15:00:00,"{'w': '0.6143', 'd': '0.2462', 'l': '0.1395'}"
