fpl_id,understat_id,h_fpl,a_fpl,h_understat,a_understat
1,26602,Man Utd,Fulham,Manchester United,Fulham
4,26603,Ipswich,Liverpool,Ipswich,Liverpool
2,26604,Arsenal,Wolves,Arsenal,Wolverhampton Wanderers
3,26605,Everton,Brighton,Everton,Brighton
5,26606,Newcastle,Southampton,Newcastle United,Southampton
6,26607,Nott'm Forest,Bournemouth,Nottingham Forest,Bournemouth
7,26608,West Ham,Aston Villa,West Ham,Aston Villa
8,26609,Brentford,Crystal Palace,Brentford,Crystal Palace
9,26610,Chelsea,Man City,Chelsea,Manchester City
10,26611,Leicester,Spurs,Leicester,Tottenham
13,26612,Brighton,Man Utd,Brighton,Manchester United
14,26613,Crystal Palace,West Ham,Crystal Palace,West Ham
15,26614,Fulham,Leicester,Fulham,Leicester
17,26615,Man City,Ipswich,Manchester City,Ipswich
18,26616,Southampton,Nott'm Forest,Southampton,Nottingham Forest
19,26617,Spurs,Everton,Tottenham,Everton
11,26618,Aston Villa,Arsenal,Aston Villa,Arsenal
20,26619,Wolves,Chelsea,Wolverhampton Wanderers,Chelsea
12,26620,Bournemouth,Newcastle,Bournemouth,Newcastle United
16,26621,Liverpool,Brentford,Liverpool,Brentford
21,26622,Arsenal,Brighton,Arsenal,Brighton
22,26623,Brentford,Southampton,Brentford,Southampton
24,26624,Everton,Bournemouth,Everton,Bournemouth
25,26625,Ipswich,Fulham,Ipswich,Fulham
26,26626,Leicester,Aston Villa,Leicester,Aston Villa
29,26627,Nott'm Forest,Wolves,Nottingham Forest,Wolverhampton Wanderers
30,26628,West Ham,Man City,West Ham,Manchester City
28,26629,Newcastle,Spurs,Newcastle United,Tottenham
23,26630,Chelsea,Crystal Palace,Chelsea,Crystal Palace
27,26631,Man Utd,Liverpool,Manchester United,Liverpool
38,26632,Southampton,Man Utd,Southampton,Manchester United
33,26633,Brighton,Ipswich,Brighton,Ipswich
35,26634,Fulham,West Ham,Fulham,West Ham
36,26635,Liverpool,Nott'm Forest,Liverpool,Nottingham Forest
34,26636,Crystal Palace,Leicester,Crystal Palace,Leicester
37,26637,Man City,Brentford,Manchester City,Brentford
31,26638,Aston Villa,Everton,Aston Villa,Everton
32,26639,Bournemouth,Chelsea,Bournemouth,Chelsea
39,26640,Spurs,Arsenal,Tottenham,Arsenal
40,26641,Wolves,Newcastle,Wolverhampton Wanderers,Newcastle United
50,26642,West Ham,Chelsea,West Ham,Chelsea
48,26643,Southampton,Ipswich,Southampton,Ipswich
45,26644,Leicester,Everton,Leicester,Everton
46,26645,Liverpool,Bournemouth,Liverpool,Bournemouth
44,26646,Fulham,Newcastle,Fulham,Newcastle United
41,26647,Aston Villa,Wolves,Aston Villa,Wolverhampton Wanderers
49,26648,Spurs,Brentford,Tottenham,Brentford
43,26649,Crystal Palace,Man Utd,Crystal Palace,Manchester United
42,26650,Brighton,Nott'm Forest,Brighton,Nottingham Forest
47,26651,Man City,Arsenal,Manchester City,Arsenal
58,26652,Newcastle,Man City,Newcastle United,Manchester City
59,26653,Nott'm Forest,Fulham,Nottingham Forest,Fulham
55,26654,Everton,Crystal Palace,Everton,Crystal Palace
51,26655,Arsenal,Leicester,Arsenal,Leicester
53,26656,Brentford,West Ham,Brentford,West Ham
54,26657,Chelsea,Brighton,Chelsea,Brighton
60,26658,Wolves,Liverpool,Wolverhampton Wanderers,Liverpool
56,26659,Ipswich,Aston Villa,Ipswich,Aston Villa
57,26660,Man Utd,Spurs,Manchester United,Tottenham
52,26661,Bournemouth,Southampton,Bournemouth,Southampton
66,26662,Crystal Palace,Liverpool,Crystal Palace,Liverpool
68,26663,Leicester,Bournemouth,Leicester,Bournemouth
69,26664,Man City,Fulham,Manchester City,Fulham
70,26665,West Ham,Ipswich,West Ham,Ipswich
61,26666,Arsenal,Southampton,Arsenal,Southampton
63,26667,Brentford,Wolves,Brentford,Wolverhampton Wanderers
67,26669,Everton,Newcastle,Everton,Newcastle United
65,26668,Chelsea,Nott'm Forest,Chelsea,Nottingham Forest
62,26670,Aston Villa,Man Utd,Aston Villa,Manchester United
64,26671,Brighton,Spurs,Brighton,Tottenham
79,26672,Spurs,West Ham,Tottenham,West Ham
72,26673,Fulham,Aston Villa,Fulham,Aston Villa
73,26674,Ipswich,Everton,Ipswich,Everton
75,26675,Man Utd,Brentford,Manchester United,Brentford
76,26676,Newcastle,Brighton,Newcastle United,Brighton
78,26678,Southampton,Leicester,Southampton,Leicester
71,26680,Bournemouth,Arsenal,Bournemouth,Arsenal
80,26681,Wolves,Man City,Wolverhampton Wanderers,Manchester City
74,26679,Liverpool,Chelsea,Liverpool,Chelsea
77,26677,Nott'm Forest,Crystal Palace,Nottingham Forest,Crystal Palace
88,26682,Leicester,Nott'm Forest,Leicester,Nottingham Forest
89,26683,Man City,Southampton,Manchester City,Southampton
82,26684,Aston Villa,Bournemouth,Aston Villa,Bournemouth
83,26685,Brentford,Ipswich,Brentford,Ipswich
84,26686,Brighton,Wolves,Brighton,Wolverhampton Wanderers
87,26687,Everton,Fulham,Everton,Fulham
