element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
716,212,4,1,False,2023-02-04T15:00:00Z,3,0,22,90,0,0,0,3,0,0,0,0,0,0,0,14,20.4,41.0,2.0,6.3,1,0.00,0.07,0.07,2.13,45,196,247,209,13
716,229,20,2,True,2023-02-11T15:00:00Z,1,2,23,79,0,0,0,1,0,0,0,0,0,0,0,10,12.0,17.4,0.0,2.9,1,0.00,0.07,0.07,0.55,45,6,342,103,97
716,234,6,0,False,2023-02-18T15:00:00Z,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,95,531,154,59
716,245,11,0,False,2023-02-25T15:00:00Z,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-9,652,138,147
716,259,10,0,True,2023-03-04T17:30:00Z,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-55,612,44,99
716,267,14,0,False,2023-03-12T14:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,11,738,74,63
716,69,4,1,True,2023-03-15T19:30:00Z,0,2,27,31,0,0,0,1,0,0,0,0,0,0,0,9,9.6,5.8,2.0,1.7,0,0.00,0.16,0.16,0.56,45,11,738,74,63
716,279,18,0,True,2023-03-18T15:00:00Z,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7,798,66,73
716,290,19,0,False,2023-04-02T13:00:00Z,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-9,874,65,74
716,298,13,0,True,2023-04-08T16:30:00Z,1,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4,946,60,64
716,307,7,0,True,2023-04-15T14:00:00Z,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,29,1047,88,59
716,311,1,0,False,2023-04-21T19:00:00Z,3,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,48,1168,111,63
716,330,3,0,True,2023-04-27T18:45:00Z,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-35,1159,46,81
716,340,15,0,False,2023-04-30T13:00:00Z,3,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-14,1192,49,63
716,347,16,0,False,2023-05-08T19:00:00Z,4,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-15,1263,53,68
716,360,9,0,True,2023-05-13T14:00:00Z,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1,1320,45,46
716,362,5,0,False,2023-05-21T13:00:00Z,3,1,37,76,0,0,0,3,0,0,0,1,0,0,0,7,7.2,1.1,0.0,0.8,1,0.00,0.01,0.01,2.14,45,-1,1388,46,47
716,380,12,0,True,2023-05-28T15:30:00Z,4,4,38,90,0,0,0,4,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,1,0.03,0.00,0.03,3.85,45,32,1493,72,40
